q_xT_0,q_xT_1,q_xT_2,q_xT_3
0.00000000,-29.83994102,10.28963375,-2.88109756
0.00000000,-29.22256279,10.28963375,-2.05792689
0.00000000,-29.01676750,10.49542713,-3.08689022
0.00000000,-29.22256279,10.70121956,-2.67530489
0.00000000,-29.63414764,10.08384132,-2.67530489
0.00000000,-29.42835236,11.11280441,-2.46951222
0.00000000,-29.42835236,10.49542713,-3.08689022
0.00000000,-29.63414764,10.49542713,-2.67530489
0.00000000,-29.63414764,10.70121956,-2.46951222
0.00000000,-29.63414764,10.70121956,-2.67530489
0.00000000,-29.42835236,10.49542713,-2.88109756
0.00000000,-29.42835236,10.70121956,-2.46951222
0.00000000,-30.25152588,10.70121956,-2.88109756
0.00000000,-29.22256279,10.70121956,-2.46951222
0.00000000,-29.83994102,10.28963375,-3.29268312
0.00000000,-29.22256279,10.28963375,-2.88109756
0.00000000,-29.83994102,11.11280441,-2.46951222
0.00000000,-29.83994102,9.87804890,-2.46951222
0.00000000,-29.83994102,10.28963375,-2.67530489
0.00000000,-29.22256279,10.70121956,-2.46951222
0.00000000,-29.01676750,10.90701199,-2.26371956
0.00000000,-29.01676750,10.70121956,-2.88109756
0.00000000,-28.81097794,10.70121956,-2.67530489
0.00000000,-29.22256279,9.87804890,-3.29268312
0.00000000,-28.60518265,10.49542713,-1.85213423
0.00000000,-29.01676750,10.49542713,-2.46951222
0.00000000,-30.25152588,9.87804890,-2.67530489
0.00000000,-29.63414764,10.49542713,-2.67530489
0.00000000,-28.81097794,10.28963375,-2.67530489
0.00000000,-29.01676750,10.49542713,-2.05792689
0.00000000,-29.01676750,9.87804890,-2.46951222
0.00000000,-29.22256279,10.70121956,-2.46951222
0.00000000,-29.22256279,10.28963375,-2.46951222
0.00000000,-29.22256279,10.49542713,-2.46951222
0.00000000,-29.01676750,10.49542713,-3.08689022
0.00000000,-28.81097794,10.08384132,-2.46951222
0.00000000,-29.63414764,10.08384132,-2.05792689
0.00000000,-29.01676750,10.28963375,-2.46951222
0.00000000,-29.22256279,10.49542713,-2.88109756
0.00000000,-29.63414764,10.28963375,-2.26371956
0.00000000,-29.22256279,10.70121956,-2.05792689
0.00000000,-28.81097794,11.11280441,-2.46951222
0.00000000,-29.63414764,10.70121956,-2.67530489
0.00000000,-29.63414764,10.70121956,-2.88109756
0.00000000,-29.22256279,10.70121956,-2.88109756
0.00000000,-29.22256279,10.49542713,-2.46951222
0.00000000,-29.01676750,10.70121956,-2.26371956
0.00000000,-29.22256279,11.31859779,-2.26371956
0.00000000,-29.63414764,10.70121956,-2.67530489
0.00000000,-29.83994102,10.08384132,-2.26371956
0.00000000,-29.42835236,11.52439022,-2.88109756
0.00000000,-29.01676750,11.31859779,-3.08689022
0.00000000,-30.04573250,10.49542713,-2.88109756
0.00000000,-29.22256279,10.70121956,-2.67530489
0.00000000,-29.42835236,10.90701199,-3.08689022
0.00000000,-29.22256279,11.11280441,-2.26371956
0.00000000,-29.22256279,10.90701199,-2.67530489
0.00000000,-29.42835236,10.08384132,-2.26371956
0.00000000,-29.63414764,10.28963375,-3.08689022
0.00000000,-29.01676750,10.28963375,-2.88109756
0.00000000,-29.22256279,10.49542713,-2.46951222
0.00000000,-29.22256279,10.70121956,-1.85213423
0.00000000,-29.01676750,10.70121956,-2.67530489
0.00000000,-29.63414764,10.08384132,-2.67530489
0.00000000,-29.63414764,10.49542713,-3.29268312
0.00000000,-29.83994102,10.49542713,-2.05792689
0.00000000,-29.63414764,11.73018265,-2.88109756
0.00000000,-29.22256279,10.49542713,-2.67530489
0.00000000,-29.42835236,10.28963375,-3.08689022
0.00000000,-29.42835236,10.28963375,-3.08689022
0.00000000,-29.63414764,10.08384132,-2.67530489
0.00000000,-29.22256279,10.70121956,-2.67530489
0.00000000,-28.81097794,9.46646309,-2.88109756
0.00000000,-29.42835236,9.87804890,-3.08689022
0.00000000,-29.63414764,10.49542713,-2.67530489
0.00000000,-29.83994102,10.49542713,-3.29268312
0.00000000,-29.01676750,9.87804890,-2.67530489
0.00000000,-29.83994102,10.70121956,-2.46951222
0.00000000,-29.01676750,10.08384132,-2.46951222
0.00000000,-29.01676750,10.49542713,-2.67530489
0.00000000,-30.04573250,10.28963375,-2.67530489
0.00000000,-29.63414764,10.08384132,-3.08689022
0.00000000,-29.22256279,10.49542713,-3.08689022
0.00000000,-29.42835236,9.87804890,-2.88109756
0.00000000,-29.63414764,10.08384132,-2.26371956
0.00000000,-29.01676750,10.28963375,-2.26371956
0.00000000,-29.22256279,10.08384132,-3.08689022
0.00000000,-29.42835236,10.49542713,-2.46951222
0.00000000,-29.22256279,10.90701199,-2.46951222
0.00000000,-29.22256279,10.28963375,-3.08689022
0.00000000,-29.22256279,10.28963375,-3.08689022
0.00000000,-29.22256279,10.08384132,-2.88109756
0.00000000,-29.42835236,10.70121956,-3.08689022
0.00000000,-30.04573250,10.49542713,-2.88109756
0.00000000,-29.22256279,10.90701199,-2.88109756
0.00000000,-29.63414764,11.11280441,-2.67530489
0.00000000,-28.81097794,10.28963375,-2.67530489
0.00000000,-29.42835236,11.11280441,-2.67530489
0.00000000,-29.22256279,10.70121956,-2.88109756
0.00000000,-29.83994102,10.70121956,-2.67530489
0.00000000,-29.42835236,10.90701199,-1.64634156
0.00000000,-29.63414764,10.28963375,-2.46951222
0.00000000,-29.83994102,10.28963375,-2.26371956
0.00000000,-29.22256279,10.49542713,-2.67530489
0.00000000,-29.83994102,10.49542713,-2.88109756
0.00000000,-29.42835236,10.28963375,-3.29268312
0.00000000,-29.22256279,10.90701199,-2.88109756
0.00000000,-29.22256279,10.28963375,-2.67530489
0.00000000,-28.81097794,9.67225647,-2.67530489
0.00000000,-29.42835236,11.11280441,-2.67530489
0.00000000,-29.83994102,10.70121956,-2.88109756
0.00000000,-29.63414764,10.28963375,-2.67530489
0.00000000,-29.22256279,10.49542713,-3.49847555
0.00000000,-29.83994102,10.08384132,-2.26371956
0.00000000,-29.42835236,9.87804890,-2.46951222
0.00000000,-29.83994102,11.11280441,-3.08689022
0.00000000,-29.63414764,10.28963375,-2.46951222
0.00000000,-29.63414764,10.90701199,-2.88109756
0.00000000,-29.01676750,9.67225647,-2.26371956
0.00000000,-29.22256279,10.28963375,-2.05792689
0.00000000,-29.42835236,11.11280441,-3.08689022
0.00000000,-29.42835236,10.08384132,-2.67530489
0.00000000,-29.22256279,10.08384132,-2.26371956
0.00000000,-29.22256279,9.87804890,-3.08689022
0.00000000,-29.01676750,10.08384132,-2.88109756
0.00000000,-29.83994102,10.28963375,-2.88109756
0.00000000,-29.22256279,10.70121956,-2.26371956
0.00000000,-29.01676750,10.08384132,-2.26371956
0.00000000,-29.63414764,10.08384132,-2.88109756
0.00000000,-29.83994102,10.70121956,-2.26371956
0.00000000,-29.22256279,10.28963375,-2.46951222
0.00000000,-29.01676750,10.70121956,-2.88109756
0.00000000,-29.22256279,10.49542713,-2.46951222
0.00000000,-29.42835236,10.70121956,-2.67530489
0.00000000,-29.22256279,10.49542713,-2.26371956
0.00000000,-29.63414764,10.70121956,-3.08689022
0.00000000,-29.63414764,10.49542713,-2.26371956
0.00000000,-29.01676750,10.28963375,-3.08689022
0.00000000,-29.83994102,10.70121956,-3.49847555
0.00000000,-29.42835236,10.28963375,-3.08689022
0.00000000,-28.60518265,10.70121956,-2.67530489
0.00000000,-29.42835236,9.87804890,-2.46951222
0.00000000,-29.63414764,10.49542713,-2.26371956
0.00000000,-29.83994102,10.70121956,-2.67530489
0.00000000,-28.81097794,10.70121956,-2.88109756
0.00000000,-29.01676750,10.90701199,-2.26371956
0.00000000,-28.81097794,10.49542713,-3.49847555
0.00000000,-29.42835236,11.11280441,-2.46951222
0.00000000,-29.22256279,10.90701199,-2.46951222
0.00000000,-29.22256279,10.70121956,-2.88109756
0.00000000,-29.22256279,10.70121956,-2.88109756
0.00000000,-29.83994102,10.08384132,-3.29268312
0.00000000,-29.42835236,10.49542713,-3.08689022
0.00000000,-29.01676750,10.49542713,-3.29268312
0.00000000,-29.22256279,10.70121956,-3.29268312
0.00000000,-29.42835236,10.70121956,-2.88109756
0.00000000,-29.42835236,10.28963375,-2.67530489
0.00000000,-29.22256279,10.28963375,-3.29268312
0.00000000,-29.22256279,10.49542713,-3.49847555
0.00000000,-29.42835236,10.49542713,-2.88109756
0.00000000,-29.63414764,9.67225647,-2.46951222
0.00000000,-29.63414764,9.87804890,-2.67530489
0.00000000,-29.22256279,10.28963375,-3.08689022
0.00000000,-29.63414764,10.28963375,-2.67530489
0.00000000,-29.83994102,10.70121956,-2.67530489
0.00000000,-28.81097794,10.49542713,-3.49847555
0.00000000,-29.42835236,10.49542713,-2.05792689
0.00000000,-29.01676750,10.49542713,-2.67530489
0.00000000,-29.63414764,9.67225647,-2.46951222
0.00000000,-29.42835236,10.28963375,-2.46951222
0.00000000,-29.22256279,10.28963375,-2.67530489
0.00000000,-29.63414764,10.70121956,-3.29268312
0.00000000,-29.63414764,10.28963375,-3.08689022
0.00000000,-29.63414764,10.28963375,-2.26371956
0.00000000,-28.60518265,10.08384132,-2.67530489
0.00000000,-29.01676750,11.31859779,-2.67530489
0.00000000,-29.42835236,10.49542713,-2.26371956
0.00000000,-29.22256279,10.70121956,-2.46951222
0.00000000,-29.01676750,11.11280441,-2.46951222
0.00000000,-29.42835236,10.28963375,-2.05792689
0.00000000,-29.42835236,10.70121956,-2.88109756
0.00000000,-29.22256279,10.49542713,-2.26371956
0.00000000,-29.83994102,9.87804890,-2.26371956
0.00000000,-29.83994102,9.87804890,-2.67530489
0.00000000,-29.63414764,10.08384132,-2.46951222
0.00000000,-29.42835236,10.90701199,-2.67530489
0.00000000,-29.22256279,10.70121956,-2.88109756
0.00000000,-29.63414764,10.49542713,-2.46951222
0.00000000,-29.83994102,11.11280441,-2.67530489
0.00000000,-29.42835236,10.49542713,-2.88109756
0.00000000,-29.22256279,10.49542713,-2.46951222
0.00000000,-29.42835236,10.90701199,-3.08689022
0.00000000,-29.22256279,10.49542713,-2.46951222
0.00000000,-29.22256279,10.49542713,-2.88109756
0.00000000,-29.42835236,10.70121956,-2.05792689
0.00000000,-29.42835236,10.49542713,-2.26371956
0.00000000,-29.42835236,10.90701199,-2.46951222
0.00000000,-29.83994102,11.11280441,-2.46951222
0.00000000,-29.42835236,10.90701199,-2.05792689
0.00000000,-29.42835236,10.70121956,-2.67530489
0.00000000,-28.81097794,10.08384132,-2.88109756
0.00000000,-29.83994102,10.08384132,-2.67530489
0.00000000,-29.63414764,10.90701199,-2.88109756
0.00000000,-29.42835236,9.87804890,-2.88109756
0.00000000,-29.63414764,10.70121956,-2.26371956
0.00000000,-29.63414764,10.70121956,-2.88109756
0.00000000,-29.42835236,9.87804890,-2.46951222
0.00000000,-29.01676750,10.28963375,-2.88109756
0.00000000,-29.42835236,9.87804890,-2.26371956
0.00000000,-29.42835236,9.46646309,-3.08689022
0.00000000,-29.63414764,11.11280441,-2.88109756
0.00000000,-29.83994102,10.28963375,-2.26371956
0.00000000,-29.01676750,10.49542713,-2.46951222
0.00000000,-28.81097794,10.49542713,-2.26371956
0.00000000,-29.01676750,10.70121956,-3.08689022
0.00000000,-29.42835236,10.70121956,-1.85213423
0.00000000,-29.42835236,10.08384132,-2.88109756
0.00000000,-29.42835236,10.49542713,-2.46951222
0.00000000,-29.22256279,10.90701199,-3.08689022
0.00000000,-29.42835236,10.70121956,-2.67530489
0.00000000,-29.42835236,10.49542713,-2.67530489
0.00000000,-29.63414764,10.28963375,-2.46951222
0.00000000,-29.83994102,9.87804890,-2.46951222
0.00000000,-29.22256279,10.90701199,-2.67530489
0.00000000,-28.39939117,10.70121956,-2.88109756
0.00000000,-29.83994102,10.70121956,-2.67530489
0.00000000,-29.83994102,11.31859779,-2.46951222
0.00000000,-29.42835236,10.70121956,-3.29268312
0.00000000,-29.42835236,10.90701199,-3.29268312
0.00000000,-29.63414764,10.28963375,-3.29268312
0.00000000,-29.42835236,11.11280441,-3.08689022
0.00000000,-29.83994102,10.49542713,-2.67530489
0.00000000,-29.63414764,10.49542713,-3.08689022
0.00000000,-29.22256279,9.87804890,-3.08689022
0.00000000,-29.83994102,10.70121956,-2.46951222
0.00000000,-29.42835236,10.08384132,-2.88109756
0.00000000,-29.22256279,10.70121956,-2.26371956
0.00000000,-29.63414764,10.90701199,-2.67530489
0.00000000,-29.22256279,10.70121956,-3.08689022
0.00000000,-29.63414764,10.70121956,-3.29268312
0.00000000,-29.42835236,10.70121956,-2.88109756
0.00000000,-29.63414764,10.49542713,-2.46951222
0.00000000,-28.81097794,10.28963375,-3.70426846
0.00000000,-29.01676750,11.11280441,-2.05792689
0.00000000,-29.63414764,10.28963375,-2.05792689
0.00000000,-29.63414764,10.28963375,-2.05792689
0.00000000,-29.42835236,10.90701199,-2.26371956
0.00000000,-29.42835236,9.87804890,-2.67530489
0.00000000,-28.81097794,10.28963375,-2.46951222
0.00000000,-29.42835236,10.49542713,-2.46951222
0.00000000,-29.63414764,10.49542713,-2.88109756
0.00000000,-29.22256279,10.70121956,-2.26371956
0.00000000,-29.42835236,10.08384132,-2.67530489
0.00000000,-29.63414764,10.70121956,-2.67530489
0.00000000,-29.01676750,10.70121956,-2.67530489
0.00000000,-29.22256279,10.90701199,-2.26371956
0.00000000,-30.04573250,10.49542713,-2.67530489
0.00000000,-29.42835236,10.49542713,-2.26371956
0.00000000,-29.22256279,10.08384132,-2.26371956
0.00000000,-29.22256279,10.28963375,-2.88109756
0.00000000,-29.83994102,10.28963375,-2.67530489
0.00000000,-29.01676750,10.70121956,-2.88109756
0.00000000,-29.01676750,10.49542713,-2.67530489
0.00000000,-29.22256279,10.28963375,-1.44054878
0.00000000,-29.83994102,10.28963375,-2.67530489
0.00000000,-29.01676750,10.49542713,-2.05792689
0.00000000,-29.63414764,10.28963375,-3.49847555
0.00000000,-29.63414764,10.49542713,-2.46951222
0.00000000,-29.22256279,10.49542713,-3.49847555
0.00000000,-29.42835236,10.08384132,-3.49847555
0.00000000,-29.42835236,10.49542713,-2.26371956
0.00000000,-29.42835236,10.08384132,-2.88109756
0.00000000,-29.01676750,10.70121956,-2.88109756
0.00000000,-30.25152588,10.49542713,-2.05792689
0.00000000,-29.63414764,10.49542713,-2.88109756
0.00000000,-29.63414764,10.70121956,-2.67530489
0.00000000,-29.22256279,11.11280441,-2.88109756
0.00000000,-29.63414764,9.67225647,-2.67530489
0.00000000,-30.04573250,10.90701199,-2.67530489
0.00000000,-29.01676750,10.49542713,-2.67530489
0.00000000,-29.42835236,9.87804890,-2.46951222
0.00000000,-29.22256279,10.08384132,-2.67530489
0.00000000,-29.42835236,10.49542713,-2.88109756
0.00000000,-29.42835236,10.70121956,-2.67530489
0.00000000,-29.22256279,10.28963375,-3.08689022
0.00000000,-29.42835236,10.90701199,-3.29268312
0.00000000,-29.42835236,10.70121956,-2.46951222
0.00000000,-29.22256279,10.49542713,-2.46951222
0.00000000,-29.42835236,10.28963375,-3.08689022
0.00000000,-29.01676750,10.70121956,-2.05792689
0.00000000,-29.42835236,10.70121956,-3.49847555
0.00000000,-29.01676750,10.70121956,-2.67530489
0.00000000,-29.22256279,10.28963375,-2.26371956
0.00000000,-29.22256279,10.49542713,-2.88109756
0.00000000,-29.22256279,11.11280441,-2.46951222
0.00000000,-30.25152588,10.28963375,-2.67530489
0.00000000,-29.63414764,10.70121956,-3.08689022
0.00000000,-28.81097794,10.90701199,-2.88109756
0.00000000,-29.22256279,10.28963375,-2.26371956
0.00000000,-29.22256279,10.49542713,-2.67530489
0.00000000,-29.63414764,10.49542713,-3.70426846
0.00000000,-29.42835236,10.28963375,-2.05792689
0.00000000,-28.81097794,10.90701199,-2.88109756
0.00000000,-28.81097794,10.49542713,-1.85213423
0.00000000,-29.63414764,10.49542713,-2.67530489
0.00000000,-29.42835236,11.31859779,-2.88109756
0.00000000,-29.42835236,10.70121956,-2.26371956
0.00000000,-29.01676750,10.49542713,-2.46951222
0.00000000,-29.01676750,10.28963375,-2.46951222
0.00000000,-29.22256279,10.28963375,-2.67530489
0.00000000,-29.63414764,10.28963375,-1.85213423
0.00000000,-29.42835236,10.90701199,-2.05792689
0.00000000,-29.42835236,11.11280441,-3.08689022
0.00000000,-29.42835236,9.67225647,-2.46951222
0.00000000,-29.42835236,10.90701199,-2.67530489
0.00000000,-29.22256279,10.70121956,-2.46951222
0.00000000,-29.83994102,10.08384132,-2.46951222
0.00000000,-29.83994102,9.87804890,-2.67530489
0.00000000,-29.22256279,10.70121956,-2.67530489
0.00000000,-29.42835236,10.49542713,-2.67530489
0.00000000,-29.83994102,10.28963375,-2.88109756
0.00000000,-29.22256279,10.08384132,-2.67530489
0.00000000,-29.22256279,10.70121956,-3.08689022
0.00000000,-29.63414764,10.49542713,-2.26371956
0.00000000,-29.01676750,10.70121956,-2.67530489
0.00000000,-29.01676750,10.90701199,-2.67530489
0.00000000,-29.22256279,10.49542713,-3.08689022
0.00000000,-29.83994102,10.70121956,-3.29268312
0.00000000,-29.63414764,10.70121956,-2.67530489
0.00000000,-29.22256279,10.70121956,-2.88109756
0.00000000,-29.01676750,10.90701199,-2.67530489
0.00000000,-29.22256279,10.28963375,-2.67530489
0.00000000,-30.04573250,10.49542713,-3.08689022
0.00000000,-29.01676750,10.28963375,-2.88109756
0.00000000,-29.63414764,10.49542713,-3.08689022
0.00000000,-28.81097794,10.49542713,-3.08689022
0.00000000,-29.63414764,10.28963375,-2.67530489
0.00000000,-29.63414764,10.49542713,-2.67530489
0.00000000,-29.42835236,10.70121956,-2.67530489
0.00000000,-29.63414764,10.08384132,-2.26371956
0.00000000,-30.04573250,10.49542713,-2.26371956
0.00000000,-29.42835236,10.90701199,-3.29268312
0.00000000,-28.81097794,10.90701199,-2.46951222
0.00000000,-29.42835236,10.70121956,-2.67530489
0.00000000,-29.63414764,10.49542713,-2.46951222
0.00000000,-29.01676750,11.31859779,-1.85213423
0.00000000,-29.42835236,10.70121956,-2.46951222
0.00000000,-29.22256279,10.28963375,-2.67530489
0.00000000,-29.01676750,10.28963375,-2.46951222
0.00000000,-28.81097794,10.70121956,-2.67530489
0.00000000,-29.63414764,10.28963375,-2.26371956
0.00000000,-29.01676750,10.70121956,-2.67530489
0.00000000,-29.83994102,10.70121956,-2.26371956
0.00000000,-29.22256279,11.11280441,-3.29268312
0.00000000,-29.01676750,10.28963375,-2.26371956
0.00000000,-29.01676750,10.08384132,-3.49847555
0.00000000,-29.42835236,10.70121956,-2.26371956
0.00000000,-29.01676750,10.28963375,-2.88109756
0.00000000,-29.63414764,10.49542713,-3.08689022
0.00000000,-29.01676750,10.90701199,-2.46951222
0.00000000,-29.83994102,10.49542713,-2.46951222
0.00000000,-29.22256279,10.49542713,-2.46951222
0.00000000,-29.22256279,10.08384132,-3.29268312
0.00000000,-29.83994102,10.28963375,-2.46951222
0.00000000,-29.63414764,10.70121956,-2.67530489
0.00000000,-29.01676750,10.49542713,-2.46951222
0.00000000,-29.63414764,11.11280441,-2.05792689
0.00000000,-29.01676750,10.08384132,-2.46951222
0.00000000,-29.42835236,11.31859779,-2.26371956
0.00000000,-29.42835236,10.49542713,-2.26371956
0.00000000,-29.42835236,9.87804890,-3.08689022
0.00000000,-29.42835236,10.49542713,-2.46951222
0.00000000,-29.22256279,10.08384132,-2.67530489
0.00000000,-29.42835236,10.70121956,-2.46951222
0.00000000,-29.42835236,10.08384132,-2.46951222
0.00000000,-29.42835236,10.28963375,-3.29268312
0.00000000,-29.22256279,10.28963375,-2.46951222
0.00000000,-29.01676750,10.28963375,-2.26371956
0.00000000,-29.63414764,10.49542713,-2.26371956
0.00000000,-29.22256279,10.90701199,-3.08689022
0.00000000,-29.01676750,10.70121956,-2.46951222
0.00000000,-29.63414764,10.70121956,-2.26371956
0.00000000,-29.63414764,9.67225647,-2.88109756
0.00000000,-29.63414764,10.28963375,-3.08689022
0.00000000,-28.81097794,11.11280441,-2.88109756
0.00000000,-29.22256279,10.90701199,-3.29268312
0.00000000,-29.22256279,10.49542713,-2.46951222
0.00000000,-29.63414764,9.67225647,-1.85213423
0.00000000,-29.01676750,9.26067066,-2.67530489
0.00000000,-28.81097794,10.70121956,-3.08689022
0.00000000,-29.63414764,10.49542713,-2.67530489
0.00000000,-29.63414764,10.49542713,-2.26371956
0.00000000,-29.63414764,10.28963375,-3.49847555
0.00000000,-29.63414764,10.70121956,-2.26371956
0.00000000,-29.42835236,10.49542713,-2.88109756
0.00000000,-29.22256279,10.08384132,-2.05792689
0.00000000,-29.63414764,10.28963375,-2.46951222
0.00000000,-28.81097794,10.70121956,-3.29268312
0.00000000,-29.83994102,10.70121956,-2.67530489
0.00000000,-29.22256279,10.90701199,-2.67530489
0.00000000,-29.42835236,10.49542713,-2.88109756
0.00000000,-29.01676750,10.08384132,-2.67530489
