q_xT_0,q_xT_1,q_xT_2,q_xT_3
0.00000000,-28.60518265,10.90701199,-2.46951222
0.00000000,-25.31250000,11.93597507,-2.46951222
0.00000000,-23.66615868,11.52439022,-2.26371956
0.00000000,-19.34451294,11.73018265,-2.46951222
0.00000000,-15.64024353,11.31859779,-3.08689022
0.00000000,-9.87804890,12.34756088,-4.11585379
0.00000000,-8.23170757,10.28963375,-5.14481688
0.00000000,-8.02591515,10.90701199,-5.35060978
0.00000000,-9.87804890,11.31859779,-4.52743912
0.00000000,-14.40548897,10.90701199,-3.70426846
0.00000000,-18.52134132,11.31859779,-2.67530489
0.00000000,-19.96189117,11.31859779,-2.67530489
0.00000000,-25.72408676,11.93597507,-1.85213423
0.00000000,-27.57621956,15.64024353,-0.61737806
0.00000000,-24.48933029,12.55335331,-1.44054878
0.00000000,-25.92987823,12.14176846,-0.82317078
0.00000000,-22.84298897,11.52439022,-0.41158539
0.00000000,-22.22560883,10.90701199,-0.82317078
0.00000000,-20.57926750,12.34756088,-1.85213423
0.00000000,-14.19969559,10.90701199,-1.44054878
0.00000000,-12.34756088,11.93597507,-2.05792689
0.00000000,-10.90701199,9.05487823,-2.46951222
0.00000000,-11.73018265,10.49542713,-3.08689022
0.00000000,-10.08384132,11.52439022,-2.67530489
0.00000000,-10.49542713,11.31859779,-2.05792689
0.00000000,-8.84908581,10.90701199,-1.64634156
0.00000000,-8.64329243,10.08384132,-1.64634156
0.00000000,-10.49542713,10.49542713,-1.85213423
0.00000000,-11.11280441,10.70121956,-2.46951222
0.00000000,-10.70121956,10.49542713,-2.05792689
0.00000000,-10.90701199,10.70121956,-3.08689022
0.00000000,-9.46646309,10.90701199,-3.70426846
0.00000000,-5.76219511,11.52439022,-4.93902445
0.00000000,-5.14481688,12.14176846,-5.14481688
0.00000000,-4.93902445,11.31859779,-5.14481688
0.00000000,-6.58536625,11.73018265,-4.32164621
0.00000000,-8.84908581,11.73018265,-3.29268312
0.00000000,-10.70121956,10.90701199,-3.91006088
0.00000000,-11.73018265,11.93597507,-3.49847555
0.00000000,-13.17073250,11.52439022,-2.67530489
0.00000000,-13.78810978,11.31859779,-3.08689022
0.00000000,-14.19969559,11.93597507,-3.49847555
0.00000000,-13.17073250,12.14176846,-3.49847555
0.00000000,-15.22865868,11.73018265,-2.67530489
0.00000000,-12.96493912,8.84908581,-2.88109756
0.00000000,-11.73018265,9.26067066,-4.52743912
0.00000000,-11.52439022,9.46646309,-3.70426846
0.00000000,-11.93597507,10.08384132,-3.91006088
0.00000000,-12.34756088,11.31859779,-3.91006088
0.00000000,-12.96493912,10.90701199,-3.49847555
0.00000000,-13.99390221,11.52439022,-4.32164621
0.00000000,-16.25762177,11.11280441,-3.49847555
0.00000000,-18.31554985,10.90701199,-3.29268312
0.00000000,-19.55030632,11.31859779,-3.49847555
0.00000000,-20.78506279,11.93597507,-3.70426846
0.00000000,-20.57926750,11.11280441,-4.32164621
0.00000000,-20.16768265,10.70121956,-3.70426846
0.00000000,-20.16768265,11.11280441,-3.49847555
0.00000000,-21.40243912,11.11280441,-3.29268312
0.00000000,-21.60823250,11.11280441,-3.70426846
0.00000000,-22.84298897,11.31859779,-2.67530489
0.00000000,-21.81402397,11.31859779,-2.88109756
0.00000000,-22.63719559,11.31859779,-3.08689022
0.00000000,-22.63719559,11.11280441,-3.70426846
0.00000000,-23.04878044,11.73018265,-2.26371956
0.00000000,-23.87195015,11.31859779,-2.67530489
0.00000000,-24.48933029,11.52439022,-2.67530489
0.00000000,-24.48933029,11.11280441,-2.88109756
0.00000000,-24.48933029,10.70121956,-3.08689022
0.00000000,-23.87195015,11.31859779,-3.70426846
0.00000000,-23.04878044,10.70121956,-3.49847555
0.00000000,-23.46036530,11.11280441,-4.11585379
0.00000000,-25.31250000,10.90701199,-2.46951222
0.00000000,-25.31250000,11.11280441,-4.32164621
0.00000000,-25.72408676,10.70121956,-3.29268312
0.00000000,-27.16463470,10.28963375,-3.08689022
0.00000000,-28.60518265,10.90701199,-3.08689022
0.00000000,-30.04573250,10.08384132,-2.46951222
0.00000000,-28.81097794,10.90701199,-3.29268312
0.00000000,-28.60518265,10.90701199,-3.08689022
0.00000000,-29.42835236,11.31859779,-3.29268312
0.00000000,-30.66311073,11.11280441,-3.29268312
0.00000000,-32.51524353,10.28963375,-2.88109756
0.00000000,-32.92683029,10.28963375,-2.88109756
0.00000000,-33.54420853,10.08384132,-2.26371956
0.00000000,-32.72103500,10.49542713,-3.49847555
0.00000000,-33.33841324,10.70121956,-2.88109756
0.00000000,-33.54420853,10.08384132,-2.46951222
0.00000000,-33.33841324,10.49542713,-2.46951222
0.00000000,-33.33841324,10.28963375,-2.88109756
0.00000000,-33.75000000,10.49542713,-3.08689022
0.00000000,-35.60213470,10.08384132,-2.88109756
0.00000000,-38.89481735,10.49542713,-2.05792689
0.00000000,-39.71799088,11.11280441,-2.88109756
0.00000000,-40.12957382,10.70121956,-2.26371956
0.00000000,-41.57012558,10.28963375,-2.88109756
0.00000000,-42.80487823,9.87804890,-3.08689022
0.00000000,-43.62804794,10.49542713,-2.05792689
0.00000000,-43.62804794,10.90701199,-2.26371956
0.00000000,-45.06859970,9.46646309,-2.26371956
0.00000000,-47.94969559,10.70121956,-1.85213423
0.00000000,-51.24237823,10.90701199,-1.64634156
0.00000000,-53.09451294,10.90701199,-2.26371956
0.00000000,-54.12347412,11.11280441,-1.44054878
0.00000000,-54.32926941,10.49542713,-2.46951222
0.00000000,-54.32926941,10.08384132,-2.46951222
0.00000000,-53.09451294,9.67225647,-2.26371956
0.00000000,-51.85975647,10.28963375,-1.64634156
0.00000000,-47.94969559,3.08689022,-1.23475611
0.00000000,-104.13109589,-41.36433029,-1.23475611
0.00000000,-50.62500000,-21.60823250,-0.82317078
0.00000000,-47.53811264,-4.52743912,-1.02896345
0.00000000,-46.50914764,8.84908581,-2.05792689
0.00000000,-46.30335617,11.93597507,-1.64634156
0.00000000,-48.97866058,5.55640221,-1.02896345
0.00000000,-55.76982117,-4.52743912,-1.44054878
0.00000000,-59.26829529,-2.05792689,-2.26371956
0.00000000,-35.80792999,13.37652493,-2.26371956
0.00000000,-38.48323059,17.90396500,-2.67530489
0.00000000,-37.45426941,12.14176846,-2.88109756
0.00000000,-36.63109970,9.46646309,-2.88109756
0.00000000,-35.19054794,10.70121956,-2.46951222
0.00000000,-30.66311073,11.52439022,-2.67530489
0.00000000,-27.16463470,11.73018265,-3.70426846
0.00000000,-24.48933029,10.90701199,-3.29268312
0.00000000,-21.60823250,10.28963375,-2.88109756
0.00000000,-15.84603786,11.73018265,-3.91006088
0.00000000,-11.31859779,12.55335331,-4.11585379
0.00000000,-9.05487823,11.73018265,-4.32164621
0.00000000,-7.40853691,11.11280441,-3.91006088
0.00000000,-6.17378044,10.70121956,-3.91006088
0.00000000,-6.79115868,11.52439022,-4.11585379
0.00000000,-7.40853691,11.52439022,-3.70426846
0.00000000,-7.82012177,10.28963375,-3.29268312
0.00000000,-7.82012177,10.90701199,-3.49847555
0.00000000,-9.46646309,10.70121956,-3.29268312
0.00000000,-11.31859779,10.90701199,-2.67530489
0.00000000,-13.17073250,11.11280441,-3.49847555
0.00000000,-12.96493912,11.11280441,-2.46951222
0.00000000,-12.75914669,11.93597507,-2.88109756
0.00000000,-11.31859779,11.31859779,-3.49847555
0.00000000,-10.70121956,10.90701199,-4.11585379
0.00000000,-11.93597507,11.52439022,-3.08689022
0.00000000,-13.78810978,11.31859779,-3.70426846
0.00000000,-14.61128139,10.70121956,-3.08689022
0.00000000,-20.37347603,10.28963375,-3.29268312
0.00000000,-25.51829338,10.70121956,-2.88109756
0.00000000,-29.63414764,10.49542713,-2.88109756
0.00000000,-32.30945206,10.08384132,-2.26371956
0.00000000,-33.95579529,10.49542713,-2.88109756
0.00000000,-36.21951294,6.99695110,-2.88109756
0.00000000,-34.16158676,5.76219511,-2.26371956
0.00000000,-37.04268265,7.82012177,-2.05792689
0.00000000,-38.68902588,9.46646309,-2.46951222
0.00000000,-41.57012558,10.08384132,-2.67530489
0.00000000,-44.03963470,9.46646309,-1.85213423
0.00000000,-47.53811264,10.08384132,-1.85213423
0.00000000,-51.65396500,9.46646309,-1.64634156
0.00000000,-53.30030823,10.08384132,-1.23475611
0.00000000,-54.53506088,9.67225647,-1.23475611
0.00000000,-55.35823059,9.05487823,-1.23475611
0.00000000,-56.18140030,9.05487823,-1.64634156
0.00000000,-54.74085617,9.26067066,-1.02896345
0.00000000,-53.71189117,9.46646309,-2.05792689
0.00000000,-53.30030823,9.87804890,-2.46951222
0.00000000,-51.85975647,9.26067066,-2.05792689
0.00000000,-51.03658676,10.28963375,-2.05792689
0.00000000,-49.59603882,10.28963375,-1.44054878
0.00000000,-48.97866058,10.49542713,-0.82317078
0.00000000,-48.97866058,10.08384132,-1.44054878
0.00000000,-49.39024353,9.46646309,-1.85213423
0.00000000,-48.15549088,10.28963375,-1.64634156
0.00000000,-46.30335617,9.87804890,-1.23475611
0.00000000,-43.62804794,9.67225647,-1.85213423
0.00000000,-41.15853500,9.67225647,-1.85213423
0.00000000,-37.86585236,10.08384132,-1.23475611
0.00000000,-33.75000000,10.08384132,-2.26371956
0.00000000,-28.39939117,10.70121956,-2.67530489
0.00000000,-24.28353691,10.70121956,-3.91006088
0.00000000,-21.81402397,10.70121956,-3.91006088
0.00000000,-17.69817162,10.70121956,-4.32164621
0.00000000,-15.02286625,11.52439022,-3.91006088
0.00000000,-13.78810978,11.11280441,-3.91006088
0.00000000,-12.75914669,11.11280441,-3.08689022
0.00000000,-11.73018265,12.14176846,-2.88109756
0.00000000,-11.73018265,12.55335331,-3.29268312
0.00000000,-10.28963375,11.93597507,-3.70426846
0.00000000,-7.82012177,11.52439022,-3.70426846
0.00000000,-5.96798754,12.14176846,-3.70426846
0.00000000,-5.14481688,11.52439022,-3.70426846
0.00000000,-4.52743912,11.73018265,-4.11585379
0.00000000,-5.35060978,11.73018265,-3.70426846
0.00000000,-7.61432934,11.73018265,-4.32164621
0.00000000,-9.87804890,12.14176846,-3.91006088
0.00000000,-12.96493912,11.11280441,-3.49847555
0.00000000,-15.43445110,11.31859779,-2.88109756
0.00000000,-18.10975647,11.11280441,-3.70426846
0.00000000,-19.34451294,10.90701199,-3.70426846
0.00000000,-20.37347603,11.31859779,-2.88109756
0.00000000,-20.57926750,10.70121956,-2.88109756
0.00000000,-20.78506279,10.90701199,-3.08689022
0.00000000,-20.16768265,10.08384132,-3.29268312
0.00000000,-21.81402397,10.49542713,-3.70426846
0.00000000,-23.25457382,10.08384132,-3.49847555
0.00000000,-26.54725647,9.26067066,-2.67530489
0.00000000,-30.45731735,9.26067066,-2.46951222
0.00000000,-33.95579529,9.87804890,-2.67530489
0.00000000,-36.01371765,9.46646309,-2.46951222
0.00000000,-37.24847794,9.67225647,-1.85213423
0.00000000,-37.66006088,10.08384132,-2.46951222
0.00000000,-37.45426941,9.67225647,-2.67530489
0.00000000,-36.21951294,9.26067066,-3.08689022
0.00000000,-36.83689117,9.05487823,-3.29268312
0.00000000,-36.63109970,9.05487823,-3.08689022
0.00000000,-36.83689117,9.67225647,-3.29268312
0.00000000,-35.60213470,8.84908581,-3.08689022
0.00000000,-34.98475647,8.84908581,-3.08689022
0.00000000,-34.57316971,8.84908581,-1.85213423
0.00000000,-33.54420853,8.23170757,-1.44054878
0.00000000,-32.30945206,8.64329243,-2.05792689
0.00000000,-31.69207573,6.99695110,-2.88109756
0.00000000,-29.83994102,6.79115868,-2.88109756
0.00000000,-28.39939117,6.99695110,-3.08689022
0.00000000,-27.16463470,5.35060978,-3.29268312
0.00000000,-26.95884132,4.93902445,-2.26371956
0.00000000,-26.75304985,4.93902445,-2.46951222
0.00000000,-26.34146500,4.52743912,-2.67530489
0.00000000,-25.92987823,3.29268312,-2.88109756
0.00000000,-26.54725647,2.26371956,-3.29268312
0.00000000,-26.54725647,1.85213423,-2.46951222
0.00000000,-33.75000000,-2.46951222,-2.46951222
0.00000000,-30.04573250,-3.91006088,-2.46951222
0.00000000,-29.83994102,-3.08689022,-2.26371956
0.00000000,-30.45731735,-2.46951222,-1.85213423
0.00000000,-28.19359779,0.20579270,-1.64634156
0.00000000,-29.42835236,0.20579270,-2.46951222
0.00000000,-29.22256279,0.82317078,-1.23475611
0.00000000,-30.86890221,0.82317078,-1.44054878
0.00000000,-30.86890221,1.44054878,-2.46951222
0.00000000,-31.28048706,-0.61737806,-2.05792689
0.00000000,-35.60213470,-4.11585379,-2.26371956
0.00000000,-34.57316971,-0.82317078,-2.05792689
0.00000000,-32.72103500,1.85213423,-2.26371956
0.00000000,-34.16158676,2.46951222,-2.05792689
0.00000000,-33.95579529,3.49847555,-1.85213423
0.00000000,-20.99085426,5.96798754,-2.67530489
0.00000000,-40.12957382,-11.52439022,-1.85213423
0.00000000,-25.92987823,14.61128139,-3.08689022
0.00000000,-31.28048706,11.73018265,-2.67530489
0.00000000,-34.16158676,9.05487823,-2.46951222
0.00000000,-35.19054794,9.46646309,-2.26371956
0.00000000,-35.19054794,10.49542713,-2.67530489
0.00000000,-35.39634323,9.67225647,-2.26371956
0.00000000,-37.86585236,9.46646309,-2.26371956
0.00000000,-38.48323059,9.67225647,-1.44054878
0.00000000,-38.89481735,9.87804890,-0.82317078
0.00000000,-37.04268265,10.08384132,-1.85213423
0.00000000,-36.21951294,9.46646309,-2.88109756
0.00000000,-34.36737823,8.84908581,-2.67530489
0.00000000,-31.69207573,10.49542713,-2.88109756
0.00000000,-30.45731735,9.87804890,-3.91006088
0.00000000,-27.98780441,10.49542713,-3.70426846
0.00000000,-28.39939117,10.08384132,-3.49847555
0.00000000,-27.98780441,9.67225647,-2.88109756
0.00000000,-28.19359779,9.46646309,-2.26371956
0.00000000,-26.34146500,9.87804890,-3.29268312
0.00000000,-25.31250000,9.05487823,-2.46951222
0.00000000,-24.07774544,9.46646309,-2.05792689
0.00000000,-24.07774544,9.46646309,-3.08689022
0.00000000,-23.25457382,10.49542713,-3.08689022
0.00000000,-22.63719559,10.28963375,-2.46951222
0.00000000,-20.57926750,10.28963375,-2.88109756
0.00000000,-18.31554985,10.70121956,-2.88109756
0.00000000,-17.28658485,10.70121956,-3.29268312
0.00000000,-17.69817162,10.28963375,-2.67530489
0.00000000,-18.72713470,9.46646309,-2.05792689
0.00000000,-16.46341515,10.90701199,-2.46951222
0.00000000,-18.52134132,10.08384132,-2.46951222
0.00000000,-17.49237823,10.08384132,-3.49847555
0.00000000,-17.69817162,9.46646309,-3.08689022
0.00000000,-16.66920662,9.87804890,-3.70426846
0.00000000,-15.43445110,9.87804890,-3.91006088
0.00000000,-15.43445110,10.70121956,-3.70426846
0.00000000,-15.02286625,9.87804890,-3.49847555
0.00000000,-14.81707382,10.08384132,-2.88109756
0.00000000,-15.22865868,10.70121956,-2.88109756
0.00000000,-17.08079338,9.26067066,-2.26371956
0.00000000,-17.69817162,9.87804890,-2.26371956
0.00000000,-17.69817162,9.67225647,-1.64634156
0.00000000,-24.90091515,12.34756088,1.23475611
0.00000000,-21.19664764,7.61432934,-1.64634156
0.00000000,-9.67225647,4.93902445,-2.26371956
0.00000000,-12.34756088,6.79115868,-2.26371956
0.00000000,-14.81707382,9.26067066,-2.46951222
0.00000000,-13.99390221,10.28963375,-3.08689022
0.00000000,-14.81707382,10.70121956,-2.88109756
0.00000000,-15.22865868,10.49542713,-2.26371956
0.00000000,-12.75914669,10.28963375,-0.20579270
0.00000000,-13.99390221,11.31859779,-1.64634156
0.00000000,-14.61128139,11.73018265,-2.46951222
0.00000000,-12.14176846,11.11280441,-3.29268312
0.00000000,-12.14176846,10.49542713,-3.91006088
0.00000000,-13.58231735,10.70121956,-3.70426846
0.00000000,-16.05183029,9.87804890,-3.49847555
0.00000000,-18.10975647,10.70121956,-3.49847555
0.00000000,-19.34451294,11.73018265,-3.08689022
0.00000000,-22.43140411,10.70121956,-2.88109756
0.00000000,-24.07774544,9.05487823,-3.08689022
0.00000000,-24.48933029,11.52439022,-3.08689022
0.00000000,-25.10670662,11.11280441,-2.88109756
0.00000000,-26.34146500,10.28963375,-3.70426846
0.00000000,-27.98780441,10.28963375,-3.29268312
0.00000000,-29.22256279,10.90701199,-3.29268312
0.00000000,-31.69207573,10.90701199,-3.08689022
0.00000000,-36.21951294,10.90701199,-2.88109756
0.00000000,-39.71799088,10.49542713,-2.46951222
0.00000000,-45.27439117,10.28963375,-2.05792689
0.00000000,-48.77286530,10.49542713,-1.64634156
0.00000000,-54.53506088,10.70121956,-2.05792689
0.00000000,-58.85670471,10.28963375,-2.05792689
0.00000000,-62.97256088,10.28963375,-2.46951222
0.00000000,-66.26525116,10.49542713,-1.64634156
0.00000000,-70.58689117,10.90701199,-1.44054878
0.00000000,-73.67378235,10.49542713,-1.44054878
0.00000000,-76.55488586,10.28963375,-1.02896345
0.00000000,-77.58384705,11.31859779,-0.61737806
0.00000000,-80.25914764,10.90701199,-0.20579270
0.00000000,-81.90548706,9.67225647,1.02896345
0.00000000,-84.99238586,9.26067066,1.23475611
0.00000000,-87.05030060,8.43750000,2.05792689
0.00000000,-90.96036530,7.82012177,2.67530489
0.00000000,-89.10823059,9.05487823,2.26371956
0.00000000,-94.04725647,20.16768265,2.46951222
0.00000000,-87.66768646,12.96493912,3.49847555
0.00000000,-76.96646118,5.14481688,2.67530489
0.00000000,-81.90548706,7.82012177,2.05792689
0.00000000,-76.96646118,9.46646309,2.05792689
0.00000000,-71.20426941,9.67225647,1.02896345
0.00000000,-66.47103882,8.64329243,0.61737806
0.00000000,-60.70883942,9.26067066,0.41158539
0.00000000,-58.85670471,10.08384132,-0.41158539
0.00000000,-54.53506088,10.28963375,-0.20579270
0.00000000,-50.21341324,9.26067066,0.00000000
0.00000000,-46.30335617,9.67225647,-0.20579270
0.00000000,-42.80487823,10.49542713,0.20579270
0.00000000,-36.83689117,10.08384132,-1.02896345
0.00000000,-32.51524353,10.08384132,-1.64634156
0.00000000,-29.83994102,10.49542713,-2.46951222
0.00000000,-26.34146500,10.08384132,-2.67530489
0.00000000,-21.81402397,10.28963375,-3.08689022
0.00000000,-17.69817162,10.49542713,-4.32164621
0.00000000,-14.81707382,11.31859779,-4.11585379
0.00000000,-13.58231735,10.28963375,-4.32164621
0.00000000,-13.37652493,10.49542713,-3.70426846
0.00000000,-13.58231735,11.11280441,-3.29268312
0.00000000,-11.52439022,10.70121956,-3.70426846
0.00000000,-9.67225647,11.11280441,-4.32164621
0.00000000,-9.26067066,10.49542713,-4.32164621
0.00000000,-9.05487823,10.70121956,-4.32164621
0.00000000,-8.02591515,10.49542713,-4.52743912
0.00000000,-8.23170757,10.49542713,-4.52743912
0.00000000,-8.23170757,11.11280441,-4.93902445
0.00000000,-8.84908581,10.70121956,-4.73323154
0.00000000,-9.46646309,10.90701199,-3.91006088
0.00000000,-10.70121956,11.11280441,-4.73323154
0.00000000,-12.14176846,11.31859779,-4.32164621
0.00000000,-13.17073250,11.11280441,-3.49847555
0.00000000,-15.43445110,10.70121956,-4.32164621
0.00000000,-18.10975647,11.11280441,-3.29268312
0.00000000,-19.75609779,10.08384132,-3.29268312
0.00000000,-21.81402397,10.90701199,-2.88109756
0.00000000,-23.25457382,10.90701199,-2.26371956
0.00000000,-24.90091515,9.67225647,-2.88109756
0.00000000,-24.69512177,10.70121956,-2.88109756
0.00000000,-26.13567162,10.49542713,-2.67530489
0.00000000,-27.57621956,10.49542713,-2.46951222
0.00000000,-28.39939117,10.08384132,-2.67530489
0.00000000,-31.28048706,10.28963375,-2.26371956
0.00000000,-34.77896500,10.28963375,-2.05792689
0.00000000,-37.86585236,10.28963375,-1.85213423
0.00000000,-37.86585236,10.90701199,-2.46951222
0.00000000,-36.83689117,11.11280441,-2.26371956
0.00000000,-36.83689117,10.70121956,-1.85213423
0.00000000,-35.39634323,10.70121956,-2.88109756
0.00000000,-33.95579529,10.90701199,-2.67530489
0.00000000,-33.75000000,10.90701199,-3.49847555
0.00000000,-33.75000000,10.28963375,-2.67530489
0.00000000,-34.98475647,11.31859779,-2.88109756
0.00000000,-34.77896500,11.52439022,-2.26371956
0.00000000,-34.77896500,10.49542713,-2.46951222
0.00000000,-34.57316971,10.28963375,-1.85213423
0.00000000,-35.60213470,9.67225647,-1.85213423
0.00000000,-36.01371765,9.87804890,-2.05792689
0.00000000,-34.98475647,10.08384132,-1.85213423
0.00000000,-33.54420853,10.49542713,-3.08689022
0.00000000,-31.69207573,10.49542713,-2.46951222
0.00000000,-29.42835236,11.73018265,-3.70426846
0.00000000,-27.98780441,10.70121956,-2.88109756
0.00000000,-28.39939117,10.49542713,-3.29268312
0.00000000,-27.57621956,10.28963375,-2.88109756
0.00000000,-26.34146500,10.49542713,-3.08689022
0.00000000,-26.13567162,11.52439022,-2.88109756
0.00000000,-25.10670662,10.28963375,-3.08689022
0.00000000,-24.69512177,10.70121956,-3.08689022
0.00000000,-24.90091515,10.70121956,-3.29268312
0.00000000,-25.31250000,10.70121956,-2.46951222
0.00000000,-26.54725647,9.67225647,-2.67530489
0.00000000,-27.16463470,10.70121956,-2.46951222
0.00000000,-27.16463470,10.08384132,-2.05792689
0.00000000,-25.31250000,10.49542713,-3.29268312
0.00000000,-24.07774544,10.49542713,-3.70426846
0.00000000,-22.22560883,10.70121956,-3.29268312
0.00000000,-21.19664764,10.49542713,-3.70426846
0.00000000,-21.40243912,10.08384132,-4.11585379
0.00000000,-23.04878044,10.49542713,-2.88109756
0.00000000,-24.90091515,10.90701199,-2.67530489
0.00000000,-25.72408676,10.28963375,-2.88109756
0.00000000,-25.72408676,9.67225647,-2.46951222
0.00000000,-26.95884132,9.87804890,-3.08689022
0.00000000,-27.16463470,9.87804890,-2.88109756
0.00000000,-27.57621956,10.70121956,-3.29268312
0.00000000,-27.98780441,10.70121956,-2.67530489
0.00000000,-29.63414764,10.70121956,-3.29268312
0.00000000,-30.66311073,10.90701199,-3.49847555
0.00000000,-30.04573250,11.52439022,-2.26371956
0.00000000,-31.48628044,10.28963375,-2.67530489
0.00000000,-30.66311073,10.28963375,-2.26371956
0.00000000,-30.04573250,10.49542713,-2.67530489
0.00000000,-30.25152588,10.08384132,-2.67530489
0.00000000,-30.86890221,10.08384132,-2.88109756
0.00000000,-31.89786530,11.11280441,-2.26371956
0.00000000,-31.07469559,10.08384132,-2.26371956
0.00000000,-30.25152588,10.70121956,-2.46951222
0.00000000,-30.45731735,10.28963375,-2.67530489
0.00000000,-29.83994102,10.90701199,-2.05792689
0.00000000,-29.01676750,10.28963375,-2.67530489
0.00000000,-28.39939117,10.49542713,-2.26371956
0.00000000,-27.78201294,10.08384132,-2.88109756
0.00000000,-29.01676750,10.08384132,-3.08689022
0.00000000,-28.19359779,10.90701199,-2.67530489
0.00000000,-27.78201294,10.90701199,-3.49847555
0.00000000,-27.98780441,10.90701199,-3.08689022
0.00000000,-25.72408676,11.31859779,-3.49847555
0.00000000,-25.72408676,10.49542713,-3.49847555
0.00000000,-26.75304985,10.90701199,-3.70426846
0.00000000,-28.39939117,10.08384132,-2.88109756
0.00000000,-29.01676750,9.67225647,-2.26371956
0.00000000,-29.42835236,10.90701199,-1.85213423
0.00000000,-29.63414764,10.08384132,-2.46951222
0.00000000,-30.66311073,10.28963375,-2.05792689
0.00000000,-31.48628044,10.08384132,-2.05792689
0.00000000,-30.86890221,10.70121956,-2.88109756
0.00000000,-31.48628044,10.70121956,-2.46951222
0.00000000,-32.51524353,10.49542713,-2.05792689
0.00000000,-33.95579529,9.87804890,-2.88109756
0.00000000,-35.19054794,11.11280441,-2.46951222
0.00000000,-35.19054794,11.11280441,-2.67530489
0.00000000,-34.36737823,10.28963375,-1.85213423
0.00000000,-33.13262558,10.49542713,-2.67530489
0.00000000,-32.51524353,10.70121956,-3.08689022
0.00000000,-33.95579529,9.46646309,-3.70426846
0.00000000,-35.60213470,10.28963375,-2.26371956
0.00000000,-36.01371765,10.49542713,-1.85213423
0.00000000,-36.21951294,10.90701199,-2.05792689
0.00000000,-36.83689117,9.46646309,-2.26371956
0.00000000,-36.42530823,10.49542713,-2.05792689
0.00000000,-33.95579529,10.90701199,-2.88109756
0.00000000,-33.13262558,10.28963375,-2.67530489
0.00000000,-32.10366058,10.90701199,-3.08689022
0.00000000,-29.83994102,10.90701199,-3.08689022
0.00000000,-28.39939117,10.28963375,-2.46951222
0.00000000,-27.57621956,10.90701199,-3.29268312
0.00000000,-25.51829338,10.08384132,-2.26371956
0.00000000,-25.51829338,9.67225647,-2.67530489
0.00000000,-25.31250000,10.08384132,-3.08689022
0.00000000,-25.51829338,10.70121956,-2.88109756
0.00000000,-25.10670662,9.67225647,-2.88109756
0.00000000,-23.66615868,10.28963375,-3.08689022
0.00000000,-23.87195015,10.28963375,-2.26371956
0.00000000,-24.07774544,10.49542713,-3.49847555
0.00000000,-23.87195015,9.87804890,-2.88109756
0.00000000,-23.04878044,10.70121956,-3.08689022
0.00000000,-23.25457382,9.67225647,-3.08689022
0.00000000,-24.28353691,10.08384132,-3.08689022
0.00000000,-23.04878044,10.70121956,-3.70426846
0.00000000,-24.48933029,10.70121956,-3.49847555
0.00000000,-25.51829338,10.70121956,-3.70426846
0.00000000,-26.75304985,10.70121956,-2.88109756
0.00000000,-28.81097794,10.49542713,-2.67530489
0.00000000,-30.86890221,10.49542713,-1.44054878
0.00000000,-31.48628044,10.28963375,-2.05792689
0.00000000,-32.51524353,10.08384132,-1.85213423
0.00000000,-33.95579529,10.28963375,-2.05792689
0.00000000,-35.60213470,9.67225647,-1.64634156
0.00000000,-35.80792999,10.90701199,-1.85213423
0.00000000,-34.77896500,11.11280441,-2.46951222
0.00000000,-35.39634323,10.90701199,-2.05792689
0.00000000,-37.04268265,10.49542713,-2.26371956
0.00000000,-37.04268265,10.08384132,-2.88109756
0.00000000,-37.45426941,10.28963375,-2.67530489
0.00000000,-36.83689117,10.90701199,-2.26371956
0.00000000,-37.24847794,11.11280441,-2.88109756
0.00000000,-38.68902588,9.87804890,-2.67530489
0.00000000,-39.30640030,10.28963375,-1.64634156
0.00000000,-38.89481735,10.49542713,-1.02896345
0.00000000,-37.45426941,10.49542713,-2.67530489
0.00000000,-35.39634323,10.49542713,-2.26371956
0.00000000,-33.95579529,10.49542713,-2.46951222
0.00000000,-31.89786530,10.70121956,-3.70426846
0.00000000,-30.66311073,10.70121956,-3.08689022
0.00000000,-28.60518265,10.28963375,-3.08689022
0.00000000,-26.54725647,10.90701199,-3.29268312
0.00000000,-24.90091515,11.11280441,-3.49847555
0.00000000,-24.48933029,10.28963375,-3.70426846
0.00000000,-26.34146500,10.49542713,-2.67530489
0.00000000,-26.13567162,11.73018265,-2.67530489
0.00000000,-25.31250000,10.49542713,-3.29268312
0.00000000,-23.66615868,10.49542713,-2.88109756
0.00000000,-22.43140411,10.08384132,-3.49847555
0.00000000,-21.19664764,10.70121956,-4.32164621
0.00000000,-17.90396500,10.70121956,-3.70426846
0.00000000,-17.08079338,11.31859779,-4.32164621
0.00000000,-15.02286625,11.11280441,-3.49847555
0.00000000,-14.40548897,10.28963375,-4.32164621
0.00000000,-14.40548897,10.49542713,-3.49847555
0.00000000,-15.64024353,11.73018265,-3.49847555
0.00000000,-17.08079338,10.08384132,-2.88109756
0.00000000,-17.69817162,11.11280441,-2.67530489
0.00000000,-19.13872147,10.49542713,-3.29268312
0.00000000,-19.55030632,10.70121956,-2.67530489
0.00000000,-21.40243912,10.90701199,-3.70426846
0.00000000,-21.81402397,10.08384132,-2.88109756
0.00000000,-23.46036530,9.87804890,-3.08689022
0.00000000,-23.66615868,10.49542713,-3.08689022
0.00000000,-24.69512177,10.49542713,-3.08689022
0.00000000,-28.39939117,9.87804890,-3.08689022
0.00000000,-28.19359779,11.11280441,-2.26371956
