q_x1_0,q_x1_1,q_x1_2,q_x1_3
1.00011587,-0.01534130,0.00572015,-0.07336878
1.00011742,-0.01662512,0.00464232,-0.07299929
1.00013268,-0.01591794,0.00764042,-0.07243937
1.00005412,-0.01520558,0.00836549,-0.07294957
1.00022280,-0.01128870,0.00590955,-0.07276745
1.00003719,-0.01723990,0.00799980,-0.07274989
1.00010455,-0.01608776,0.00680397,-0.07239505
1.00016046,-0.01482935,0.00772159,-0.07158997
1.00004673,-0.01646238,0.01091128,-0.07119491
1.00015283,-0.01258379,0.00913856,-0.07081494
1.00006998,-0.01590462,0.00831040,-0.07052335
1.00008500,-0.01548604,0.00646722,-0.07044212
1.00011933,-0.01556899,0.00840005,-0.07031471
1.00016654,-0.01358084,0.00487237,-0.07031764
1.00009954,-0.01757572,0.00597291,-0.07039038
1.00005305,-0.01503093,0.00895200,-0.07095908
1.00014579,-0.01532005,0.00386414,-0.07066830
1.00007868,-0.01485302,0.00320542,-0.07175878
1.00012457,-0.01576776,0.00679118,-0.07133234
1.00008011,-0.01450312,0.00836626,-0.07163375
1.00010514,-0.01531896,0.00503904,-0.07221429
1.00015056,-0.01424149,0.00575200,-0.07192683
1.00013697,-0.01574544,0.00571030,-0.07172927
1.00012016,-0.01425481,0.00901789,-0.07124062
1.00010967,-0.01387878,0.00501883,-0.07220030
1.00009918,-0.01603318,0.00818260,-0.07194644
1.00010455,-0.01544298,0.00768393,-0.07198512
1.00015032,-0.01339659,0.00757391,-0.07155969
1.00009441,-0.01662791,0.00984684,-0.07111101
1.00007689,-0.01619610,0.00644082,-0.07085850
1.00014091,-0.01497411,0.00843590,-0.07041432
1.00011718,-0.01509583,0.00938951,-0.06997222
1.00004971,-0.01576023,0.00815425,-0.07003285
1.00010192,-0.01694441,0.00438321,-0.06999705
1.00011694,-0.01501752,0.00565244,-0.06996556
1.00014067,-0.01540298,0.00537263,-0.06979005
1.00007260,-0.01665609,0.00749453,-0.06988931
1.00003862,-0.01636427,0.00656406,-0.07047597
1.00012004,-0.01539926,0.00571635,-0.07054190
1.00011992,-0.01542697,0.00618634,-0.07014263
1.00008643,-0.01619287,0.01010053,-0.06993537
1.00011384,-0.01440044,0.00615070,-0.07054805
1.00009108,-0.01494390,0.00952056,-0.07008566
1.00012398,-0.01586259,0.00771396,-0.06992497
1.00009429,-0.01464841,0.00899866,-0.07002746
1.00011373,-0.01418457,0.00768445,-0.07046563
1.00013208,-0.01249015,0.00932786,-0.07064642
1.00002289,-0.01489776,0.01180576,-0.07101773
1.00019598,-0.01390069,0.00286952,-0.07085334
1.00018513,-0.01529476,0.00447716,-0.07046868
1.00008345,-0.01543538,0.00559716,-0.07059231
1.00007749,-0.01536200,0.00490361,-0.07083114
1.00020254,-0.01201399,0.00809063,-0.07067232
1.00014520,-0.01548101,0.00652367,-0.06984130
1.00005400,-0.01543698,0.00718805,-0.07088231
1.00011468,-0.01648992,0.00673021,-0.07050817
1.00015235,-0.01340241,0.00678721,-0.07065792
1.00010490,-0.01558437,0.00920248,-0.06995920
1.00017560,-0.01377025,0.00691400,-0.06987480
1.00003147,-0.01551660,0.00762606,-0.07061461
1.00019634,-0.01387007,0.00460551,-0.07089082
1.00011802,-0.01473583,0.00721651,-0.07100996
1.00017118,-0.01289931,0.00629932,-0.07104998
1.00011373,-0.01461993,0.00596779,-0.07097398
1.00010586,-0.01625392,0.00624319,-0.07118990
1.00009930,-0.01444142,0.00969723,-0.07104991
