Roll,Pitch
1.62108159,-0.51027918
1.54404223,-0.33299029
1.96858346,-0.54504716
1.62525153,-0.78244787
1.90806651,-0.51478684
1.70919609,-0.80952603
2.00570893,-0.74826729
1.80383992,-0.75149733
1.81827223,-0.33329582
1.62527394,-0.72226620
1.63562059,-0.60571444
1.57496309,-0.90855622
1.73836684,-0.47948149
2.06890702,-0.35973409
1.95508635,-0.72175705
1.85715485,-0.62893879
1.75912106,-0.47698033
1.71002150,-0.95991445
1.77571309,-0.60185134
1.60283828,-0.48381835
1.75577664,-0.60535669
1.91701901,-0.62891716
1.92291093,-0.93127614
1.85999751,-0.80988359
1.93667603,-0.95330292
1.70041001,-0.47724351
1.64757919,-0.68890929
1.44185293,0.09010633
1.90311682,-0.56489307
2.08348489,-0.71419871
1.81150699,-0.57355791
1.87981260,-0.42440155
1.67218995,-0.89572537
1.95926678,-0.54246855
1.83682024,-0.63225251
2.02484560,-0.48345029
1.67493045,-0.56820834
1.63131893,-0.57391465
2.09974551,-0.89972645
1.79827178,-0.47946602
1.86989725,-0.51262957
1.75756538,-0.78777540
1.81533194,-0.57476854
2.12327456,-0.32888457
1.66576242,-0.93879402
1.78236282,-0.03020467
1.78977787,-0.69761378
1.63983881,-0.91093558
1.63568914,-0.30286568
1.63030946,-0.96602470
1.90503740,-0.54420429
1.75582659,-0.42375773
1.43729007,-0.44911066
1.90303886,-0.51343089
1.83975840,-0.51263833
2.01293945,-0.99129331
1.86304367,-0.48070636
1.74388027,-0.27056134
1.92814255,-0.51207304
2.12874627,-0.59951985
1.74837935,-0.63294852
1.55442822,-0.89671212
1.86685038,-0.78275859
1.88071978,-0.69757831
2.09290576,-0.63684273
1.78041482,-0.51292515
2.02914166,-0.42391500
1.85723019,-0.35940331
1.83289599,-0.81117058
1.82810450,-0.80905062
1.87483823,-0.48374864
1.82804656,-0.92889035
1.64752173,-0.83865273
1.79543865,-0.53855139
1.69797707,-0.54570669
1.85927415,-0.67045552
1.29226315,-0.81137937
1.84267569,-0.48324719
1.95316458,-0.30043003
1.71553612,-0.66205257
1.85915291,-0.44972074
1.85425818,-0.59805423
1.74372470,-0.81163573
1.72187555,-0.63429266
1.76271236,-0.71694112
1.86106551,-0.57023561
1.57420254,-0.72648305
1.80938411,-1.05535829
1.70299518,-0.71696377
1.80858290,-0.75347281
1.95403409,-0.78148639
1.77456200,-1.08267498
2.15424514,-0.44869995
1.45085502,-0.75559485
1.96972394,-0.47742030
1.85136998,-0.56726587
1.84553528,-0.74405968
1.69342661,-0.75590587
1.67484641,-0.80742699
1.87976921,-0.57596469
1.71645737,-0.60218674
1.75023973,-0.57327479
1.48226297,-0.97823197
1.77013612,-0.59996170
1.65104103,-0.66033959
1.82525492,-0.77786982
1.77289975,-0.66099042
1.78704786,-0.30284178
1.97171605,-0.65712339
1.68360555,-0.87177533
1.56024706,-0.54002678
1.88607919,-0.68846083
1.79249060,-0.89613563
1.95302355,-0.75103897
1.78220832,-0.75507307
2.12319732,-0.66715294
1.77949369,-0.45234564
1.59185851,-0.69073439
1.62357926,-0.69144875
2.01631165,-0.57168138
1.73926854,-0.50971401
1.67406523,-0.53802377
1.67021632,-0.85020274
1.61933196,-0.68964028
1.77760708,-0.51211655
1.44627857,-0.75321180
1.71360898,-0.96192783
2.05382586,-0.50591332
1.69068599,-0.90563089
1.68013036,-0.74997216
1.69521534,-0.75670415
1.74733472,-0.93381685
1.61939251,-0.47976172
1.90084136,-0.96537530
1.59523070,-0.60190713
1.82627702,-0.59868884
1.74287963,-0.63095808
1.74109042,-0.51024783
1.88475394,-0.57749146
1.77192402,-0.78074759
1.65357101,-0.84173137
1.77854204,-0.51238579
1.77388537,-0.48098245
2.18629932,-0.74857229
1.50105858,-0.51030833
1.71915734,-0.63329160
1.77013612,-0.59996170
1.59447575,-0.15040301
2.08528137,-0.30214936
1.62450600,-0.42111558
1.69077301,-0.69434088
1.72754669,-0.38715300
1.95912659,-0.87393546
1.51748323,-0.74379826
1.77576303,-0.42130384
1.74365389,-0.96191263
1.80089140,-0.99037647
1.71734989,-0.63262600
1.79453957,-0.38875633
1.79720235,-0.83858681
1.87078118,-0.78440624
1.77565801,-0.75229859
1.87388492,-0.33240604
1.90501237,-0.77379221
1.71290576,-0.42065480
1.76830339,-0.53940469
1.96133912,-0.51287228
1.58035207,-0.32795781
1.62615812,-0.63232279
1.80487013,-0.51130205
1.77020895,-0.29998904
1.73014796,-0.39453831
1.59427011,-0.93241841
1.81337512,-0.69502813
1.78030622,-0.81461275
1.58196926,-0.47752050
1.65974367,-0.63364464
1.73466265,-0.71770054
1.71733963,-0.66274840
1.63997209,-0.20869568
1.85516930,-0.74794269
1.75399721,-0.30236748
1.70039427,-0.53689569
1.86504841,-0.24060962
1.92007768,-0.47993520
2.00898862,-0.35974750
1.74573040,-0.06018830
1.95692599,-1.11379611
1.78788579,-0.77464837
1.71196008,-0.60060936
1.73090136,-0.88053477
2.20137978,-0.42208236
1.79739928,-0.67012203
1.76461244,-0.53827918
1.65450716,-0.66172558
2.01842022,-0.60239995
1.68378174,-0.27056983
1.97586823,-0.56870717
1.64934945,-0.53972054
2.00354123,-0.89696187
1.79917717,-0.59963810
2.08407116,-0.66435486
1.80956984,-0.66341347
1.64838314,-0.83909112
1.83594227,-0.30092400
1.80669487,-0.72257739
1.88218009,-0.59742087
1.80387485,-0.66132623
1.49479449,-0.50817913
1.83387065,-0.78154057
1.44456518,-1.20376527
1.86885178,-0.69317770
1.74081445,-1.14043343
1.83010066,-0.59994191
1.83587611,-0.57174188
1.97593439,-0.39511168
2.22227263,-0.79132110
1.73109031,-0.24292381
1.71738601,-0.51213294
1.67587924,-0.17953318
1.78129327,-0.69430763
1.64666116,-0.83821476
1.79166853,-0.62699431
1.97179329,-0.41818032
1.84565544,-0.12100574
1.80767822,-0.63259530
2.00788879,-0.53933036
1.71542323,-0.93285131
1.87284446,-0.54364038
1.65616405,-0.87316233
1.95198679,-0.78066784
1.87777245,-0.60563594
1.60936463,-1.15381026
1.56597793,-0.57212251
1.82628667,-0.56875640
1.61171031,-0.77593005
1.81729913,-0.39368522
1.82674921,-0.94370317
1.41848695,-0.39231044
1.81688166,-0.11911990
1.76635826,-0.80823225
1.92702663,-0.78273135
1.79913378,-0.71955419
1.44547546,-0.87324929
1.54067850,-0.75516546
1.81712854,-0.87816596
1.78033185,-0.75427830
1.70928216,-0.56968564
1.71200132,-0.45046425
1.71739388,-0.48200896
1.89503050,-0.57142240
1.75489974,-0.42353410
1.75851965,-0.72756863
1.43196964,-0.76162910
1.62268341,-0.81126034
2.01626492,-0.69202465
2.17583942,-0.39276856
1.81862199,-0.74523276
2.10544896,-0.45107076
1.74012172,-0.68995887
1.88799965,-0.80902320
1.75009406,-0.93529123
1.68895924,-0.78407055
1.49162400,-0.71591723
2.01097345,-0.72021973
1.71743083,-0.30125993
1.47335160,-0.57124609
2.21510458,-0.65839505
1.71630943,-0.96344346
1.80477381,-0.78196359
1.60832441,-0.86364901
1.65629792,-0.48177069
1.75850761,-0.75788051
1.79159844,-0.80611449
1.83874130,-0.66305357
1.71283793,-0.66101152
1.99141014,-0.72402263
1.92513168,-0.42104712
2.02052045,-0.66333181
1.74930930,-0.60312754
1.87176645,-0.78481925
1.49247181,-0.44769549
1.26031387,-0.51009268
1.80189621,-0.87080646
1.62623477,-0.30111554
1.96748769,-0.69606823
1.90004361,-0.48246801
1.89697754,-0.69243771
1.61941731,-0.35982499
1.73471344,-0.56819069
1.95499909,-0.90216947
1.47333539,-0.63137263
1.74835801,-0.69322371
1.65537596,-0.66207302
1.67659616,-0.80827028
1.26231766,-0.39068878
1.64934111,-0.56970310
1.38095880,-0.75046986
1.89106107,-0.57022583
1.97792363,-0.59926271
1.76271236,-0.71694112
1.71915734,-0.63329160
1.50184536,-0.51057571
1.61680412,-0.65862507
1.32101142,-0.45030951
1.72273934,-0.75549549
1.83205473,-0.48046270
1.97797108,-0.44945419
1.71891844,-1.14585006
1.70662796,-0.47898820
1.93932498,-0.60593462
1.67668879,-0.53886670
1.69675624,-0.83340186
1.77950084,-0.42219037
1.68010640,-0.80996221
1.70043576,-0.35793626
2.06670380,-0.50908422
1.78134406,-0.54338151
2.02370167,-0.69457614
1.88900101,-0.77947050
1.88806295,-0.65921879
2.03554368,-0.89788181
2.01217246,-0.21018425
1.49401510,-0.50791425
1.72012734,-0.39225388
1.71112359,-0.36018538
1.61759496,-0.80871689
1.55942273,-0.56972814
1.71200812,-0.42043442
1.71904802,-0.90466392
1.54568851,-0.50526649
1.85542285,-0.33452785
1.78606427,-0.68456340
1.95622253,-0.39117154
1.91401851,-0.62793308
1.75204372,-0.69468474
1.29365551,-0.69191331
1.71285772,-0.60092419
1.65794384,-0.78367037
1.48271441,-0.45384625
1.77301168,-0.15023142
1.82918704,-0.44972831
1.61858010,-0.29969856
1.52695107,-0.86819673
1.69166422,-0.69470674
1.92206204,-0.57051456
1.89691079,-0.84294784
2.22908449,-0.63243133
1.87281394,-0.63424021
1.39838767,-1.07106149
1.95918512,-0.75340766
2.02358031,-0.93613040
1.84946108,-0.50702888
1.79174638,-0.32843509
1.71013761,-0.68996972
1.82718742,-0.71879041
1.61932147,-0.71962154
1.70036733,-0.62637168
1.85437608,-0.57750148
1.78422189,-0.65412319
2.08721352,-0.96781504
1.63545787,-1.04066181
1.86498165,-0.54135871
1.56586134,-0.90330654
2.00671339,-0.83848500
1.91703999,-0.56902444
1.84159768,-0.78483266
1.82040119,-0.98469001
2.08515692,-0.69491589
1.84264874,-0.57385045
1.51295340,-0.48409459
1.44535506,-1.14419413
1.52774906,-0.86865038
1.64850223,-0.47950372
1.56681681,-0.51217157
1.58937895,-0.62968588
1.86973894,-0.90458941
1.65024185,-0.42000726
1.70572925,-0.50865781
2.10650349,-0.60173357
1.43882537,-0.23977971
1.70926344,-0.62964791
1.65000904,-1.04991937
1.74915802,-0.96494848
1.66069663,-0.30190396
1.46177423,-0.80540657
1.70830238,-0.80910283
1.77111280,-0.42020088
2.27719474,-0.83877558
1.52693868,-0.89812970
1.92922699,-0.15069255
1.86004853,-0.68991345
1.44476926,-0.72232717
1.32863593,-0.60388249
2.25565720,-0.54122597
1.98624182,-0.57169187
1.86889517,-0.57263392
2.23022938,-0.69302124
1.71554637,-0.63196176
2.05943942,-0.24223556
2.00259781,-0.68733549
1.83667243,-0.96338069
1.44558573,-0.51193076
1.97473764,-0.80771405
1.54303277,-0.96810645
1.98207927,-0.57049423
1.87568986,-0.84696525
1.69886696,-0.57632655
2.18990397,-0.20994015
1.94492781,-0.59833527
2.04215956,-0.33028123
1.96237206,-0.51314229
1.82229865,-0.98571610
1.88775742,-0.57841146
1.72551322,-0.63563234
1.66416752,-0.48405915
2.11419153,-0.78511751
1.87379026,-0.66478974
1.89001548,-0.71989429
1.97374868,-0.71760362
1.85425818,-0.59805423
2.10879207,-0.36142796
1.84468341,-0.09070650
1.71287560,-0.54083556
1.73918843,-0.74955648
1.73747253,-0.41932938
1.34238815,-1.07387519
1.62187767,-0.69072425
1.80770755,-0.54223037
1.45087445,-0.69515342
2.08066225,-0.90447456
1.67927349,-0.68961954
1.99562490,-0.69532150
1.62112367,-0.30016941
1.75120187,-0.42264190
1.55538237,-0.44861749
2.00155425,-0.68697739
1.70393324,-0.56790334
1.65277231,-0.66103190
1.80387485,-0.66132623
2.13324165,-0.51066494
1.83474505,-0.96236992
1.59933257,-0.87502688
1.83588552,-0.54165208
1.86491680,-0.72179490
1.74741590,-0.75310141
1.71366560,-0.84170538
1.97790098,-0.65918392
2.21732926,-0.83880997
1.89301169,-0.66094607
1.59695888,-0.39165923
2.05496335,-0.69492912
1.77390659,-0.39080137
1.77478111,-0.60153556
2.30008459,-0.75642556
1.81243074,-0.66446203
1.63224673,-0.24178234
-2.01145601,-2.86064005
1.43838620,-1.84501171
3.47891641,2.42306828
4.12117481,0.32352918
0.60398650,-2.02373791
2.73997760,-2.82939625
2.85450268,-0.96116412
1.67647004,-0.06208264
1.95827162,-0.42170328
2.99421883,-0.72644085
2.14371252,-0.79272026
1.44546366,-0.90335643
1.57678485,-0.42446929
1.72281158,-0.54397196
4.05859470,0.02917411
2.01996374,0.11879688
0.60808235,-1.18582296
0.68733203,-1.71854663
2.00558209,-0.98767120
1.90222001,-0.08915022
1.66686332,-0.12120941
1.63216102,-0.63465643
1.91797304,-0.74908966
-1.38822103,-4.27231979
4.00107336,0.92040151
3.37278414,2.17814469
1.95284557,-0.18304414
1.44371116,-2.03319263
1.77868295,-1.95661724
2.09523368,0.24287224
1.78099990,1.01321721
2.11326599,0.18109632
2.34018755,-0.62191439
1.99575543,-1.17381847
2.24273562,-0.47833365
2.05388045,-0.69456315
2.39341187,-0.08972688
1.74477446,-0.39101273
1.95209932,-0.48042944
1.98840129,-0.30121383
2.27611184,-0.62877285
1.36290181,-1.21144426
1.97594774,-0.33432677
1.71923351,0.33173397
1.87984657,-1.87984657
3.36552310,-1.35156691
1.41012621,1.02004218
3.17308402,-0.30204543
0.29950327,-0.17970143
2.34018755,-0.62191439
2.82846069,2.09909272
1.55144453,-0.03041677
0.73057097,-1.97896945
2.75971937,1.69788074
0.87444359,0.15076046
2.42674279,-0.55277205
1.43570924,-0.46875918
1.97699821,-0.00000000
2.46086550,-0.97816312
1.25230849,-0.98392665
2.77298832,-0.50669909
1.16418314,-0.68653870
1.08657253,-1.93193471
-2.70860076,-1.96954572
2.16957498,3.15117741
1.84853506,0.49286324
2.23380423,-0.57340860
2.47667551,-0.44213018
1.64397025,-1.07596886
-0.35752586,-0.41711447
-1.73095059,-1.08541119
-0.35440236,-0.00000000
0.11831685,0.29579324
0.24401048,2.25767422
1.39638889,0.56445086
1.81956863,-1.46730781
2.74831057,-0.14459261
1.47979724,-0.84139001
2.78129840,0.52129585
4.29694796,0.40336505
4.10857058,0.20525296
8.39841270,-0.49550182
5.51064682,-2.99050903
7.97250843,2.53897429
8.82028008,4.03917646
7.71217442,2.85625505
5.51179790,0.70196915
3.87630033,1.17044437
4.10700035,0.30092356
2.76981115,-0.97889245
2.11298895,-2.44680786
1.12411404,-4.58536434
4.20197296,-4.84750938
7.20698643,-6.81794357
7.67789221,-10.70281124
8.32424545,-10.78416443
8.00573444,-10.16674614
6.12556505,-10.09025097
3.49919963,-10.94298077
2.26395130,-10.90150356
-0.27063540,-13.21557522
-1.91495347,-14.03527927
-0.52198285,-14.35917759
4.96205568,-13.71845627
9.97006512,-16.17798805
10.52234554,-17.41582108
15.83464146,-15.00171185
15.40019226,-15.32564449
11.61178207,-17.56032562
9.30029202,-14.35878754
7.17027378,-12.57958603
6.93468285,-12.68570137
7.71697760,-12.62345123
7.62229347,-12.03469753
7.27079439,-11.31004906
5.32792139,-11.51013184
3.90577078,-10.44638634
6.85239029,-10.02500629
13.50336456,-10.57374382
18.63678741,-8.05817509
17.83664894,-12.42716599
14.19808769,-12.36811543
12.69015884,-9.97310066
14.41663074,-8.30756092
15.98751926,-6.44918776
18.09786034,-7.51741982
20.53336716,-9.30860996
21.58642197,-10.08670807
21.89871025,-10.91499519
22.07532692,-8.57955647
19.08023071,-9.49157906
18.17545128,-7.64143801
19.22632790,-6.17347527
23.75601006,-6.04784203
26.44163132,-7.28444433
28.46690369,-7.00692749
29.57777023,-7.01361465
29.83794785,-8.93253803
32.40199280,-7.76726866
31.83325386,-9.62482357
32.94299698,-9.51419544
29.53665543,-10.78650284
37.60765457,-7.51924849
38.53466797,-2.42526197
41.20808792,-2.19690967
45.70967865,-2.55418015
48.55154800,-1.58331418
49.75655746,-1.80377162
47.36052322,-1.82504952
46.83826447,-1.77011931
45.22089767,-1.79362154
45.81317520,-4.52316427
57.40345383,5.92784643
47.53677368,-8.24801350
43.57571793,-7.28841257
38.46394730,-6.68683481
38.56574631,-9.27628136
40.74664688,-9.06126308
41.43669510,-8.91856670
44.25967026,-6.65284348
45.70229340,-4.80761433
48.80292511,-3.53272486
53.00470734,-2.59559917
54.52294540,-0.97765839
61.31912994,0.93327606
57.70386887,-3.32345724
63.08108902,2.00778532
60.14233017,-1.40077174
58.05932617,-1.20174754
58.58757019,-1.25804102
51.31929016,-4.96925735
49.90829849,-9.82936859
52.21630096,-7.25588846
55.92536545,-4.29164886
63.92722321,-3.77417040
67.69536591,-1.86639345
71.32151794,2.33239794
73.41093445,3.43592763
72.04952240,3.78252554
71.17619324,2.80439830
71.86521912,0.13112527
77.03426361,0.45508620
79.31371307,0.83619964
80.41897583,1.54568636
77.86809540,1.70785844
77.69264984,2.29483557
77.74755859,4.35831738
78.53849030,5.83456659
74.02231598,1.68800533
70.72167969,-1.44638360
72.48928070,-1.98455739
73.56977081,-2.15444207
75.00411224,2.49582982
82.01374054,0.02992621
75.84226227,2.71535730
73.89147186,2.80337071
73.90762329,3.60590029
79.03909302,3.64152837
84.74359894,2.35974908
88.43611908,1.23277330
87.83278656,1.18090701
84.54027557,2.26342392
82.09841156,2.01094341
82.20434570,1.07000220
84.32238007,1.16781676
86.76094818,0.39804471
88.68461609,0.85827333
86.76579285,1.73045659
81.34297180,7.90253687
83.63629913,6.33422470
81.38252258,7.41072464
82.63500214,5.55487156
84.65369415,2.95064831
86.65764618,1.61805069
88.98669434,0.99564070
87.43888855,0.54958642
86.07833862,0.36231402
85.71984100,0.28257278
88.28259277,0.67643356
88.34042358,0.80824125
88.88962555,-0.33435026
88.86321259,-1.13141489
88.47998810,-1.51104283
89.13760376,-0.05379277
87.39398193,1.63404489
86.00994873,1.71946156
85.45822906,0.78540158
85.65116119,1.48052180
87.70389557,1.37302780
88.66434479,1.23045719
87.79922485,1.76686823
85.79007721,2.10998058
85.67587280,1.35034144
86.14516449,0.48106724
87.05657959,-0.91427118
89.02737427,-0.55774546
87.08830261,1.03948438
85.17455292,0.90924275
84.69935608,0.75997537
84.48149109,0.43722686
83.65309906,0.08370106
83.56856537,-0.19957295
82.76691437,-0.28491259
83.22283936,0.71227962
84.66050720,0.71026671
87.09629059,-0.19491790
86.99817657,1.65830600
84.96379852,2.28250051
84.66522980,1.22780418
84.94982147,0.78376842
85.22450256,0.69070482
84.85446167,-0.11675687
76.08385468,-1.79501975
87.66996002,1.49381888
86.93173218,-0.64084721
84.98680115,0.20478578
85.17082977,-1.93521357
81.04452515,-2.28516841
85.36082458,0.27535337
84.51196289,0.63865119
83.13269806,-1.56140077
83.94010162,-0.28233817
84.24451447,0.05605404
83.40550995,0.22676036
84.74046326,0.11292347
85.11208344,0.28501073
84.06169891,0.82635933
84.27602386,0.43168074
81.79343414,-0.14760314
81.91864014,0.37760049
81.19598389,0.31503835
79.63856506,-0.16141723
81.50579834,-0.16537170
83.41442871,-0.31886843
84.00817108,1.52855217
84.64976501,0.62278694
78.61190796,0.48098546
81.30310059,2.33242536
81.14014435,2.42125916
79.25370789,1.73318231
80.93086243,2.59079027
78.83466339,2.45589304
80.26407623,2.24349737
79.90426636,3.11803746
80.83216095,1.63322496
81.28833008,1.53537941
81.39908600,1.88678718
83.78937531,1.65040374
83.42902374,1.01395607
82.62533569,1.35034668
81.71460724,1.93583393
81.32046509,2.01717353
81.87066650,1.76389062
80.97166443,1.75268483
79.80789948,1.66698349
80.28560638,1.80928481
80.56177521,1.76216316
