K_00,K_01,K_02,K_03,K_10,K_11,K_12,K_13
0.00000000,0.00000000,0.50062221,0.00000000,0.00000000,0.50062221,0.00000000,0.00000000
0.00000000,0.00000000,0.50062943,0.00000000,0.00000000,0.50062943,0.00000000,0.00000000
0.00000000,0.00000000,0.50073022,0.00000000,0.00000000,0.50073022,0.00000000,0.00000000
0.00000000,0.00000000,0.50084096,0.00000000,0.00000000,0.50084096,0.00000000,0.00000000
0.00000000,0.00000000,0.50097769,0.00000000,0.00000000,0.50097769,0.00000000,0.00000000
0.00000000,0.00000000,0.50109792,0.00000000,0.00000000,0.50109792,0.00000000,0.00000000
0.00000000,0.00000000,0.50123549,0.00000000,0.00000000,0.50123549,0.00000000,0.00000000
0.00000000,0.00000000,0.50118828,0.00000000,0.00000000,0.50118828,0.00000000,0.00000000
0.00000000,0.00000000,0.50112385,0.00000000,0.00000000,0.50112385,0.00000000,0.00000000
0.00000000,0.00000000,0.50113964,0.00000000,0.00000000,0.50113964,0.00000000,0.00000000
0.00000000,0.00000000,0.50124425,0.00000000,0.00000000,0.50124425,0.00000000,0.00000000
0.00000000,0.00000000,0.50126886,0.00000000,0.00000000,0.50126886,0.00000000,0.00000000
0.00000000,0.00000000,0.50137973,0.00000000,0.00000000,0.50137973,0.00000000,0.00000000
0.00000000,0.00000000,0.50128591,0.00000000,0.00000000,0.50128591,0.00000000,0.00000000
0.00000000,0.00000000,0.50136507,0.00000000,0.00000000,0.50136507,0.00000000,0.00000000
0.00000000,0.00000000,0.50136423,0.00000000,0.00000000,0.50136423,0.00000000,0.00000000
0.00000000,0.00000000,0.50141507,0.00000000,0.00000000,0.50141507,0.00000000,0.00000000
0.00000000,0.00000000,0.50148034,0.00000000,0.00000000,0.50148034,0.00000000,0.00000000
0.00000000,0.00000000,0.50155270,0.00000000,0.00000000,0.50155270,0.00000000,0.00000000
0.00000000,0.00000000,0.50153559,0.00000000,0.00000000,0.50153559,0.00000000,0.00000000
0.00000000,0.00000000,0.50151932,0.00000000,0.00000000,0.50151932,0.00000000,0.00000000
0.00000000,0.00000000,0.50149405,0.00000000,0.00000000,0.50149405,0.00000000,0.00000000
0.00000000,0.00000000,0.50138170,0.00000000,0.00000000,0.50138170,0.00000000,0.00000000
0.00000000,0.00000000,0.50145042,0.00000000,0.00000000,0.50145042,0.00000000,0.00000000
0.00000000,0.00000000,0.50160724,0.00000000,0.00000000,0.50160724,0.00000000,0.00000000
0.00000000,0.00000000,0.50164300,0.00000000,0.00000000,0.50164300,0.00000000,0.00000000
0.00000000,0.00000000,0.50165182,0.00000000,0.00000000,0.50165182,0.00000000,0.00000000
0.00000000,0.00000000,0.50179034,0.00000000,0.00000000,0.50179034,0.00000000,0.00000000
0.00000000,0.00000000,0.50198549,0.00000000,0.00000000,0.50198549,0.00000000,0.00000000
0.00000000,0.00000000,0.50211871,0.00000000,0.00000000,0.50211871,0.00000000,0.00000000
0.00000000,0.00000000,0.50201297,0.00000000,0.00000000,0.50201297,0.00000000,0.00000000
0.00000000,0.00000000,0.50198549,0.00000000,0.00000000,0.50198549,0.00000000,0.00000000
0.00000000,0.00000000,0.50210720,0.00000000,0.00000000,0.50210720,0.00000000,0.00000000
0.00000000,0.00000000,0.50225240,0.00000000,0.00000000,0.50225240,0.00000000,0.00000000
0.00000000,0.00000000,0.50245446,0.00000000,0.00000000,0.50245446,0.00000000,0.00000000
0.00000000,0.00000000,0.50251061,0.00000000,0.00000000,0.50251061,0.00000000,0.00000000
0.00000000,0.00000000,0.50258070,0.00000000,0.00000000,0.50258070,0.00000000,0.00000000
0.00000000,0.00000000,0.50249958,0.00000000,0.00000000,0.50249958,0.00000000,0.00000000
0.00000000,0.00000000,0.50258541,0.00000000,0.00000000,0.50258541,0.00000000,0.00000000
0.00000000,0.00000000,0.50258279,0.00000000,0.00000000,0.50258279,0.00000000,0.00000000
0.00000000,0.00000000,0.50257176,0.00000000,0.00000000,0.50257176,0.00000000,0.00000000
0.00000000,0.00000000,0.50256747,0.00000000,0.00000000,0.50256747,0.00000000,0.00000000
0.00000000,0.00000000,0.50263643,0.00000000,0.00000000,0.50263643,0.00000000,0.00000000
0.00000000,0.00000000,0.50288373,0.00000000,0.00000000,0.50288373,0.00000000,0.00000000
0.00000000,0.00000000,0.50340295,0.00000000,0.00000000,0.50340295,0.00000000,0.00000000
0.00000000,0.00000000,0.50357342,0.00000000,0.00000000,0.50357342,0.00000000,0.00000000
0.00000000,0.00000000,0.50361639,0.00000000,0.00000000,0.50361639,0.00000000,0.00000000
0.00000000,0.00000000,0.50384921,0.00000000,0.00000000,0.50384921,0.00000000,0.00000000
0.00000000,0.00000000,0.50405049,0.00000000,0.00000000,0.50405049,0.00000000,0.00000000
0.00000000,0.00000000,0.50421292,0.00000000,0.00000000,0.50421292,0.00000000,0.00000000
0.00000000,0.00000000,0.50423294,0.00000000,0.00000000,0.50423294,0.00000000,0.00000000
0.00000000,0.00000000,0.50443661,0.00000000,0.00000000,0.50443661,0.00000000,0.00000000
0.00000000,0.00000000,0.50503814,0.00000000,0.00000000,0.50503814,0.00000000,0.00000000
0.00000000,0.00000000,0.50571889,0.00000000,0.00000000,0.50571889,0.00000000,0.00000000
0.00000000,0.00000000,0.50612116,0.00000000,0.00000000,0.50612116,0.00000000,0.00000000
0.00000000,0.00000000,0.50635070,0.00000000,0.00000000,0.50635070,0.00000000,0.00000000
0.00000000,0.00000000,0.50637746,0.00000000,0.00000000,0.50637746,0.00000000,0.00000000
0.00000000,0.00000000,0.50636005,0.00000000,0.00000000,0.50636005,0.00000000,0.00000000
0.00000000,0.00000000,0.50606894,0.00000000,0.00000000,0.50606894,0.00000000,0.00000000
0.00000000,0.00000000,0.50582290,0.00000000,0.00000000,0.50582290,0.00000000,0.00000000
0.00000000,0.00000000,0.50481755,0.00000000,0.00000000,0.50481755,0.00000000,0.00000000
0.00000000,0.00000000,0.52510983,0.00000000,0.00000000,0.52510983,0.00000000,0.00000000
0.00000000,0.00000000,0.50630057,0.00000000,0.00000000,0.50630057,0.00000000,0.00000000
0.00000000,0.00000000,0.50475806,0.00000000,0.00000000,0.50475806,0.00000000,0.00000000
0.00000000,0.00000000,0.50468409,0.00000000,0.00000000,0.50468409,0.00000000,0.00000000
0.00000000,0.00000000,0.50477409,0.00000000,0.00000000,0.50477409,0.00000000,0.00000000
0.00000000,0.00000000,0.50506657,0.00000000,0.00000000,0.50506657,0.00000000,0.00000000
0.00000000,0.00000000,0.50651067,0.00000000,0.00000000,0.50651067,0.00000000,0.00000000
0.00000000,0.00000000,0.50730771,0.00000000,0.00000000,0.50730771,0.00000000,0.00000000
0.00000000,0.00000000,0.50306845,0.00000000,0.00000000,0.50306845,0.00000000,0.00000000
0.00000000,0.00000000,0.50377953,0.00000000,0.00000000,0.50377953,0.00000000,0.00000000
0.00000000,0.00000000,0.50326025,0.00000000,0.00000000,0.50326025,0.00000000,0.00000000
0.00000000,0.00000000,0.50301325,0.00000000,0.00000000,0.50301325,0.00000000,0.00000000
0.00000000,0.00000000,0.50284523,0.00000000,0.00000000,0.50284523,0.00000000,0.00000000
0.00000000,0.00000000,0.50226420,0.00000000,0.00000000,0.50226420,0.00000000,0.00000000
0.00000000,0.00000000,0.50186539,0.00000000,0.00000000,0.50186539,0.00000000,0.00000000
0.00000000,0.00000000,0.50153136,0.00000000,0.00000000,0.50153136,0.00000000,0.00000000
0.00000000,0.00000000,0.50122058,0.00000000,0.00000000,0.50122058,0.00000000,0.00000000
0.00000000,0.00000000,0.50084925,0.00000000,0.00000000,0.50084925,0.00000000,0.00000000
0.00000000,0.00000000,0.50063640,0.00000000,0.00000000,0.50063640,0.00000000,0.00000000
0.00000000,0.00000000,0.50050116,0.00000000,0.00000000,0.50050116,0.00000000,0.00000000
0.00000000,0.00000000,0.50040746,0.00000000,0.00000000,0.50040746,0.00000000,0.00000000
0.00000000,0.00000000,0.50035334,0.00000000,0.00000000,0.50035334,0.00000000,0.00000000
0.00000000,0.00000000,0.50041211,0.00000000,0.00000000,0.50041211,0.00000000,0.00000000
0.00000000,0.00000000,0.50042373,0.00000000,0.00000000,0.50042373,0.00000000,0.00000000
0.00000000,0.00000000,0.50037426,0.00000000,0.00000000,0.50037426,0.00000000,0.00000000
0.00000000,0.00000000,0.50040472,0.00000000,0.00000000,0.50040472,0.00000000,0.00000000
0.00000000,0.00000000,0.50045228,0.00000000,0.00000000,0.50045228,0.00000000,0.00000000
0.00000000,0.00000000,0.50053477,0.00000000,0.00000000,0.50053477,0.00000000,0.00000000
0.00000000,0.00000000,0.50065023,0.00000000,0.00000000,0.50065023,0.00000000,0.00000000
0.00000000,0.00000000,0.50062597,0.00000000,0.00000000,0.50062597,0.00000000,0.00000000
0.00000000,0.00000000,0.50065935,0.00000000,0.00000000,0.50065935,0.00000000,0.00000000
0.00000000,0.00000000,0.50056463,0.00000000,0.00000000,0.50056463,0.00000000,0.00000000
0.00000000,0.00000000,0.50052673,0.00000000,0.00000000,0.50052673,0.00000000,0.00000000
0.00000000,0.00000000,0.50059897,0.00000000,0.00000000,0.50059897,0.00000000,0.00000000
0.00000000,0.00000000,0.50069803,0.00000000,0.00000000,0.50069803,0.00000000,0.00000000
0.00000000,0.00000000,0.50070971,0.00000000,0.00000000,0.50070971,0.00000000,0.00000000
0.00000000,0.00000000,0.50111729,0.00000000,0.00000000,0.50111729,0.00000000,0.00000000
0.00000000,0.00000000,0.50162446,0.00000000,0.00000000,0.50162446,0.00000000,0.00000000
0.00000000,0.00000000,0.50208974,0.00000000,0.00000000,0.50208974,0.00000000,0.00000000
0.00000000,0.00000000,0.50241125,0.00000000,0.00000000,0.50241125,0.00000000,0.00000000
0.00000000,0.00000000,0.50266290,0.00000000,0.00000000,0.50266290,0.00000000,0.00000000
0.00000000,0.00000000,0.50286627,0.00000000,0.00000000,0.50286627,0.00000000,0.00000000
0.00000000,0.00000000,0.50252515,0.00000000,0.00000000,0.50252515,0.00000000,0.00000000
0.00000000,0.00000000,0.50300872,0.00000000,0.00000000,0.50300872,0.00000000,0.00000000
0.00000000,0.00000000,0.50333095,0.00000000,0.00000000,0.50333095,0.00000000,0.00000000
0.00000000,0.00000000,0.50383812,0.00000000,0.00000000,0.50383812,0.00000000,0.00000000
0.00000000,0.00000000,0.50424343,0.00000000,0.00000000,0.50424343,0.00000000,0.00000000
0.00000000,0.00000000,0.50493062,0.00000000,0.00000000,0.50493062,0.00000000,0.00000000
0.00000000,0.00000000,0.50574559,0.00000000,0.00000000,0.50574559,0.00000000,0.00000000
0.00000000,0.00000000,0.50612324,0.00000000,0.00000000,0.50612324,0.00000000,0.00000000
0.00000000,0.00000000,0.50637990,0.00000000,0.00000000,0.50637990,0.00000000,0.00000000
0.00000000,0.00000000,0.50654179,0.00000000,0.00000000,0.50654179,0.00000000,0.00000000
0.00000000,0.00000000,0.50673246,0.00000000,0.00000000,0.50673246,0.00000000,0.00000000
0.00000000,0.00000000,0.50640911,0.00000000,0.00000000,0.50640911,0.00000000,0.00000000
0.00000000,0.00000000,0.50619447,0.00000000,0.00000000,0.50619447,0.00000000,0.00000000
0.00000000,0.00000000,0.50612426,0.00000000,0.00000000,0.50612426,0.00000000,0.00000000
0.00000000,0.00000000,0.50578469,0.00000000,0.00000000,0.50578469,0.00000000,0.00000000
0.00000000,0.00000000,0.50565177,0.00000000,0.00000000,0.50565177,0.00000000,0.00000000
0.00000000,0.00000000,0.50534874,0.00000000,0.00000000,0.50534874,0.00000000,0.00000000
0.00000000,0.00000000,0.50522923,0.00000000,0.00000000,0.50522923,0.00000000,0.00000000
0.00000000,0.00000000,0.50521469,0.00000000,0.00000000,0.50521469,0.00000000,0.00000000
0.00000000,0.00000000,0.50527608,0.00000000,0.00000000,0.50527608,0.00000000,0.00000000
0.00000000,0.00000000,0.50505966,0.00000000,0.00000000,0.50505966,0.00000000,0.00000000
0.00000000,0.00000000,0.50467885,0.00000000,0.00000000,0.50467885,0.00000000,0.00000000
0.00000000,0.00000000,0.50417686,0.00000000,0.00000000,0.50417686,0.00000000,0.00000000
0.00000000,0.00000000,0.50374299,0.00000000,0.00000000,0.50374299,0.00000000,0.00000000
0.00000000,0.00000000,0.50321555,0.00000000,0.00000000,0.50321555,0.00000000,0.00000000
0.00000000,0.00000000,0.50260961,0.00000000,0.00000000,0.50260961,0.00000000,0.00000000
0.00000000,0.00000000,0.50194681,0.00000000,0.00000000,0.50194681,0.00000000,0.00000000
0.00000000,0.00000000,0.50151044,0.00000000,0.00000000,0.50151044,0.00000000,0.00000000
0.00000000,0.00000000,0.50127202,0.00000000,0.00000000,0.50127202,0.00000000,0.00000000
0.00000000,0.00000000,0.50093824,0.00000000,0.00000000,0.50093824,0.00000000,0.00000000
0.00000000,0.00000000,0.50078583,0.00000000,0.00000000,0.50078583,0.00000000,0.00000000
0.00000000,0.00000000,0.50069153,0.00000000,0.00000000,0.50069153,0.00000000,0.00000000
0.00000000,0.00000000,0.50062209,0.00000000,0.00000000,0.50062209,0.00000000,0.00000000
0.00000000,0.00000000,0.50061685,0.00000000,0.00000000,0.50061685,0.00000000,0.00000000
0.00000000,0.00000000,0.50064355,0.00000000,0.00000000,0.50064355,0.00000000,0.00000000
0.00000000,0.00000000,0.50055122,0.00000000,0.00000000,0.50055122,0.00000000,0.00000000
0.00000000,0.00000000,0.50043690,0.00000000,0.00000000,0.50043690,0.00000000,0.00000000
0.00000000,0.00000000,0.50041395,0.00000000,0.00000000,0.50041395,0.00000000,0.00000000
0.00000000,0.00000000,0.50036401,0.00000000,0.00000000,0.50036401,0.00000000,0.00000000
0.00000000,0.00000000,0.50036830,0.00000000,0.00000000,0.50036830,0.00000000,0.00000000
0.00000000,0.00000000,0.50037861,0.00000000,0.00000000,0.50037861,0.00000000,0.00000000
0.00000000,0.00000000,0.50045073,0.00000000,0.00000000,0.50045073,0.00000000,0.00000000
0.00000000,0.00000000,0.50054741,0.00000000,0.00000000,0.50054741,0.00000000,0.00000000
0.00000000,0.00000000,0.50063890,0.00000000,0.00000000,0.50063890,0.00000000,0.00000000
0.00000000,0.00000000,0.50078756,0.00000000,0.00000000,0.50078756,0.00000000,0.00000000
0.00000000,0.00000000,0.50097752,0.00000000,0.00000000,0.50097752,0.00000000,0.00000000
0.00000000,0.00000000,0.50106508,0.00000000,0.00000000,0.50106508,0.00000000,0.00000000
0.00000000,0.00000000,0.50115860,0.00000000,0.00000000,0.50115860,0.00000000,0.00000000
0.00000000,0.00000000,0.50114769,0.00000000,0.00000000,0.50114769,0.00000000,0.00000000
0.00000000,0.00000000,0.50117743,0.00000000,0.00000000,0.50117743,0.00000000,0.00000000
0.00000000,0.00000000,0.50109100,0.00000000,0.00000000,0.50109100,0.00000000,0.00000000
0.00000000,0.00000000,0.50125962,0.00000000,0.00000000,0.50125962,0.00000000,0.00000000
0.00000000,0.00000000,0.50137472,0.00000000,0.00000000,0.50137472,0.00000000,0.00000000
0.00000000,0.00000000,0.50167394,0.00000000,0.00000000,0.50167394,0.00000000,0.00000000
0.00000000,0.00000000,0.50213754,0.00000000,0.00000000,0.50213754,0.00000000,0.00000000
0.00000000,0.00000000,0.50263435,0.00000000,0.00000000,0.50263435,0.00000000,0.00000000
0.00000000,0.00000000,0.50291538,0.00000000,0.00000000,0.50291538,0.00000000,0.00000000
0.00000000,0.00000000,0.50310624,0.00000000,0.00000000,0.50310624,0.00000000,0.00000000
0.00000000,0.00000000,0.50319278,0.00000000,0.00000000,0.50319278,0.00000000,0.00000000
0.00000000,0.00000000,0.50314593,0.00000000,0.00000000,0.50314593,0.00000000,0.00000000
0.00000000,0.00000000,0.50294542,0.00000000,0.00000000,0.50294542,0.00000000,0.00000000
0.00000000,0.00000000,0.50303411,0.00000000,0.00000000,0.50303411,0.00000000,0.00000000
0.00000000,0.00000000,0.50299996,0.00000000,0.00000000,0.50299996,0.00000000,0.00000000
0.00000000,0.00000000,0.50305820,0.00000000,0.00000000,0.50305820,0.00000000,0.00000000
0.00000000,0.00000000,0.50283760,0.00000000,0.00000000,0.50283760,0.00000000,0.00000000
0.00000000,0.00000000,0.50274688,0.00000000,0.00000000,0.50274688,0.00000000,0.00000000
0.00000000,0.00000000,0.50267452,0.00000000,0.00000000,0.50267452,0.00000000,0.00000000
0.00000000,0.00000000,0.50250375,0.00000000,0.00000000,0.50250375,0.00000000,0.00000000
0.00000000,0.00000000,0.50235319,0.00000000,0.00000000,0.50235319,0.00000000,0.00000000
0.00000000,0.00000000,0.50222546,0.00000000,0.00000000,0.50222546,0.00000000,0.00000000
0.00000000,0.00000000,0.50198162,0.00000000,0.00000000,0.50198162,0.00000000,0.00000000
0.00000000,0.00000000,0.50181472,0.00000000,0.00000000,0.50181472,0.00000000,0.00000000
0.00000000,0.00000000,0.50163156,0.00000000,0.00000000,0.50163156,0.00000000,0.00000000
0.00000000,0.00000000,0.50158739,0.00000000,0.00000000,0.50158739,0.00000000,0.00000000
0.00000000,0.00000000,0.50156635,0.00000000,0.00000000,0.50156635,0.00000000,0.00000000
0.00000000,0.00000000,0.50151461,0.00000000,0.00000000,0.50151461,0.00000000,0.00000000
0.00000000,0.00000000,0.50145179,0.00000000,0.00000000,0.50145179,0.00000000,0.00000000
0.00000000,0.00000000,0.50151294,0.00000000,0.00000000,0.50151294,0.00000000,0.00000000
0.00000000,0.00000000,0.50149947,0.00000000,0.00000000,0.50149947,0.00000000,0.00000000
0.00000000,0.00000000,0.50241238,0.00000000,0.00000000,0.50241238,0.00000000,0.00000000
0.00000000,0.00000000,0.50193822,0.00000000,0.00000000,0.50193822,0.00000000,0.00000000
0.00000000,0.00000000,0.50189847,0.00000000,0.00000000,0.50189847,0.00000000,0.00000000
0.00000000,0.00000000,0.50196558,0.00000000,0.00000000,0.50196558,0.00000000,0.00000000
0.00000000,0.00000000,0.50167388,0.00000000,0.00000000,0.50167388,0.00000000,0.00000000
0.00000000,0.00000000,0.50182974,0.00000000,0.00000000,0.50182974,0.00000000,0.00000000
0.00000000,0.00000000,0.50179625,0.00000000,0.00000000,0.50179625,0.00000000,0.00000000
0.00000000,0.00000000,0.50200415,0.00000000,0.00000000,0.50200415,0.00000000,0.00000000
0.00000000,0.00000000,0.50201547,0.00000000,0.00000000,0.50201547,0.00000000,0.00000000
0.00000000,0.00000000,0.50206143,0.00000000,0.00000000,0.50206143,0.00000000,0.00000000
0.00000000,0.00000000,0.50270063,0.00000000,0.00000000,0.50270063,0.00000000,0.00000000
0.00000000,0.00000000,0.50251442,0.00000000,0.00000000,0.50251442,0.00000000,0.00000000
0.00000000,0.00000000,0.50226212,0.00000000,0.00000000,0.50226212,0.00000000,0.00000000
0.00000000,0.00000000,0.50246686,0.00000000,0.00000000,0.50246686,0.00000000,0.00000000
0.00000000,0.00000000,0.50244868,0.00000000,0.00000000,0.50244868,0.00000000,0.00000000
0.00000000,0.00000000,0.50101578,0.00000000,0.00000000,0.50101578,0.00000000,0.00000000
0.00000000,0.00000000,0.50365078,0.00000000,0.00000000,0.50365078,0.00000000,0.00000000
0.00000000,0.00000000,0.50187820,0.00000000,0.00000000,0.50187820,0.00000000,0.00000000
0.00000000,0.00000000,0.50235391,0.00000000,0.00000000,0.50235391,0.00000000,0.00000000
0.00000000,0.00000000,0.50262886,0.00000000,0.00000000,0.50262886,0.00000000,0.00000000
0.00000000,0.00000000,0.50279135,0.00000000,0.00000000,0.50279135,0.00000000,0.00000000
0.00000000,0.00000000,0.50283831,0.00000000,0.00000000,0.50283831,0.00000000,0.00000000
0.00000000,0.00000000,0.50282979,0.00000000,0.00000000,0.50282979,0.00000000,0.00000000
0.00000000,0.00000000,0.50319797,0.00000000,0.00000000,0.50319797,0.00000000,0.00000000
0.00000000,0.00000000,0.50329781,0.00000000,0.00000000,0.50329781,0.00000000,0.00000000
0.00000000,0.00000000,0.50336939,0.00000000,0.00000000,0.50336939,0.00000000,0.00000000
0.00000000,0.00000000,0.50309128,0.00000000,0.00000000,0.50309128,0.00000000,0.00000000
0.00000000,0.00000000,0.50295091,0.00000000,0.00000000,0.50295091,0.00000000,0.00000000
0.00000000,0.00000000,0.50265276,0.00000000,0.00000000,0.50265276,0.00000000,0.00000000
0.00000000,0.00000000,0.50235319,0.00000000,0.00000000,0.50235319,0.00000000,0.00000000
0.00000000,0.00000000,0.50218135,0.00000000,0.00000000,0.50218135,0.00000000,0.00000000
0.00000000,0.00000000,0.50190294,0.00000000,0.00000000,0.50190294,0.00000000,0.00000000
0.00000000,0.00000000,0.50193065,0.00000000,0.00000000,0.50193065,0.00000000,0.00000000
0.00000000,0.00000000,0.50185692,0.00000000,0.00000000,0.50185692,0.00000000,0.00000000
0.00000000,0.00000000,0.50186616,0.00000000,0.00000000,0.50186616,0.00000000,0.00000000
0.00000000,0.00000000,0.50168365,0.00000000,0.00000000,0.50168365,0.00000000,0.00000000
0.00000000,0.00000000,0.50152987,0.00000000,0.00000000,0.50152987,0.00000000,0.00000000
0.00000000,0.00000000,0.50141424,0.00000000,0.00000000,0.50141424,0.00000000,0.00000000
0.00000000,0.00000000,0.50142539,0.00000000,0.00000000,0.50142539,0.00000000,0.00000000
0.00000000,0.00000000,0.50138682,0.00000000,0.00000000,0.50138682,0.00000000,0.00000000
0.00000000,0.00000000,0.50131136,0.00000000,0.00000000,0.50131136,0.00000000,0.00000000
0.00000000,0.00000000,0.50112957,0.00000000,0.00000000,0.50112957,0.00000000,0.00000000
0.00000000,0.00000000,0.50096309,0.00000000,0.00000000,0.50096309,0.00000000,0.00000000
0.00000000,0.00000000,0.50089157,0.00000000,0.00000000,0.50089157,0.00000000,0.00000000
0.00000000,0.00000000,0.50089598,0.00000000,0.00000000,0.50089598,0.00000000,0.00000000
0.00000000,0.00000000,0.50093424,0.00000000,0.00000000,0.50093424,0.00000000,0.00000000
0.00000000,0.00000000,0.50083262,0.00000000,0.00000000,0.50083262,0.00000000,0.00000000
0.00000000,0.00000000,0.50094748,0.00000000,0.00000000,0.50094748,0.00000000,0.00000000
0.00000000,0.00000000,0.50088257,0.00000000,0.00000000,0.50088257,0.00000000,0.00000000
0.00000000,0.00000000,0.50086671,0.00000000,0.00000000,0.50086671,0.00000000,0.00000000
0.00000000,0.00000000,0.50081807,0.00000000,0.00000000,0.50081807,0.00000000,0.00000000
0.00000000,0.00000000,0.50073814,0.00000000,0.00000000,0.50073814,0.00000000,0.00000000
0.00000000,0.00000000,0.50077045,0.00000000,0.00000000,0.50077045,0.00000000,0.00000000
0.00000000,0.00000000,0.50070542,0.00000000,0.00000000,0.50070542,0.00000000,0.00000000
0.00000000,0.00000000,0.50069290,0.00000000,0.00000000,0.50069290,0.00000000,0.00000000
0.00000000,0.00000000,0.50074577,0.00000000,0.00000000,0.50074577,0.00000000,0.00000000
0.00000000,0.00000000,0.50080442,0.00000000,0.00000000,0.50080442,0.00000000,0.00000000
0.00000000,0.00000000,0.50087428,0.00000000,0.00000000,0.50087428,0.00000000,0.00000000
0.00000000,0.00000000,0.50086075,0.00000000,0.00000000,0.50086075,0.00000000,0.00000000
0.00000000,0.00000000,0.50162458,0.00000000,0.00000000,0.50162458,0.00000000,0.00000000
0.00000000,0.00000000,0.50107151,0.00000000,0.00000000,0.50107151,0.00000000,0.00000000
0.00000000,0.00000000,0.50025898,0.00000000,0.00000000,0.50025898,0.00000000,0.00000000
0.00000000,0.00000000,0.50042856,0.00000000,0.00000000,0.50042856,0.00000000,0.00000000
0.00000000,0.00000000,0.50065482,0.00000000,0.00000000,0.50065482,0.00000000,0.00000000
0.00000000,0.00000000,0.50065452,0.00000000,0.00000000,0.50065452,0.00000000,0.00000000
0.00000000,0.00000000,0.50071985,0.00000000,0.00000000,0.50071985,0.00000000,0.00000000
0.00000000,0.00000000,0.50072998,0.00000000,0.00000000,0.50072998,0.00000000,0.00000000
0.00000000,0.00000000,0.50056517,0.00000000,0.00000000,0.50056517,0.00000000,0.00000000
0.00000000,0.00000000,0.50068688,0.00000000,0.00000000,0.50068688,0.00000000,0.00000000
0.00000000,0.00000000,0.50075096,0.00000000,0.00000000,0.50075096,0.00000000,0.00000000
0.00000000,0.00000000,0.50059259,0.00000000,0.00000000,0.50059259,0.00000000,0.00000000
0.00000000,0.00000000,0.50057387,0.00000000,0.00000000,0.50057387,0.00000000,0.00000000
0.00000000,0.00000000,0.50065762,0.00000000,0.00000000,0.50065762,0.00000000,0.00000000
0.00000000,0.00000000,0.50077254,0.00000000,0.00000000,0.50077254,0.00000000,0.00000000
0.00000000,0.00000000,0.50095558,0.00000000,0.00000000,0.50095558,0.00000000,0.00000000
0.00000000,0.00000000,0.50109535,0.00000000,0.00000000,0.50109535,0.00000000,0.00000000
0.00000000,0.00000000,0.50131464,0.00000000,0.00000000,0.50131464,0.00000000,0.00000000
0.00000000,0.00000000,0.50140941,0.00000000,0.00000000,0.50140941,0.00000000,0.00000000
0.00000000,0.00000000,0.50155759,0.00000000,0.00000000,0.50155759,0.00000000,0.00000000
0.00000000,0.00000000,0.50159961,0.00000000,0.00000000,0.50159961,0.00000000,0.00000000
0.00000000,0.00000000,0.50170702,0.00000000,0.00000000,0.50170702,0.00000000,0.00000000
0.00000000,0.00000000,0.50188798,0.00000000,0.00000000,0.50188798,0.00000000,0.00000000
0.00000000,0.00000000,0.50206286,0.00000000,0.00000000,0.50206286,0.00000000,0.00000000
0.00000000,0.00000000,0.50237405,0.00000000,0.00000000,0.50237405,0.00000000,0.00000000
0.00000000,0.00000000,0.50301194,0.00000000,0.00000000,0.50301194,0.00000000,0.00000000
0.00000000,0.00000000,0.50354111,0.00000000,0.00000000,0.50354111,0.00000000,0.00000000
0.00000000,0.00000000,0.50450689,0.00000000,0.00000000,0.50450689,0.00000000,0.00000000
0.00000000,0.00000000,0.50519198,0.00000000,0.00000000,0.50519198,0.00000000,0.00000000
0.00000000,0.00000000,0.50642854,0.00000000,0.00000000,0.50642854,0.00000000,0.00000000
0.00000000,0.00000000,0.50741434,0.00000000,0.00000000,0.50741434,0.00000000,0.00000000
0.00000000,0.00000000,0.50844067,0.00000000,0.00000000,0.50844067,0.00000000,0.00000000
0.00000000,0.00000000,0.50930697,0.00000000,0.00000000,0.50930697,0.00000000,0.00000000
0.00000000,0.00000000,0.51051992,0.00000000,0.00000000,0.51051992,0.00000000,0.00000000
0.00000000,0.00000000,0.51139921,0.00000000,0.00000000,0.51139921,0.00000000,0.00000000
0.00000000,0.00000000,0.51225734,0.00000000,0.00000000,0.51225734,0.00000000,0.00000000
0.00000000,0.00000000,0.51261801,0.00000000,0.00000000,0.51261801,0.00000000,0.00000000
0.00000000,0.00000000,0.51344246,0.00000000,0.00000000,0.51344246,0.00000000,0.00000000
0.00000000,0.00000000,0.51392573,0.00000000,0.00000000,0.51392573,0.00000000,0.00000000
0.00000000,0.00000000,0.51493424,0.00000000,0.00000000,0.51493424,0.00000000,0.00000000
0.00000000,0.00000000,0.51561141,0.00000000,0.00000000,0.51561141,0.00000000,0.00000000
0.00000000,0.00000000,0.51696903,0.00000000,0.00000000,0.51696903,0.00000000,0.00000000
0.00000000,0.00000000,0.51634973,0.00000000,0.00000000,0.51634973,0.00000000,0.00000000
0.00000000,0.00000000,0.51876163,0.00000000,0.00000000,0.51876163,0.00000000,0.00000000
0.00000000,0.00000000,0.51603150,0.00000000,0.00000000,0.51603150,0.00000000,0.00000000
0.00000000,0.00000000,0.51223707,0.00000000,0.00000000,0.51223707,0.00000000,0.00000000
0.00000000,0.00000000,0.51386756,0.00000000,0.00000000,0.51386756,0.00000000,0.00000000
0.00000000,0.00000000,0.51235765,0.00000000,0.00000000,0.51235765,0.00000000,0.00000000
0.00000000,0.00000000,0.51064324,0.00000000,0.00000000,0.51064324,0.00000000,0.00000000
0.00000000,0.00000000,0.50928575,0.00000000,0.00000000,0.50928575,0.00000000,0.00000000
