K_00,K_01,K_02,K_03,K_10,K_11,K_12,K_13
0.00000000,0.00000000,0.50209421,0.00000000,0.00000000,0.50209421,0.00000000,0.00000000
0.00000000,0.00000000,0.50209647,0.00000000,0.00000000,0.50209647,0.00000000,0.00000000
0.00000000,0.00000000,0.50206435,0.00000000,0.00000000,0.50206435,0.00000000,0.00000000
0.00000000,0.00000000,0.50206888,0.00000000,0.00000000,0.50206888,0.00000000,0.00000000
0.00000000,0.00000000,0.50217605,0.00000000,0.00000000,0.50217605,0.00000000,0.00000000
0.00000000,0.00000000,0.50204366,0.00000000,0.00000000,0.50204366,0.00000000,0.00000000
0.00000000,0.00000000,0.50211167,0.00000000,0.00000000,0.50211167,0.00000000,0.00000000
0.00000000,0.00000000,0.50203025,0.00000000,0.00000000,0.50203025,0.00000000,0.00000000
0.00000000,0.00000000,0.50213856,0.00000000,0.00000000,0.50213856,0.00000000,0.00000000
0.00000000,0.00000000,0.50208443,0.00000000,0.00000000,0.50208443,0.00000000,0.00000000
0.00000000,0.00000000,0.50210398,0.00000000,0.00000000,0.50210398,0.00000000,0.00000000
0.00000000,0.00000000,0.50204366,0.00000000,0.00000000,0.50204366,0.00000000,0.00000000
0.00000000,0.00000000,0.50202590,0.00000000,0.00000000,0.50202590,0.00000000,0.00000000
0.00000000,0.00000000,0.50202328,0.00000000,0.00000000,0.50202328,0.00000000,0.00000000
0.00000000,0.00000000,0.50199598,0.00000000,0.00000000,0.50199598,0.00000000,0.00000000
0.00000000,0.00000000,0.50201821,0.00000000,0.00000000,0.50201821,0.00000000,0.00000000
0.00000000,0.00000000,0.50195444,0.00000000,0.00000000,0.50195444,0.00000000,0.00000000
0.00000000,0.00000000,0.50200951,0.00000000,0.00000000,0.50200951,0.00000000,0.00000000
0.00000000,0.00000000,0.50213826,0.00000000,0.00000000,0.50213826,0.00000000,0.00000000
0.00000000,0.00000000,0.50208741,0.00000000,0.00000000,0.50208741,0.00000000,0.00000000
0.00000000,0.00000000,0.50197798,0.00000000,0.00000000,0.50197798,0.00000000,0.00000000
0.00000000,0.00000000,0.50200564,0.00000000,0.00000000,0.50200564,0.00000000,0.00000000
0.00000000,0.00000000,0.50198328,0.00000000,0.00000000,0.50198328,0.00000000,0.00000000
0.00000000,0.00000000,0.50204366,0.00000000,0.00000000,0.50204366,0.00000000,0.00000000
0.00000000,0.00000000,0.50202566,0.00000000,0.00000000,0.50202566,0.00000000,0.00000000
0.00000000,0.00000000,0.50203454,0.00000000,0.00000000,0.50203454,0.00000000,0.00000000
0.00000000,0.00000000,0.50201666,0.00000000,0.00000000,0.50201666,0.00000000,0.00000000
0.00000000,0.00000000,0.50196701,0.00000000,0.00000000,0.50196701,0.00000000,0.00000000
0.00000000,0.00000000,0.50206357,0.00000000,0.00000000,0.50206357,0.00000000,0.00000000
0.00000000,0.00000000,0.50200063,0.00000000,0.00000000,0.50200063,0.00000000,0.00000000
0.00000000,0.00000000,0.50203913,0.00000000,0.00000000,0.50203913,0.00000000,0.00000000
0.00000000,0.00000000,0.50207418,0.00000000,0.00000000,0.50207418,0.00000000,0.00000000
0.00000000,0.00000000,0.50203979,0.00000000,0.00000000,0.50203979,0.00000000,0.00000000
0.00000000,0.00000000,0.50201255,0.00000000,0.00000000,0.50201255,0.00000000,0.00000000
0.00000000,0.00000000,0.50209647,0.00000000,0.00000000,0.50209647,0.00000000,0.00000000
0.00000000,0.00000000,0.50209886,0.00000000,0.00000000,0.50209886,0.00000000,0.00000000
0.00000000,0.00000000,0.50204831,0.00000000,0.00000000,0.50204831,0.00000000,0.00000000
0.00000000,0.00000000,0.50203454,0.00000000,0.00000000,0.50203454,0.00000000,0.00000000
0.00000000,0.00000000,0.50201660,0.00000000,0.00000000,0.50201660,0.00000000,0.00000000
0.00000000,0.00000000,0.50207001,0.00000000,0.00000000,0.50207001,0.00000000,0.00000000
0.00000000,0.00000000,0.50209647,0.00000000,0.00000000,0.50209647,0.00000000,0.00000000
0.00000000,0.00000000,0.50209099,0.00000000,0.00000000,0.50209099,0.00000000,0.00000000
0.00000000,0.00000000,0.50211167,0.00000000,0.00000000,0.50211167,0.00000000,0.00000000
0.00000000,0.00000000,0.50205415,0.00000000,0.00000000,0.50205415,0.00000000,0.00000000
0.00000000,0.00000000,0.50214100,0.00000000,0.00000000,0.50214100,0.00000000,0.00000000
0.00000000,0.00000000,0.50204587,0.00000000,0.00000000,0.50204587,0.00000000,0.00000000
0.00000000,0.00000000,0.50208533,0.00000000,0.00000000,0.50208533,0.00000000,0.00000000
0.00000000,0.00000000,0.50206041,0.00000000,0.00000000,0.50206041,0.00000000,0.00000000
0.00000000,0.00000000,0.50205517,0.00000000,0.00000000,0.50205517,0.00000000,0.00000000
0.00000000,0.00000000,0.50204003,0.00000000,0.00000000,0.50204003,0.00000000,0.00000000
0.00000000,0.00000000,0.50208342,0.00000000,0.00000000,0.50208342,0.00000000,0.00000000
0.00000000,0.00000000,0.50200522,0.00000000,0.00000000,0.50200522,0.00000000,0.00000000
0.00000000,0.00000000,0.50203454,0.00000000,0.00000000,0.50203454,0.00000000,0.00000000
0.00000000,0.00000000,0.50203806,0.00000000,0.00000000,0.50203806,0.00000000,0.00000000
0.00000000,0.00000000,0.50202084,0.00000000,0.00000000,0.50202084,0.00000000,0.00000000
0.00000000,0.00000000,0.50206971,0.00000000,0.00000000,0.50206971,0.00000000,0.00000000
0.00000000,0.00000000,0.50209504,0.00000000,0.00000000,0.50209504,0.00000000,0.00000000
0.00000000,0.00000000,0.50210685,0.00000000,0.00000000,0.50210685,0.00000000,0.00000000
0.00000000,0.00000000,0.50214702,0.00000000,0.00000000,0.50214702,0.00000000,0.00000000
0.00000000,0.00000000,0.50203681,0.00000000,0.00000000,0.50203681,0.00000000,0.00000000
0.00000000,0.00000000,0.50205803,0.00000000,0.00000000,0.50205803,0.00000000,0.00000000
0.00000000,0.00000000,0.50205803,0.00000000,0.00000000,0.50205803,0.00000000,0.00000000
0.00000000,0.00000000,0.50206971,0.00000000,0.00000000,0.50206971,0.00000000,0.00000000
0.00000000,0.00000000,0.50204587,0.00000000,0.00000000,0.50204587,0.00000000,0.00000000
0.00000000,0.00000000,0.50194639,0.00000000,0.00000000,0.50194639,0.00000000,0.00000000
0.00000000,0.00000000,0.50204068,0.00000000,0.00000000,0.50204068,0.00000000,0.00000000
0.00000000,0.00000000,0.50208741,0.00000000,0.00000000,0.50208741,0.00000000,0.00000000
0.00000000,0.00000000,0.50212061,0.00000000,0.00000000,0.50212061,0.00000000,0.00000000
0.00000000,0.00000000,0.50198549,0.00000000,0.00000000,0.50198549,0.00000000,0.00000000
0.00000000,0.00000000,0.50211978,0.00000000,0.00000000,0.50211978,0.00000000,0.00000000
0.00000000,0.00000000,0.50199187,0.00000000,0.00000000,0.50199187,0.00000000,0.00000000
0.00000000,0.00000000,0.50201172,0.00000000,0.00000000,0.50201172,0.00000000,0.00000000
0.00000000,0.00000000,0.50212973,0.00000000,0.00000000,0.50212973,0.00000000,0.00000000
0.00000000,0.00000000,0.50207460,0.00000000,0.00000000,0.50207460,0.00000000,0.00000000
0.00000000,0.00000000,0.50204170,0.00000000,0.00000000,0.50204170,0.00000000,0.00000000
0.00000000,0.00000000,0.50203806,0.00000000,0.00000000,0.50203806,0.00000000,0.00000000
0.00000000,0.00000000,0.50206542,0.00000000,0.00000000,0.50206542,0.00000000,0.00000000
0.00000000,0.00000000,0.50199854,0.00000000,0.00000000,0.50199854,0.00000000,0.00000000
0.00000000,0.00000000,0.50202405,0.00000000,0.00000000,0.50202405,0.00000000,0.00000000
0.00000000,0.00000000,0.50205970,0.00000000,0.00000000,0.50205970,0.00000000,0.00000000
0.00000000,0.00000000,0.50205296,0.00000000,0.00000000,0.50205296,0.00000000,0.00000000
0.00000000,0.00000000,0.50203282,0.00000000,0.00000000,0.50203282,0.00000000,0.00000000
0.00000000,0.00000000,0.50203282,0.00000000,0.00000000,0.50203282,0.00000000,0.00000000
0.00000000,0.00000000,0.50202143,0.00000000,0.00000000,0.50202143,0.00000000,0.00000000
0.00000000,0.00000000,0.50207603,0.00000000,0.00000000,0.50207603,0.00000000,0.00000000
0.00000000,0.00000000,0.50214100,0.00000000,0.00000000,0.50214100,0.00000000,0.00000000
0.00000000,0.00000000,0.50205755,0.00000000,0.00000000,0.50205755,0.00000000,0.00000000
0.00000000,0.00000000,0.50211519,0.00000000,0.00000000,0.50211519,0.00000000,0.00000000
0.00000000,0.00000000,0.50197798,0.00000000,0.00000000,0.50197798,0.00000000,0.00000000
0.00000000,0.00000000,0.50208980,0.00000000,0.00000000,0.50208980,0.00000000,0.00000000
0.00000000,0.00000000,0.50204831,0.00000000,0.00000000,0.50204831,0.00000000,0.00000000
0.00000000,0.00000000,0.50212204,0.00000000,0.00000000,0.50212204,0.00000000,0.00000000
0.00000000,0.00000000,0.50207108,0.00000000,0.00000000,0.50207108,0.00000000,0.00000000
0.00000000,0.00000000,0.50207621,0.00000000,0.00000000,0.50207621,0.00000000,0.00000000
0.00000000,0.00000000,0.50209975,0.00000000,0.00000000,0.50209975,0.00000000,0.00000000
0.00000000,0.00000000,0.50203681,0.00000000,0.00000000,0.50203681,0.00000000,0.00000000
0.00000000,0.00000000,0.50211531,0.00000000,0.00000000,0.50211531,0.00000000,0.00000000
0.00000000,0.00000000,0.50206077,0.00000000,0.00000000,0.50206077,0.00000000,0.00000000
0.00000000,0.00000000,0.50205755,0.00000000,0.00000000,0.50205755,0.00000000,0.00000000
0.00000000,0.00000000,0.50202781,0.00000000,0.00000000,0.50202781,0.00000000,0.00000000
0.00000000,0.00000000,0.50195223,0.00000000,0.00000000,0.50195223,0.00000000,0.00000000
0.00000000,0.00000000,0.50208980,0.00000000,0.00000000,0.50208980,0.00000000,0.00000000
0.00000000,0.00000000,0.50212443,0.00000000,0.00000000,0.50212443,0.00000000,0.00000000
0.00000000,0.00000000,0.50207841,0.00000000,0.00000000,0.50207841,0.00000000,0.00000000
0.00000000,0.00000000,0.50204736,0.00000000,0.00000000,0.50204736,0.00000000,0.00000000
0.00000000,0.00000000,0.50209099,0.00000000,0.00000000,0.50209099,0.00000000,0.00000000
0.00000000,0.00000000,0.50203347,0.00000000,0.00000000,0.50203347,0.00000000,0.00000000
0.00000000,0.00000000,0.50214577,0.00000000,0.00000000,0.50214577,0.00000000,0.00000000
0.00000000,0.00000000,0.50207621,0.00000000,0.00000000,0.50207621,0.00000000,0.00000000
0.00000000,0.00000000,0.50210822,0.00000000,0.00000000,0.50210822,0.00000000,0.00000000
0.00000000,0.00000000,0.50197279,0.00000000,0.00000000,0.50197279,0.00000000,0.00000000
0.00000000,0.00000000,0.50202173,0.00000000,0.00000000,0.50202173,0.00000000,0.00000000
0.00000000,0.00000000,0.50209475,0.00000000,0.00000000,0.50209475,0.00000000,0.00000000
0.00000000,0.00000000,0.50204432,0.00000000,0.00000000,0.50204432,0.00000000,0.00000000
0.00000000,0.00000000,0.50201488,0.00000000,0.00000000,0.50201488,0.00000000,0.00000000
0.00000000,0.00000000,0.50201547,0.00000000,0.00000000,0.50201547,0.00000000,0.00000000
0.00000000,0.00000000,0.50199646,0.00000000,0.00000000,0.50199646,0.00000000,0.00000000
0.00000000,0.00000000,0.50210637,0.00000000,0.00000000,0.50210637,0.00000000,0.00000000
0.00000000,0.00000000,0.50204164,0.00000000,0.00000000,0.50204164,0.00000000,0.00000000
0.00000000,0.00000000,0.50198978,0.00000000,0.00000000,0.50198978,0.00000000,0.00000000
0.00000000,0.00000000,0.50207210,0.00000000,0.00000000,0.50207210,0.00000000,0.00000000
0.00000000,0.00000000,0.50211775,0.00000000,0.00000000,0.50211775,0.00000000,0.00000000
0.00000000,0.00000000,0.50202566,0.00000000,0.00000000,0.50202566,0.00000000,0.00000000
0.00000000,0.00000000,0.50202328,0.00000000,0.00000000,0.50202328,0.00000000,0.00000000
0.00000000,0.00000000,0.50203454,0.00000000,0.00000000,0.50203454,0.00000000,0.00000000
0.00000000,0.00000000,0.50207108,0.00000000,0.00000000,0.50207108,0.00000000,0.00000000
0.00000000,0.00000000,0.50203252,0.00000000,0.00000000,0.50203252,0.00000000,0.00000000
0.00000000,0.00000000,0.50210142,0.00000000,0.00000000,0.50210142,0.00000000,0.00000000
0.00000000,0.00000000,0.50208312,0.00000000,0.00000000,0.50208312,0.00000000,0.00000000
0.00000000,0.00000000,0.50200772,0.00000000,0.00000000,0.50200772,0.00000000,0.00000000
0.00000000,0.00000000,0.50213259,0.00000000,0.00000000,0.50213259,0.00000000,0.00000000
0.00000000,0.00000000,0.50205803,0.00000000,0.00000000,0.50205803,0.00000000,0.00000000
0.00000000,0.00000000,0.50197130,0.00000000,0.00000000,0.50197130,0.00000000,0.00000000
0.00000000,0.00000000,0.50203347,0.00000000,0.00000000,0.50203347,0.00000000,0.00000000
0.00000000,0.00000000,0.50208312,0.00000000,0.00000000,0.50208312,0.00000000,0.00000000
0.00000000,0.00000000,0.50212204,0.00000000,0.00000000,0.50212204,0.00000000,0.00000000
0.00000000,0.00000000,0.50199842,0.00000000,0.00000000,0.50199842,0.00000000,0.00000000
0.00000000,0.00000000,0.50202590,0.00000000,0.00000000,0.50202590,0.00000000,0.00000000
0.00000000,0.00000000,0.50199753,0.00000000,0.00000000,0.50199753,0.00000000,0.00000000
0.00000000,0.00000000,0.50208765,0.00000000,0.00000000,0.50208765,0.00000000,0.00000000
0.00000000,0.00000000,0.50205296,0.00000000,0.00000000,0.50205296,0.00000000,0.00000000
0.00000000,0.00000000,0.50204831,0.00000000,0.00000000,0.50204831,0.00000000,0.00000000
0.00000000,0.00000000,0.50204831,0.00000000,0.00000000,0.50204831,0.00000000,0.00000000
0.00000000,0.00000000,0.50210297,0.00000000,0.00000000,0.50210297,0.00000000,0.00000000
0.00000000,0.00000000,0.50206691,0.00000000,0.00000000,0.50206691,0.00000000,0.00000000
0.00000000,0.00000000,0.50201941,0.00000000,0.00000000,0.50201941,0.00000000,0.00000000
