y_t_0,y_t_1
1.79214072,-0.72743654
1.89049375,-0.58093685
1.60342515,-0.73677266
1.83881235,-1.06626534
1.73242354,-0.72766495
1.83780539,-0.76396817
1.98346245,-0.79177594
1.80357873,-1.09337604
2.18367338,-0.45940113
1.47987175,-0.76629603
1.99894643,-0.48770994
1.88059258,-0.57776129
1.87475789,-0.75517249
1.72367799,-0.76619548
1.70448053,-0.81812817
1.90858018,-0.58687168
1.74567986,-0.61247635
1.77946234,-0.58377022
1.51189709,-0.98872739
1.79956448,-0.61025125
1.67985189,-0.67124659
1.85406578,-0.78836519
1.80253386,-0.67148584
1.81647623,-0.31416035
2.00114441,-0.66782463
1.71262217,-0.88227069
1.58926380,-0.55031639
1.91530168,-0.69875038
1.82212460,-0.90642518
1.98245192,-0.76194596
1.81163657,-0.76618588
2.15262532,-0.67682523
1.80892205,-0.46325263
1.62108111,-0.70143563
1.65341926,-0.70153260
2.04615164,-0.58155936
1.76849103,-0.52041525
1.70349360,-0.54851913
1.70005631,-0.86049235
1.64855456,-0.69972414
1.80682969,-0.52281779
1.47591269,-0.76370716
1.74262559,-0.97262907
2.08284259,-0.51682025
1.71990860,-0.91612631
1.70997036,-0.76067334
1.72484934,-0.76740533
1.77655733,-0.94451809
1.64840913,-0.49066874
1.93006396,-0.97566491
1.62527633,-0.61240256
1.85529363,-0.60897845
1.77251363,-0.64145344
1.76990128,-0.52074319
1.91438794,-0.58778107
1.80155814,-0.79124302
1.68299925,-0.85243255
1.80817616,-0.52246964
1.80393112,-0.49147788
2.21572757,-0.75947922
1.52986956,-0.52121526
1.74858558,-0.64399284
1.79977024,-0.61045706
1.62349248,-0.16172159
2.11470938,-0.31285056
1.65372849,-0.43140522
1.71978974,-0.70463043
1.75635755,-0.39785421
1.98876071,-0.88422501
1.54649985,-0.75449944
1.80560303,-0.43200505
1.77287650,-0.97302544
1.82990801,-1.00066614
1.74636662,-0.64270979
1.82396793,-0.39945754
1.82621896,-0.84887642
1.90041530,-0.79490167
1.80467463,-0.76320559
1.90372479,-0.34290147
1.93423498,-0.78428763
1.74212825,-0.43073866
1.79814327,-0.54969430
1.99097311,-0.52357352
1.60936880,-0.33845323
1.65579224,-0.64343554
1.83388674,-0.52138591
1.79963732,-0.31130764
1.75957632,-0.40503371
1.62369835,-0.94229645
1.84280336,-0.70552349
1.80952871,-0.82469654
1.61139762,-0.48822168
1.68917203,-0.64372844
1.76409090,-0.72799015
1.74656224,-0.67303801
1.66898870,-0.21898532
1.88480330,-0.75843805
1.78321981,-0.31327450
1.72941101,-0.54759687
1.89468253,-0.25131083
1.94971180,-0.48960745
2.03862286,-0.37003711
1.77454138,-0.07130110
1.98614848,-1.12470305
1.81710839,-0.78514379
1.74159420,-0.61028165
1.75991809,-0.88979536
2.23019052,-0.43278354
1.82703340,-0.68061745
1.79424655,-0.54877454
1.68414128,-0.67201519
2.04805446,-0.61310118
1.71320999,-0.28106526
2.00509071,-0.57879096
1.67898357,-0.55001014
2.03235221,-0.90766311
1.82901704,-0.61033934
2.11329365,-0.67526186
1.83899808,-0.67390883
1.67739987,-0.84917498
1.86537051,-0.31265420
1.83591747,-0.73348433
1.91181409,-0.60832781
1.83350897,-0.67202747
1.52401710,-0.51867455
1.86329901,-0.79244757
1.47399342,-1.21405494
1.89828002,-0.70367312
1.77044845,-1.15113461
1.85973477,-0.60981995
1.86530447,-0.58223730
2.00474548,-0.40581289
2.25149512,-0.80181652
1.76093018,-0.25321344
1.74702001,-0.52303994
1.70510173,-0.19023439
1.81031001,-0.70500886
1.67650115,-0.84809273
1.82109678,-0.63728386
2.00101566,-0.42805836
1.87508380,-0.13150117
1.83690083,-0.64267910
2.03711128,-0.55003160
1.74526322,-0.94334674
1.90247846,-0.55392998
1.68559241,-0.88365775
1.98120928,-0.79136902
1.90720081,-0.61571974
1.63838124,-1.16409993
1.59520054,-0.58261794
1.85530341,-0.57863444
1.64155030,-0.78642547
1.84713912,-0.40438643
1.85638332,-0.95399278
1.44812107,-0.40239429
1.84672165,-0.12940954
1.79558086,-0.81852180
1.95666075,-0.79343253
1.82835639,-0.73004955
1.47490382,-0.88333309
1.56969523,-0.76566082
1.84655678,-0.88907290
1.80976021,-0.76456791
1.73871052,-0.57997519
1.74081218,-0.46095967
1.74702787,-0.49291596
1.92466462,-0.58232939
1.78412223,-0.43402952
1.78774214,-0.73847556
1.46119225,-0.77171296
1.65170002,-0.82113838
2.04528165,-0.70231426
2.20547366,-0.40305820
1.84846199,-0.75634557
2.13446569,-0.46136037
1.76996160,-0.70127743
1.91701639,-0.81993014
1.77931666,-0.94599241
1.71818185,-0.79497755
1.52084649,-0.72620684
2.04040170,-0.73071516
1.74665344,-0.31113797
1.50257409,-0.58174151
2.24453259,-0.66909623
1.74573779,-0.97393882
1.83379054,-0.79225320
1.63775265,-0.87373286
1.68572617,-0.49247187
1.78793585,-0.76817012
1.82102680,-0.81702149
1.86878693,-0.67334318
1.74226618,-0.67150694
2.02083850,-0.73369491
1.95456004,-0.43133673
2.04974294,-0.67341560
1.77832603,-0.61362296
1.90098906,-0.79572624
1.52210593,-0.45777932
1.28974223,-0.52079386
1.83194184,-0.88109607
1.65586877,-0.31119937
1.99629855,-0.70676947
1.92926610,-0.49337503
1.92640591,-0.70272726
1.64863992,-0.37032038
1.76434755,-0.57889193
1.98380995,-0.91245908
1.50255787,-0.64186805
1.77778637,-0.70351332
1.68562746,-0.67298001
1.70581865,-0.81897151
1.29154027,-0.40138999
1.67876947,-0.57958108
1.41018128,-0.76055372
1.92048931,-0.58072126
2.00755787,-0.60934651
1.79234648,-0.72764236
1.74899721,-0.64419860
1.53168523,-0.52086532
1.64602673,-0.66912049
1.35002804,-0.46059915
1.75216770,-0.76557934
1.86189461,-0.49075231
2.00719357,-0.45994961
1.74814093,-1.15634549
1.73585057,-0.48968941
1.96834171,-0.61663586
1.70591140,-0.54977369
1.72618449,-0.84430885
1.80892920,-0.43268579
1.70932901,-0.82045764
1.72965837,-0.36884329
2.09592628,-0.51999116
1.81077230,-0.55428845
2.05271840,-0.70548314
1.91863501,-0.79017174
1.91749132,-0.66950840
2.06497169,-0.90817136
2.04098344,-0.22047387
1.52303183,-0.51820385
1.74976134,-0.40233770
1.74075770,-0.37109238
1.64661169,-0.81859493
1.58926272,-0.58001775
1.74164212,-0.43092984
1.74868202,-0.91474777
1.57511687,-0.51596773
1.88485110,-0.34461170
1.81549263,-0.69505876
1.98585665,-0.40166697
1.94324100,-0.63842851
1.78147209,-0.70497429
1.32328963,-0.70240873
1.74228597,-0.61162543
1.68716645,-0.79416573
1.51152527,-0.46434167
1.80223429,-0.16072685
1.85820377,-0.45981216
1.64800847,-0.31019399
1.55617356,-0.87910366
1.72109246,-0.70499629
1.95210779,-0.58100998
1.92675066,-0.85323745
2.25913024,-0.64333832
1.90203655,-0.64473563
1.42781603,-1.08135116
1.98861349,-0.76369721
2.05280256,-0.94642001
1.87868369,-0.51793581
1.82117474,-0.33893052
1.73977160,-0.70025933
1.85702741,-0.72969741
1.64854407,-0.73032278
1.73041308,-0.63707286
1.88421595,-0.58799690
1.81385589,-0.66461855
2.11705351,-0.97810465
1.66488624,-1.05136299
1.89461565,-0.55164832
1.59570134,-0.91359609
2.03593588,-0.84898037
1.94646835,-0.57951981
1.87123168,-0.79594547
1.85003531,-0.99559700
2.11499691,-0.70561713
1.87166548,-0.58455169
1.54217601,-0.49500158
1.47498918,-1.15448380
1.55738318,-0.87873423
1.67834222,-0.49041075
1.59645092,-0.52287275
1.61839569,-0.63997543
1.89875555,-0.91487896
1.67967021,-0.43070844
1.73495185,-0.51894742
2.13551998,-0.61243480
1.46845937,-0.25006935
1.73848605,-0.64096653
1.67964315,-1.06041479
1.77920377,-0.97544384
1.69033074,-0.31198782
1.49140835,-0.81631356
1.73773062,-0.81980407
1.79992378,-0.43049052
2.30641723,-0.84885943
1.55574965,-0.90821356
1.95865536,-0.16098219
1.88947678,-0.70061469
1.47460914,-0.73282260
1.35765266,-0.61458367
2.28487968,-0.55151552
2.01628733,-0.58218724
1.89811778,-0.58312935
2.26027489,-0.70310509
1.74476886,-0.64225137
2.08907366,-0.25252518
2.03182030,-0.69783086
1.86630642,-0.97387606
1.47501397,-0.52201462
2.00437188,-0.81800365
1.57348990,-0.97860181
2.01171350,-0.58098960
1.90511811,-0.85766649
1.72808957,-0.58682197
2.21912646,-0.22002397
1.97435617,-0.60903651
2.07097054,-0.34139404
1.99200618,-0.52343190
1.85131526,-0.99621147
1.91677403,-0.58870107
1.75452983,-0.64592195
1.69359589,-0.49476036
2.14382577,-0.79540712
1.90363014,-0.67528510
1.91944385,-0.73080128
2.00297117,-0.72727585
1.88430393,-0.60916704
2.13883758,-0.37151182
1.87411177,-0.10099613
1.74189222,-0.55174249
1.76861680,-0.75984603
1.76628339,-0.42941323
1.37181652,-1.08498800
1.65110028,-0.70163119
1.83651841,-0.55313736
1.48050857,-0.70585465
2.11029649,-0.91476411
1.70808434,-0.70011491
2.02546477,-0.70540529
1.65055203,-0.31087062
1.78063011,-0.43334311
1.58501649,-0.45890710
2.03098226,-0.69747281
1.73336148,-0.57860452
1.68240631,-0.67132145
1.83371484,-0.67264485
2.16287589,-0.52074879
1.86396754,-0.97327691
1.62896669,-0.88593388
1.86510801,-0.55214751
1.89372778,-0.73270190
1.77622676,-0.76380265
1.74309385,-0.85261238
2.00691772,-0.66967934
2.24696326,-0.84827644
1.92243993,-0.67164731
1.62659299,-0.40297782
2.08459759,-0.70521873
1.80354071,-0.40129679
1.80441523,-0.61203098
2.32930708,-0.76733249
1.84185910,-0.67495739
1.66188073,-0.25330672
-1.97770596,-2.86455011
1.41863012,-1.88781655
3.49167562,2.39734411
4.13804960,0.31817853
0.64185232,-2.01139045
2.76240897,-2.84627128
2.88269639,-0.98318386
1.70507526,-0.07196068
1.98152614,-0.42911181
3.02179503,-0.73549575
2.17993212,-0.80115777
1.48065424,-0.91220546
1.60806525,-0.43455315
1.75573826,-0.55138046
4.08987522,0.01950185
2.07264662,0.12373590
0.66035372,-1.18253028
0.71881831,-1.72451448
2.03274655,-1.00434029
1.93555844,-0.10067461
1.69855535,-0.12902954
1.66097200,-0.64268237
1.94740140,-0.75958502
-1.39171934,-4.31944609
3.99736905,0.86277956
3.40282965,2.17197061
1.98247957,-0.17728195
1.47128737,-2.03669119
1.80378950,-1.97822547
2.11951733,0.21467865
1.80240238,0.99366689
2.13466835,0.16977772
2.36447096,-0.63323301
2.02353740,-1.18925297
2.27278137,-0.49294490
2.08166242,-0.70979178
2.42181134,-0.10557292
1.77790701,-0.40212554
1.97988129,-0.49360016
2.01618338,-0.31664827
2.30430555,-0.64605945
1.39027214,-1.22914243
2.00372982,-0.35037860
1.74639809,0.31691688
1.90515912,-1.89610422
3.38939476,-1.36823606
1.43831980,0.99637604
3.20004296,-0.31768566
0.33037215,-0.19328375
2.38402104,-0.63940674
2.85953522,2.08036566
1.59075093,-0.04379329
0.76576144,-1.99008226
2.78688407,1.68532741
0.90366614,0.14643881
2.44341207,-0.55503571
1.45484793,-0.47657931
2.00272226,-0.00576220
2.48741269,-0.98865855
1.28029633,-0.99195260
2.80159354,-0.51554817
1.19237673,-0.69785732
1.10776913,-1.94160700
-2.68493462,-1.98086417
2.18109941,3.13882995
1.86911416,0.49553853
2.24512291,-0.57237965
2.48573041,-0.43986642
1.65158463,-1.07247043
-0.35443896,-0.42020136
-1.72806954,-1.08726335
-0.36407462,-0.00000000
0.10226502,0.31061029
0.21375893,2.28113461
1.35975766,0.58894020
1.77820432,-1.44467056
2.69768524,-0.12051487
1.42341006,-0.81690067
2.71914911,0.54722571
4.22533178,0.43443972
4.03180981,0.25155631
8.30662918,-0.44796368
5.46516609,-2.96828318
7.90356779,2.58404279
8.77233028,4.11696577
7.67677784,2.96326733
5.47845936,0.82791424
3.85037041,1.32808161
4.08559752,0.48469639
2.74696827,-0.77165914
2.08438373,-2.21961260
1.09180462,-4.33944178
4.17645454,-4.58347702
7.20040083,-6.54691458
7.68756437,-10.41922855
8.33618069,-10.49440765
8.02878284,-9.86176109
6.13873577,-9.77662182
3.50352097,-10.61968040
2.24090242,-10.57429218
-0.32702258,-12.90421104
-2.00879502,-13.73893738
-0.65718865,-14.08362007
4.79227686,-13.46245003
9.78361702,-15.94276714
10.33239746,-17.22072792
15.67659187,-14.87164974
15.26930714,-15.24867821
11.46752167,-17.53563118
9.14677048,-14.38554096
7.01983881,-12.65079021
6.77704525,-12.79970932
7.55440140,-12.76565361
7.44448805,-12.19562721
7.07385015,-11.48106194
5.10463572,-11.68896484
3.66025996,-10.63530350
6.59103298,-10.22976875
13.24550629,-10.79270744
18.39271545,-8.28845692
17.61254120,-12.64551163
13.95257568,-12.60374832
12.42756748,-10.20173645
14.13737011,-8.51788139
15.69323444,-6.63954592
17.78155518,-7.68287659
20.19339752,-9.44793129
21.23204613,-10.21038818
21.53425217,-11.03435516
21.69852066,-8.71393871
18.70671654,-9.62699032
17.78917885,-7.79475355
18.83284950,-6.33317041
23.34833336,-6.20959520
26.02880859,-7.43405533
28.03412247,-7.14727783
29.14478111,-7.15746355
29.41730499,-9.06856728
31.99308205,-7.89485979
31.41755295,-9.73656940
32.53285217,-9.61050510
29.11622047,-10.84968090
37.16355133,-7.57666445
38.06237030,-2.47650433
40.73229218,-2.23724508
45.23161697,-2.58052158
48.05352783,-1.57796359
49.23507690,-1.76508260
46.83554077,-1.74972939
46.32295990,-1.65096521
44.71176529,-1.62487149
45.31145096,-4.33589268
56.91839981,6.11799860
47.03772736,-8.06218243
43.09889603,-7.11184216
37.99391174,-6.53928137
38.11855698,-9.15424538
40.32044983,-8.99108791
41.04383850,-8.88564014
43.89027405,-6.64913940
45.32733917,-4.83272123
48.43599701,-3.57820511
52.62563324,-2.65239787
54.15087128,-1.02108061
60.92318344,0.89129436
57.30401230,-3.36790848
62.67876434,1.97424090
59.72703552,-1.42793632
57.65000534,-1.22109210
58.15787506,-1.28973293
50.89617920,-5.02070570
49.49403763,-9.89213562
51.82323456,-7.33964539
55.55061340,-4.39392805
63.55226517,-3.86101484
67.30723572,-1.96085227
70.95848846,2.26304555
73.03145599,3.36822176
71.67085266,3.70391273
70.79074097,2.71158576
71.47400665,0.03543167
76.65045929,0.37585601
78.92599487,0.76849383
80.01952362,1.48950493
77.47482300,1.66567087
77.31686401,2.26808262
77.39441681,4.35132027
78.19440460,5.83374310
73.69778442,1.69376743
70.43068695,-1.43671119
72.22133636,-1.99155438
73.30984497,-2.18880939
74.76682281,2.44808602
81.76596069,-0.01390764
75.60086060,2.64847469
73.69020844,2.73257804
73.75738525,3.53346133
78.93105316,3.57464552
84.65839386,2.30253839
88.35236359,1.18009043
87.74059296,1.12225604
84.43429565,2.20292091
81.97102356,1.95949519
82.05699158,1.02987254
84.15959930,1.14353311
86.58890533,0.38631448
88.50434113,0.85230535
86.57996368,1.72201896
81.20612335,7.92908382
83.49101257,6.34842443
81.22056580,7.38788128
82.48847961,5.53573275
84.52013397,2.92821693
86.53890228,1.59314978
88.87412262,0.97032815
87.32240295,0.52550864
85.95341492,0.34338105
85.58237457,0.26981363
88.13565826,0.66182220
88.19801331,0.79692256
88.75132751,-0.34649202
88.72430420,-1.15610993
88.34190369,-1.54417539
89.00589752,-0.08754277
87.27030182,1.60564554
85.89037323,1.69970536
85.34133911,0.77902198
85.53137970,1.48196232
87.58618164,1.37652612
88.55258942,1.23374975
87.69406128,1.76295817
85.70137787,2.09680986
85.60301971,1.32955623
86.08548737,0.44340718
87.01213074,-0.96654254
88.99753571,-0.62092382
87.07060242,0.97424811
85.16343689,0.84873968
84.69524384,0.70832133
84.48354340,0.39298141
83.66091156,0.04460045
83.57597351,-0.23620403
82.77267456,-0.31763363
83.22654724,0.68305707
84.66133118,0.68536580
87.09937286,-0.22434625
87.01771545,1.62970078
84.98952484,2.26006913
84.69197845,1.21031177
84.96628571,0.76380652
85.23396301,0.66847914
84.85755157,-0.13795352
76.07376099,-1.80839622
87.61212921,1.47138751
86.92205048,-0.65154839
84.95902252,0.19099766
85.15415955,-1.94879591
81.01900482,-2.30533600
85.33181000,0.26074207
84.49879456,0.63741642
83.11315155,-1.56284130
83.91334534,-0.29180464
84.22043610,0.04267751
83.37361145,0.20947376
84.70732880,0.09316736
85.07463074,0.26093295
84.01725006,0.79404986
84.22786713,0.39216855
81.73683167,-0.19102541
81.86513519,0.33047393
81.14227295,0.26832342
79.59061432,-0.19804832
81.46833801,-0.18615676
83.37799835,-0.34068245
83.97236633,1.50920761
84.61972046,0.60405982
78.59832764,0.46575680
81.29734039,2.31966591
81.14241028,2.41323328
79.25617218,1.72165775
80.94032288,2.57844257
78.85214996,2.44436860
80.28136444,2.22991514
79.92751312,3.10568976
80.85871124,1.62108314
81.31816864,1.52385485
81.42665863,1.87423384
83.81098175,1.63723302
83.44300842,1.00160849
82.63253021,1.33758759
81.71790314,1.92328048
81.31798553,2.00482583
81.87149048,1.75380671
80.96775818,1.74074888
79.80810547,1.65525329
80.28704834,1.79631972
