y_t_0,y_t_1
80.56588745,1.74837506
80.91901398,2.08697009
81.07623291,1.48121607
80.86522675,1.04876673
81.75196838,0.76740956
81.71231079,0.63710618
82.19549561,-0.09462565
81.04851532,0.45727640
81.31366730,0.85698783
81.21815491,0.71267962
80.63256836,1.27378523
81.13907623,1.32355499
80.93025208,1.35309112
80.81594849,1.27551603
81.22077179,1.17191744
78.52336121,1.48898220
79.69145966,1.42375660
78.97006226,1.09919596
80.12090302,1.19053876
79.72402954,1.04410565
79.99208069,1.52294683
77.29254913,1.49354780
78.78808594,1.35371053
77.35951233,1.29848397
77.39164734,0.73027009
78.08681488,1.18893600
78.20990753,1.22825360
78.69997406,0.80187535
75.66857910,1.92903817
78.11488342,1.67832720
78.02624512,1.68425608
77.20529175,2.04975033
76.66914368,1.63243175
76.74276733,0.99499667
77.64681244,1.04013860
78.35459900,1.31808782
78.02848053,1.68571651
79.23870850,0.73213744
78.96025085,1.27373374
79.25621033,0.70325559
78.26943207,1.41615283
78.98668671,1.08177519
78.34050751,1.19128585
78.42932129,0.54363239
78.95935822,0.81806189
78.43547058,1.04920435
78.99626160,0.96785992
78.70823669,1.10994542
78.71568298,1.30871916
78.89977264,1.13783908
79.21092224,0.76434994
78.90769196,1.25106454
78.10890198,1.36143506
77.84229279,1.29196525
77.30020142,1.18604660
77.06653595,1.09172380
77.35372162,1.18645740
77.35951996,1.88538408
78.08882904,1.17477953
77.65894318,1.25763607
77.74710846,1.30890870
78.86330414,0.70598251
78.29631805,1.71943915
79.00443268,1.43844259
77.89030457,0.71372116
78.52196503,0.71041578
77.80292511,1.19383311
77.98928070,0.94126064
78.26347351,0.68654990
77.53973389,0.84853655
77.93920898,1.29999518
77.60175323,0.95952684
77.60402679,1.07639968
77.12210083,1.17890513
77.04383850,1.25795281
78.01943207,0.82168692
77.99723816,1.12889457
77.50537109,1.04134667
77.58775330,1.13102019
77.44974518,1.01616931
76.65550232,1.43423772
76.87519836,1.34121919
77.07376862,1.37831974
76.97285461,1.32116425
77.08958435,1.26916242
76.77582550,0.85406548
76.94357300,1.51999557
77.20582581,0.87121838
77.05817413,1.58544731
77.29881287,-0.03596743
77.42666626,0.89980829
77.20520020,0.87960815
76.34795380,1.21791196
76.93889618,1.52750790
76.55203247,0.98664951
77.05926514,1.34913826
76.08686066,0.87692094
76.47863007,0.99030370
76.64932251,1.17831647
76.40030670,1.15460181
76.88890839,1.18503273
77.03233337,1.13503647
76.33930206,1.24094021
76.49224854,1.18247271
76.17147064,1.32079566
76.19374084,1.15128243
76.70944977,0.98784751
76.41362000,1.18424857
76.55158997,1.49048126
75.97021484,1.26546252
76.77670288,1.26768792
76.42552948,0.96017361
76.82228088,1.15862453
76.83207703,1.01775301
76.45635986,0.93842113
76.79138947,1.18674648
75.99454498,0.96267766
76.69728088,1.04686558
76.26066589,1.71430779
76.48370361,1.35756946
76.03148651,1.62344706
75.95913696,1.62801874
76.61240387,1.07566679
76.19601440,0.81783187
76.64514160,1.15970981
76.45150757,1.34924197
75.98079681,1.15095496
75.91724396,1.36387396
76.50523376,1.15322208
76.71056366,1.18037486
75.95175171,1.35461426
76.33101654,1.32338119
75.75840759,0.95348787
76.91180420,0.76800144
76.32972717,1.45838022
76.43722534,1.45884144
75.51641846,1.09378481
75.27429962,1.43160093
76.10562897,1.04289711
76.63090515,1.01478922
76.48046112,1.42795300
76.96463776,1.01854229
76.69131470,1.17510855
76.58165741,1.23421085
76.32831573,1.46058512
76.50960541,1.29648924
75.93481445,1.56896269
76.42336273,1.09892344
76.59735107,0.96262193
76.92527008,1.10497963
77.15233612,1.07308412
77.18203735,1.07094240
77.24166870,1.21526039
76.80878448,0.54776609
83.61778259,3.05960703
71.87603760,2.28928375
75.97918701,2.31739283
76.78635406,1.83846498
76.90412140,1.21015072
76.90045166,1.00484455
78.82532501,1.05582547
78.85243988,0.73162574
75.02987671,0.33401585
78.52494049,1.55330050
77.75240326,0.99110299
77.51227570,1.27966475
78.11460876,1.69853354
78.12117004,0.91031992
78.70391083,1.33537936
78.20358276,1.19311047
78.89571381,1.27514172
78.28464508,1.13094807
78.78643036,1.33300078
78.19272614,0.96729845
77.72904205,1.13494110
77.30954742,0.90428150
76.95735931,1.14736748
77.59104919,1.49268365
77.12231445,1.24461949
77.16005707,1.38089252
76.66509247,1.07375455
76.52256775,1.23407137
77.14201355,1.09941661
77.56262970,0.91069239
76.80251312,1.20859563
77.33895874,1.21734881
76.72077179,1.31620479
76.70785522,1.34720409
76.22054291,1.34259677
76.31349182,1.15543759
76.10661316,1.48400462
75.88938141,0.73640186
76.18444824,1.40048063
76.99078369,1.26554322
75.95100403,1.37413669
77.25338745,0.23315738
77.32226563,0.96126282
76.87417603,0.79915041
76.44385529,1.02137840
76.57783508,0.90115267
76.57020569,1.10386622
76.35298920,1.15550613
76.52815247,1.45813024
76.95171356,1.12828887
77.28964996,1.34595215
77.27121735,1.60831368
77.46129608,1.13218439
77.52764893,1.46718943
77.28788757,1.18963242
77.09526062,1.07791555
77.66875458,1.43294656
77.83389282,1.16575468
77.68402863,1.04312778
77.54155731,1.16600859
77.33235931,1.59888232
77.76369476,0.94277519
78.24735260,1.02785504
78.20679474,1.22083127
78.40167999,1.30721986
78.27322388,1.21951902
78.70860291,1.19304824
79.19105530,1.08184445
78.60583496,1.24861407
78.47985840,1.41168559
78.48834991,1.21769238
78.33866882,1.24871755
78.04610443,1.02390718
77.52578735,1.27433515
77.47081757,1.32928419
77.68900299,1.16578746
77.80123138,1.27361608
77.55006409,1.09488332
78.09076691,1.13265193
77.46202087,1.13217211
77.31292725,1.49181986
77.39433289,1.29063332
77.42749023,0.96012664
76.87174225,1.20977986
76.68292236,1.15118647
77.62361145,1.21218193
76.75617981,1.25813043
76.87516022,1.34851408
76.70834351,1.07315755
76.95159912,1.17919695
77.57450104,1.46621144
77.46528625,1.02119231
77.24553680,0.93609309
76.65551758,1.43106651
76.26962280,1.04107440
76.61596680,1.40361035
76.64923096,1.10117340
76.43154907,1.15038240
76.73767853,1.27439153
76.60441589,1.34496200
77.19857788,0.99199897
77.12925720,1.07400775
77.39467621,1.33262610
77.07486725,0.90860510
77.56690979,1.29920638
77.45977020,1.09993887
77.72470856,1.21785998
77.32845306,1.45402431
77.60386658,1.29830801
77.56378174,1.43420970
77.82248688,1.34787822
77.55106354,1.13418043
77.24906921,1.22135127
77.42842865,1.18989670
77.28731537,1.13865685
77.02363586,1.04740608
77.87223053,1.47435033
77.87481689,1.15728307
77.19821167,1.42000830
77.12327576,1.19379222
76.65619659,1.30560279
77.76306915,0.52140701
76.54334259,1.81588125
77.29127502,1.38927174
77.03620911,1.17144430
76.96812439,1.16208386
77.07144165,1.08056915
76.73735046,0.88650674
76.78101349,1.44647098
77.54632568,1.36039066
78.29312897,0.78718805
77.33103180,1.22773731
77.11122131,1.42216086
77.01232147,1.46951938
76.61034393,1.39302206
76.61816406,1.16989493
80.61409760,-3.64113736
74.08644867,1.62476492
75.51097870,2.03605628
77.89951324,1.40338421
77.16213989,1.66351616
77.25992584,1.43555284
76.76348877,0.90692312
77.20403290,1.63036966
77.44186401,1.38580084
77.60935211,1.54399574
77.65646362,1.32867050
77.22303009,1.07996929
77.62670898,0.87966007
77.74128723,1.21611273
77.74790955,1.29609740
77.85952759,1.13151240
78.29656219,1.29748070
77.49860382,1.29852450
77.18714142,1.58023930
77.11278534,1.35005844
77.83216095,1.04579437
77.69039154,1.26948428
77.54232788,1.43434024
76.90119171,1.47012496
77.50505829,1.66023505
77.43988037,1.12986839
77.65007782,1.05311632
77.42791748,0.96644557
77.66403198,2.00936770
76.88055420,1.52275813
77.28977966,1.12608528
77.32476807,1.16416287
77.03097534,1.12824750
76.86131287,1.15812373
77.35058594,1.35072112
77.54929352,1.21548486
77.33869171,1.35432303
77.01544952,1.10591543
76.62196350,1.20670772
77.22216797,1.32101917
77.10064697,1.32705975
77.17522430,1.54652905
77.03938293,1.30098140
77.54357147,1.01813841
75.77450562,3.38834000
76.43906403,0.34351057
76.71284485,1.08027101
76.98535156,1.33371043
76.84886169,1.58894372
76.63289642,1.13246286
76.14560699,1.57007992
76.36955261,1.69734359
76.21813202,1.11749959
77.04417419,1.43329811
77.08143616,1.06701064
76.91397858,0.76436675
76.03726959,1.28971386
75.56318665,1.51070118
75.57958221,1.56774712
76.37976837,1.21252215
76.25139618,0.99151742
76.44932556,1.20678020
75.69420624,1.45124996
75.94306183,1.42493463
76.30161285,1.26981652
76.12407684,1.37889266
76.53470612,1.24025440
76.15985870,1.56672645
75.61537933,1.43058705
75.21283722,1.73586106
75.49443054,1.31733012
75.63067627,1.28610742
75.05445099,1.41578519
75.41286469,1.12126505
75.86619568,1.01023912
75.83071899,1.39970708
75.75012970,1.12709928
76.15585327,0.73803663
76.51238251,1.01997960
76.95242310,1.24029052
77.30430603,1.32652724
77.21430206,1.65009737
77.21878815,1.46629846
77.02384186,1.49411845
77.07261658,1.57168853
77.41505432,1.16321945
77.86795044,0.87675130
74.66228485,8.23605251
78.74503326,-0.87927437
79.20933533,1.15074325
79.26055145,0.93852103
79.81924438,1.10208690
79.13755798,0.55121124
79.44380188,0.88704127
78.93640900,0.85568362
79.14324188,0.91177887
79.44104004,1.19515967
79.74576569,1.19319940
79.35872650,1.51294112
79.64839935,1.05711830
79.56755066,0.63240099
79.52973938,0.88506037
79.69592285,1.25405753
79.72066498,0.91041970
79.05229950,0.91369957
78.72061920,0.97034943
79.34896088,1.07422829
78.69009399,1.34019232
78.88832855,1.21965396
78.60292053,1.07814646
78.57708740,0.91180414
78.97084045,1.27406251
78.72558594,0.93669766
78.18097687,1.18551993
78.29282379,1.18859649
78.00769806,1.01559305
78.16746521,1.76850080
78.10441589,1.30690765
78.20822144,1.13034618
78.14564514,1.15021348
77.37552643,1.15873396
78.26734924,1.01491976
77.43708038,1.21170032
77.38647461,1.26596117
77.61007690,1.29782915
77.80036163,1.46286774
77.77809143,1.43492496
77.91384888,1.49179423
78.02468109,1.23789644
77.73386383,1.57096756
77.05575562,0.51913708
77.82469940,1.49235129
77.43087006,1.12639797
77.24471283,1.17801905
77.35209656,1.51637685
77.86206818,0.76892495
78.10787201,1.18111646
77.80323792,1.40316975
78.09155273,1.18858099
77.85609436,1.10095382
78.08877563,0.90715694
77.97275543,1.32722044
78.62406921,1.13608885
78.35975647,1.21685684
78.18473053,1.34986055
77.76264191,1.21538019
78.06039429,1.57445920
78.35607910,1.41181743
78.07450867,1.07755625
78.80244446,1.18827116
78.17327881,0.80056250
78.55872345,1.07783985
78.49657440,0.96592396
78.34824371,0.99200571
78.72371674,0.77396274
78.18300629,1.37972748
78.63679504,0.96268642
78.36737061,0.93284357
78.03289795,1.38360143
78.29850006,1.58915579
78.09008026,0.76828080
77.88973236,0.82682019
78.77976990,1.01867521
78.56400299,0.79530048
78.19284058,1.16137207
78.21704865,0.93775278
78.43998718,1.21686792
78.25661469,1.09976113
77.91424561,1.32321692
77.98108673,1.07681584
77.59135437,1.35458446
77.69419098,1.41150308
78.34947968,1.07531857
77.55323029,1.18049097
77.75142670,0.93296564
77.60519409,1.23221338
77.07132721,1.26219988
78.06130219,0.87725991
77.98748779,1.13444555
78.30521393,1.07273817
78.24598694,1.13216317
77.85073853,1.07917035
78.20914459,1.21540558
78.01604462,1.05209649
77.72373962,0.87983274
78.45562744,0.98977542
78.28736877,1.02310753
78.04189301,1.19017613
78.11590576,1.13904679
78.10371399,0.90358973
78.27917480,1.40963507
78.52742004,0.99364579
77.64768982,1.46573305
77.91546631,0.88225704
78.40002441,1.13276434
78.71781921,1.05185115
78.38162231,1.08178580
78.25283813,0.93422616
78.01969147,1.35788631
78.03977966,1.05138052
78.01468658,0.98723370
77.79911804,1.13716483
77.82666016,1.46737683
77.89035034,1.24407470
78.00636292,0.87969035
78.20772552,1.21034706
77.92720032,0.85120946
77.88855743,1.24094880
77.97640228,1.10575116
77.75490570,1.73300827
77.89225769,1.24053717
78.29537201,0.68489993
78.08834076,1.23855758
78.44010162,0.99182224
78.28977203,1.21008980
78.18585205,1.27140248
78.07452393,1.06982398
77.63119507,1.16177738
78.14298248,1.40266061
77.75274658,1.40693915
78.08075714,1.05403924
78.36963654,0.77078474
78.57078552,1.26854920
78.41394043,0.94273204
78.53551483,1.26525939
78.45275879,1.25022566
78.11193085,0.79635656
78.69699860,1.33431435
77.90136719,1.12739694
78.44914246,1.02838385
78.27967834,1.32636595
77.97750854,0.77286911
78.70285797,0.85664791
78.08950806,1.13552487
78.00765991,1.21513176
77.79080963,1.09680760
78.32084656,1.21755958
78.04229736,0.98727357
78.01598358,1.13200080
78.51050568,1.18214738
78.01978302,1.40930521
77.65657043,1.15823424
77.64653778,1.21446264
77.73638916,0.85466617
77.81874084,1.46553051
77.52458954,1.54599917
77.74879456,0.79526883
77.15087128,1.37923646
77.91273499,0.84961760
78.28192139,1.04334950
78.50593567,0.99542928
78.42456055,0.93754280
77.91963196,0.85437566
77.61468506,0.93739426
78.03261566,1.33351517
77.57775116,1.01798511
78.71429443,0.88378596
77.49097443,1.07211304
78.19829559,1.15689504
78.32653046,1.08302927
78.26427460,0.91180885
78.88011169,0.96547639
78.51863861,1.08325589
78.93161011,1.57680297
78.82278442,1.41905117
78.76888275,1.30183148
78.44876862,1.12787628
78.56739807,1.05215311
78.26911163,1.15957868
78.63903046,0.93823588
78.26844788,1.09526730
78.84858704,1.18849659
79.00672913,1.27541447
78.12586212,1.01437092
78.35230255,0.99084646
78.50563049,1.27363443
78.69335938,1.38080120
78.32431793,1.08304441
77.93119049,1.35091519
77.57744598,0.79558492
77.56379700,1.27005494
77.92688751,1.15660369
78.14228821,1.19266438
77.75978851,1.35454535
77.83497620,1.32486093
78.02710724,1.29193068
77.28985596,1.35996258
77.47951508,1.13443589
77.31046295,1.21126068
77.41148376,1.40481699
77.30511475,1.01744425
77.60540771,1.18244326
77.77635193,1.34426486
77.18899536,1.18188989
77.80206299,1.21334946
77.43392944,1.40873015
78.16918182,1.55305946
77.56616974,1.10262346
77.67765808,0.65962374
77.95803070,1.20678568
77.54444122,0.99137610
77.95149231,1.32069337
77.50794220,1.27563095
77.80303192,0.91145933
77.85451508,0.96097893
78.20051575,1.01054394
77.71487427,1.13836646
78.01259613,1.39000142
77.84075928,1.34765244
77.96360779,1.46557784
78.41083527,0.96677679
77.49196625,1.46501732
78.34219360,1.32352710
78.65858459,1.02016783
78.26007843,1.05202544
78.23887634,1.21473777
78.22521973,1.18963611
77.60808563,1.12976134
77.95674896,1.18382657
78.13610077,1.32615423
78.14155579,1.10589302
77.59561920,0.90629387
78.35445404,1.14042318
78.36152649,1.24418521
77.98480988,1.13506293
77.98441315,1.12712383
77.97599792,1.10105836
78.20151520,1.07303107
78.11510468,1.24035609
78.15872955,1.02634406
78.25402832,1.18934321
78.36296082,0.99534923
77.91103363,1.16402078
78.37796021,1.18768907
77.93753052,1.29620337
78.08392334,1.41550565
77.47035217,1.29797554
77.33964539,1.19155967
77.73077393,1.47221732
77.86906433,1.54476333
78.07825470,1.21787071
78.59637451,1.05073857
78.13599396,1.40677261
78.41991425,1.32763731
78.24457550,0.74558300
77.71517181,1.43959141
78.04619598,1.24481606
78.76190948,1.05410123
77.73771667,1.13109982
78.15499115,1.30111516
77.92378235,1.31992996
77.65938568,0.79560655
77.69188690,1.21184504
77.41413116,0.96716517
77.78369904,0.96170157
78.39857483,0.96067208
77.61448669,1.10338283
77.88906097,0.82286149
78.24456024,1.04918659
77.93118286,1.01387167
77.59383392,1.09969556
77.65137482,1.49076688
78.17822266,1.16084385
78.98950195,1.16479754
78.45562744,1.14006996
78.75793457,1.26643574
78.23085785,1.07810950
78.73999786,1.21386933
78.40156555,1.21542645
77.93167114,1.26726997
78.45706940,0.90681934
78.05970764,0.96546358
78.01921844,1.29701352
77.53025055,1.71689284
78.75048065,1.21775353
77.99204254,0.99637657
77.79953003,1.29719102
78.42051697,1.15918326
78.73454285,1.16812205
78.50773621,0.93777883
78.57445526,1.14152956
78.95597076,0.80120873
78.48156738,1.26735723
78.30407715,1.13434243
78.30575562,0.97027105
78.93287659,1.30438745
78.14336395,1.24153280
78.17103577,1.29621172
77.83361816,0.93686575
77.75183868,1.21292984
78.49702454,0.93823135
78.74960327,1.24218655
78.28449249,1.27944839
78.52555084,1.49904585
78.09561157,1.23927426
77.92747498,1.05574524
78.13130951,1.24338007
77.86617279,1.10721254
77.92321014,1.31971276
77.83032990,0.96647626
77.80952454,1.16386104
78.20393372,1.01933932
77.61844635,1.38558996
77.55562592,1.24291360
77.97543335,1.32389736
77.93084717,1.09695697
77.50524139,1.40479827
77.23542023,1.20642412
77.80300903,1.04565883
78.25267792,1.23888850
78.05783844,1.37841904
77.90506744,1.49072468
77.92749786,0.90949446
78.16683197,1.15967202
77.93832397,1.21537781
77.82286835,0.94140303
78.31346893,1.48751473
78.78862000,1.00108314
78.62268829,1.32644153
78.09155273,1.10290504
77.96543121,0.82766724
78.17761993,0.93222994
77.91411591,1.19481742
78.34841919,0.96283394
78.12313843,1.17886257
78.40808868,0.99650913
78.35948181,1.01066124
78.64846039,0.96721750
78.61817932,0.98781878
78.42151642,1.21616340
78.48352814,0.85251421
77.98967743,1.01810443
78.84966278,0.83057010
78.50914001,0.90656060
78.00640869,1.24862051
78.24727631,1.47497702
77.76956940,0.96319175
77.84943390,0.96590507
77.92830658,1.16157615
77.63069916,1.20854425
77.74838257,1.24382341
77.72892761,1.44473863
78.09595490,1.06952012
78.08747101,0.99524122
77.88095856,1.12707603
77.78179169,1.24667716
78.41316986,0.96631050
78.38651276,1.29703641
78.48667145,0.72448987
78.12612915,1.11891198
78.62673950,0.83053690
78.55815887,1.27593374
77.65132141,0.99152446
77.48190308,1.21714604
78.29968262,0.98824000
78.34657288,1.57867253
78.05130005,1.01802874
78.40703583,1.21487546
77.59696198,1.40083361
77.79502869,0.82800186
78.21119690,1.04887569
78.41403961,0.76785308
77.62824249,0.99281025
77.88826752,1.16375208
78.12641144,1.12455869
78.67116547,0.93593723
77.65887451,1.26343942
77.66780090,1.07228410
77.61698914,1.49258709
78.02294922,1.21334970
78.14009857,1.24089241
77.72618103,1.32805693
77.87317657,1.07440627
77.54561615,1.43688631
77.93395996,1.31603360
77.92810059,1.12825632
78.30106354,1.27242696
78.23099518,0.94136518
78.34739685,1.46257317
78.28902435,1.10028183
78.25382996,1.52179158
77.63363647,1.10065746
77.85848236,1.18619418
77.90714264,0.91078186
77.83550262,0.91149819
77.84828186,1.55104649
78.30882263,0.57643938
77.72703552,0.98279530
77.40268707,1.41292703
77.63369751,1.21379101
78.01167297,1.23967338
78.06000519,1.43233454
78.25523376,1.21582043
77.88810730,1.02015972
77.84450531,1.21701646
77.73101044,1.27187431
77.62577820,1.23868716
77.99187469,1.16437912
77.76929474,1.44725418
78.34645081,1.10784566
78.23791504,1.32462561
77.55789185,0.99236751
77.88297272,0.65946645
77.75637817,1.01852584
77.88394165,0.85818636
77.73896027,1.51928031
77.88341522,1.04349208
78.06578064,1.02166653
78.14929199,1.38308334
77.73082733,1.54843748
77.84107971,1.17858732
78.26666260,1.19660258
78.01772308,1.32151878
77.66544342,0.77095455
78.13162994,1.15686929
78.00276947,1.30435622
77.58450317,1.45600033
77.86676025,1.16245508
77.70142365,0.79933828
77.15196228,1.03367734
77.33676910,0.82732821
77.88953400,1.32105446
77.31455994,1.18365479
77.77423096,1.36027896
77.18738556,1.34407902
77.73455048,1.01698101
78.09259033,0.93810272
78.03285980,1.40189278
78.10264587,1.02425742
78.19852448,1.07684958
77.80609894,0.79581183
77.82830811,1.01796579
77.87716675,1.05206275
78.30728912,1.05060768
78.00320435,1.10268712
78.22801971,1.21042871
77.71260834,1.13980711
77.87764740,1.09967184
77.77422333,1.49838519
78.04185486,1.01462221
78.23069000,0.90901804
77.76953888,1.18977714
77.85902405,0.98554194
77.91056824,1.24418163
77.84597778,1.29786956
78.55433655,1.04659939
78.23709106,0.34992978
78.08873749,0.95905107
77.79191589,1.38492000
77.30053711,1.19020569
77.93627167,1.24120259
77.92586517,1.06652033
77.90861511,1.01758635
77.69012451,0.96907657
77.94187927,1.24350607
77.83007050,1.04799867
77.94188690,0.96250224
77.63572693,1.32025373
78.48668671,0.93954927
77.47401428,1.34982681
77.68513489,1.14777160
77.32465363,1.12777615
77.59617615,1.54390776
77.57701874,1.07524550
77.67392731,1.34329939
77.81053925,1.07263494
77.91618347,0.99579519
77.57359314,1.07050002
78.16029358,1.49200964
78.07856750,1.15719032
78.42407227,1.10369456
77.70771027,0.96334797
77.78448486,1.06505835
78.23372650,0.85175085
77.37192535,1.32440317
77.96089172,1.32828832
78.06254578,1.37495327
78.44520569,1.35778916
78.11616516,0.96700191
78.31726837,1.25022507
78.22224426,1.22036588
78.23214722,0.93746734
78.00637817,1.52422392
78.15160370,1.07965803
78.30605316,0.90374702
78.45789337,1.23595619
77.99355316,1.55758476
77.82488251,1.27764952
77.84796143,1.40979373
78.00430298,1.07217109
77.99564362,1.07073009
77.85935211,1.43625951
78.08117676,0.88038188
78.63595581,0.88329095
77.83186340,1.09819102
77.71426392,1.21926403
77.80165100,0.82634372
77.71064758,1.26857615
77.99512482,1.29584658
77.82997894,1.27806342
77.50075531,1.54841924
77.53886414,1.15384626
77.66155243,1.26892960
77.78285217,1.46312892
78.11212921,1.32353604
77.96378326,1.02394080
78.23487854,1.35942841
77.69332886,1.18266022
78.54733276,1.07699835
77.85306549,1.21725535
78.09046173,1.37443578
77.16729736,1.32528830
77.80496979,0.95944929
77.88037872,1.08126950
78.37557220,1.42849791
77.57647705,1.29590654
77.99560547,1.10087395
78.04054260,1.38252628
77.88338470,1.21638489
78.01459503,0.79971129
77.70351410,1.54381275
77.16316986,1.29424894
77.80955505,1.41099989
77.90429688,1.24519062
77.38798523,1.13224840
78.21533966,1.13163865
77.87473297,1.46512973
78.04167175,0.95983875
78.24520111,1.15390003
77.62117767,0.96043372
76.92867279,1.27077353
77.70764160,1.18370795
77.54259491,1.29295802
77.25209808,1.21174479
78.10311127,1.13436091
77.82671356,0.96241248
77.96125793,1.10119951
77.45886993,1.24138284
78.13317871,1.29430270
77.49151611,1.24092102
77.19801331,1.05058289
77.76986694,1.02328110
76.58226776,1.53674662
77.58055115,1.17953014
78.07205963,1.18320870
78.27861023,1.35825574
77.91276550,1.26653540
78.06161499,1.13588679
78.15429688,0.96704513
78.04357147,0.91086483
77.86434937,1.10541677
77.31259155,1.73482537
78.12028503,0.90950096
78.21816254,1.35503626
77.76911926,1.26607871
77.67486572,1.09648132
78.11300659,1.38168502
77.61483765,1.16012931
78.73402405,1.04820144
78.40402222,1.18796563
78.32811737,1.32790327
78.24037170,1.10760963
78.02862549,0.99281812
77.82375336,1.38247192
77.61133575,1.07484341
77.94022369,1.21701300
77.43834686,1.44749701
77.90719604,1.19034600
77.22058105,1.34504664
78.11201477,1.32130027
77.68412018,1.32159483
78.14127350,1.15413105
77.92343140,1.40021336
78.52387238,1.13037527
77.80604553,1.37631929
77.70218658,1.31767392
77.83918762,1.15854478
77.79930115,1.15843010
77.76248169,1.16406322
77.92721558,1.13228738
77.95796204,1.18478549
78.60421753,1.22072518
78.66046143,0.96392119
78.38920593,1.29710686
79.22994232,0.74280041
79.11428833,0.60130382
78.47613525,1.26744974
78.21618652,0.96641701
77.99863434,1.32531464
78.38480377,0.96978951
78.81192017,1.30092645
78.68812561,1.07585943
78.97968292,1.16146994
78.75799561,1.38755584
78.98754120,0.74284357
79.09376526,0.99839258
79.10984802,1.30412257
78.72507477,1.18635881
78.71129608,0.94139719
78.34154510,1.29802048
79.07503510,0.68532240
78.77101135,1.27042174
78.85026550,1.29236889
78.98766327,0.71704304
79.23579407,1.13473558
78.73680878,0.79116809
79.06431580,1.51568115
79.14866638,0.96443653
79.47850800,1.16171372
79.77745819,0.77199095
79.74768066,0.37504572
79.43669891,1.07040644
78.47001648,1.01683056
78.94844818,0.95977616
78.99761200,1.03514373
79.01089478,1.23694158
78.71685791,0.59889793
73.45068359,1.17613912
83.30548096,1.12986958
81.16316223,1.39202070
76.65248871,0.73139977
78.10538483,1.03939140
80.40838623,1.22988248
79.60104370,1.23308241
78.93424225,1.17804635
80.17150879,0.86898112
80.42408752,0.70360571
80.09169006,0.70084524
80.70501709,1.01268589
80.22191620,1.20697033
80.69979095,0.78541011
82.31742859,0.73724544
81.69675446,1.07794034
80.98555756,1.36101270
81.65396881,1.12690604
80.64109802,0.81310791
80.67240143,1.40897083
80.54029846,0.92836130
81.32145691,0.44877282
82.63885498,0.17656839
83.19103241,0.31532723
84.33574677,-0.09283914
84.06993866,-0.03522206
85.94260406,-0.00637957
86.29240417,0.21927860
87.16905975,-0.20721757
88.99381256,-0.15142761
88.80501556,0.67589885
89.25558472,0.13012765
88.50971222,0.16052990
89.23267365,0.96443540
89.09487152,1.01627707
89.76945496,0.46573636
88.70727539,0.18654345
89.23551178,0.35313696
88.49255371,0.60996777
89.56721497,0.69799227
88.28756714,0.50128394
87.42317200,0.27571425
86.94258118,0.47704393
86.84025574,0.39168239
85.98971558,0.70618522
85.26934814,0.28037277
84.92905426,0.16579534
85.99942780,0.39232588
85.75880432,0.10891030
85.21633148,0.65014547
83.86869049,0.39796633
82.13806915,0.66235316
79.09686279,0.60411215
78.04940033,0.46183211
76.79723358,0.16888720
77.35684204,-0.09552397
75.51694489,0.16994740
74.34719849,0.22809479
74.19977570,0.34491637
72.88018036,0.66301525
73.17578125,0.11082456
72.79052734,0.37415671
72.87677765,0.28543082
71.48223877,0.28191605
71.46821594,0.16651104
70.03266907,0.22375765
69.72773743,0.19671759
67.37814331,-0.12590908
67.89527893,0.34612247
67.08853149,0.16929388
65.99700928,-0.03781873
64.78495789,0.43561831
64.01518250,0.22708550
63.45221710,0.37387121
63.08964920,0.54996586
63.69866180,0.43871391
62.09365845,0.13632399
62.17257309,0.26098332
58.03122330,-0.18232149
58.44393539,-0.18577489
58.79260254,0.43699941
58.18919373,0.22978246
57.51985168,0.31857923
56.36956787,-0.27247435
57.14374542,0.28900510
55.49476624,0.10882647
55.52664566,0.10844831
54.69650269,-0.01049543
54.43346405,0.34568605
54.68519974,0.19992542
54.30802536,0.52764326
53.53989792,0.02166404
52.59937286,0.23137867
51.83007431,0.08086191
50.67431259,0.25422466
48.87868118,0.25433260
48.82064819,0.40875030
48.73162842,-0.03747117
48.04015732,0.11045223
47.06755447,0.25723249
47.20541382,-0.00926067
46.75032043,0.28666562
47.53046036,0.41070080
46.81141281,0.29072255
47.87945175,0.38761994
46.51277924,0.05211489
46.34981537,0.29400027
45.56844330,0.44892046
45.09779739,0.51233298
43.18358994,0.11043226
42.71551132,-0.12750395
41.35255814,0.17025468
42.56731033,0.23637488
40.98560715,0.38725591
39.56492615,0.75072426
37.34943771,0.69426543
37.40251923,-0.22318156
35.64982605,1.25622177
37.81047440,0.10224292
36.12937164,2.20982027
45.55615234,-2.41209650
40.57010651,-0.98187608
37.69886398,-0.19278380
35.53491974,0.59636956
34.12249374,0.22804998
32.66355896,-0.26734865
31.10936356,0.02279168
26.71150398,1.41099906
25.76309013,1.50401127
32.96210861,-1.91987133
28.03968811,1.11701500
27.66024780,0.42926580
30.53174973,-0.52553600
30.47382164,-1.02744365
28.76783752,0.20090152
29.18620300,0.22647747
28.92751122,-0.76900095
27.43159866,0.34866717
26.11127853,0.29038513
26.07062531,0.43934000
25.80913544,0.34185347
24.15680885,0.49698758
24.63245010,0.69569653
27.24432564,-0.01317073
24.55719757,0.40657443
24.33277702,-0.32604188
22.71902466,0.62098145
23.09494209,0.10766676
22.46263695,0.19816166
18.97055054,2.58269382
26.88909149,-2.14890957
20.70463562,1.04930890
21.74283981,1.18283248
22.16189194,-0.74826086
20.02224731,-0.74648899
