temp6_0,temp6_1,temp6_2,temp6_3
0.00000000,0.82880616,-0.30701086,0.00000000f
0.00000000,1.02030420,-0.30546406,0.00000000f
0.00000000,0.88896674,-0.21656066,0.00000000f
0.00000000,0.97103208,-0.44564155,0.00000000f
0.00000000,1.03613698,-0.33578458,0.00000000f
0.00000000,0.94220895,-0.30943626,0.00000000f
0.00000000,0.77139068,-0.42861810,0.00000000f
0.00000000,0.96311754,-0.51700759,0.00000000f
0.00000000,0.84346282,-0.17102605,0.00000000f
0.00000000,0.64511365,-0.21550506,0.00000000f
0.00000000,0.82197189,-0.52315712,0.00000000f
0.00000000,0.99173594,-0.32074526,0.00000000f
0.00000000,0.76627958,-0.29074928,0.00000000f
0.00000000,0.76908141,-0.17122135,0.00000000f
0.00000000,0.87564242,-0.30728859,0.00000000f
0.00000000,1.03036702,-0.29277551,0.00000000f
0.00000000,0.81160557,-0.27551547,0.00000000f
0.00000000,0.85898894,-0.48758662,0.00000000f
0.00000000,1.10496759,-0.35331419,0.00000000f
0.00000000,0.86312532,-0.05080293,0.00000000f
0.00000000,0.97774810,-0.45674270,0.00000000f
0.00000000,0.91757393,-0.35129386,0.00000000f
0.00000000,1.03910494,-0.40277943,0.00000000f
0.00000000,1.05953562,-0.33786950,0.00000000f
0.00000000,0.85479802,-0.29013804,0.00000000f
0.00000000,0.94747138,-0.39628372,0.00000000f
0.00000000,0.86117691,-0.26225123,0.00000000f
0.00000000,0.90641326,-0.36777589,0.00000000f
0.00000000,0.89038175,-0.35230330,0.00000000f
0.00000000,0.81635135,-0.26227468,0.00000000f
0.00000000,0.74261123,-0.29384041,0.00000000f
0.00000000,0.95151258,-0.47357616,0.00000000f
0.00000000,0.94847775,-0.39691216,0.00000000f
0.00000000,0.92525679,-0.25933862,0.00000000f
0.00000000,0.88061064,-0.30892783,0.00000000f
0.00000000,0.84496903,-0.47325599,0.00000000f
0.00000000,0.82977015,-0.32221615,0.00000000f
0.00000000,0.97498059,-0.30490884,0.00000000f
0.00000000,0.99712670,-0.35242859,0.00000000f
0.00000000,0.96526593,-0.41231126,0.00000000f
0.00000000,0.84590721,-0.33789006,0.00000000f
0.00000000,0.97363150,-0.21510810,0.00000000f
0.00000000,1.06534815,-0.32034665,0.00000000f
0.00000000,0.82893336,-0.44265971,0.00000000f
0.00000000,0.92236894,-0.24725714,0.00000000f
0.00000000,0.91459656,-0.38018760,0.00000000f
0.00000000,0.84193754,-0.50172967,0.00000000f
0.00000000,0.95482010,-0.47528097,0.00000000f
0.00000000,0.94028652,-0.24409918,0.00000000f
0.00000000,0.97019815,-0.33895868,0.00000000f
0.00000000,1.04812574,-0.33952439,0.00000000f
0.00000000,0.95115465,-0.23198189,0.00000000f
0.00000000,0.79802150,-0.32177424,0.00000000f
0.00000000,0.82867855,-0.26167417,0.00000000f
0.00000000,0.78999406,-0.17255756,0.00000000f
0.00000000,1.00263524,-0.27866000,0.00000000f
0.00000000,0.83101350,-0.39792639,0.00000000f
0.00000000,0.97293538,-0.26395521,0.00000000f
0.00000000,0.87285560,-0.41137204,0.00000000f
0.00000000,1.02192998,-0.38107222,0.00000000f
0.00000000,0.92058516,-0.38269904,0.00000000f
0.00000000,0.92760748,-0.17228477,0.00000000f
0.00000000,0.83046252,-0.36774683,0.00000000f
0.00000000,0.83590704,-0.30904678,0.00000000f
0.00000000,0.80544311,-0.46086946,0.00000000f
0.00000000,0.88774449,-0.24633604,0.00000000f
0.00000000,1.05378032,-0.18578883,0.00000000f
0.00000000,0.99603856,-0.36759767,0.00000000f
0.00000000,0.94672203,-0.32098487,0.00000000f
0.00000000,0.89769131,-0.24482873,0.00000000f
0.00000000,0.87331390,-0.48731050,0.00000000f
0.00000000,0.90626532,-0.30722004,0.00000000f
0.00000000,0.81949532,-0.24817502,0.00000000f
0.00000000,0.89617687,-0.30940142,0.00000000f
0.00000000,0.97725493,-0.32113391,0.00000000f
0.00000000,0.98019540,-0.47282773,0.00000000f
0.00000000,0.94873911,-0.41178945,0.00000000f
0.00000000,0.98735708,-0.48359817,0.00000000f
0.00000000,0.86837101,-0.24507850,0.00000000f
0.00000000,0.84125602,-0.35116893,0.00000000f
0.00000000,0.73896939,0.03987106,0.00000000f
0.00000000,0.97063076,-0.28934366,0.00000000f
0.00000000,1.06084883,-0.36395693,0.00000000f
0.00000000,0.92431170,-0.29345286,0.00000000f
0.00000000,0.95870668,-0.21825241,0.00000000f
0.00000000,0.85437363,-0.45531866,0.00000000f
0.00000000,0.99875617,-0.27765036,0.00000000f
0.00000000,0.93713236,-0.32271877,0.00000000f
0.00000000,1.03117383,-0.24765845,0.00000000f
0.00000000,0.85599887,-0.29068196,0.00000000f
0.00000000,0.83377272,-0.29319453,0.00000000f
0.00000000,1.06883049,-0.45707259,0.00000000f
0.00000000,0.91780198,-0.24621911,0.00000000f
0.00000000,0.95345473,-0.26273870,0.00000000f
0.00000000,0.89736027,-0.40091842,0.00000000f
0.00000000,0.92620516,-0.29394889,0.00000000f
0.00000000,1.08094358,-0.17039764,0.00000000f
0.00000000,0.85066175,-0.47643209,0.00000000f
0.00000000,0.90937316,-0.02074276,0.00000000f
0.00000000,0.91347629,-0.35541865,0.00000000f
0.00000000,0.83819610,-0.46252158,0.00000000f
0.00000000,0.83601576,-0.15753777,0.00000000f
0.00000000,0.83324772,-0.48993805,0.00000000f
0.00000000,0.97074491,-0.27834249,0.00000000f
0.00000000,0.89630455,-0.21802101,0.00000000f
0.00000000,0.73652756,-0.23076348,0.00000000f
0.00000000,0.97007567,-0.26313612,0.00000000f
0.00000000,0.93841457,-0.26242968,0.00000000f
0.00000000,1.02556908,-0.50309789,0.00000000f
0.00000000,0.94985366,-0.24669684,0.00000000f
0.00000000,0.89018798,-0.14131145,0.00000000f
0.00000000,0.98328197,-0.26240179,0.00000000f
0.00000000,1.08352828,-0.30626291,0.00000000f
0.00000000,0.89238262,-0.32281181,0.00000000f
0.00000000,0.79504061,-0.45534229,0.00000000f
0.00000000,0.95233577,-0.39819264,0.00000000f
0.00000000,0.95873213,-0.35557282,0.00000000f
0.00000000,1.06522977,-0.32497135,0.00000000f
0.00000000,0.90846920,-0.26266283,0.00000000f
0.00000000,1.03382289,-0.21801588,0.00000000f
0.00000000,0.94690657,-0.18569125,0.00000000f
0.00000000,0.93515599,-0.41244617,0.00000000f
0.00000000,0.93274295,-0.41148189,0.00000000f
0.00000000,0.95592874,-0.24813391,0.00000000f
0.00000000,0.93255424,-0.47141653,0.00000000f
0.00000000,0.84192586,-0.42632142,0.00000000f
0.00000000,0.91616839,-0.27544048,0.00000000f
0.00000000,0.86699110,-0.27932975,0.00000000f
0.00000000,0.94884127,-0.34194529,0.00000000f
0.00000000,0.66371107,-0.41265491,0.00000000f
0.00000000,0.94008011,-0.24800974,0.00000000f
0.00000000,0.99529123,-0.15641539,0.00000000f
0.00000000,0.87616748,-0.33724126,0.00000000f
0.00000000,0.94867432,-0.23130748,0.00000000f
0.00000000,0.94542605,-0.30549905,0.00000000f
0.00000000,0.89018220,-0.41242743,0.00000000f
0.00000000,0.87908459,-0.32348928,0.00000000f
0.00000000,0.89976996,-0.36521995,0.00000000f
0.00000000,0.94916224,-0.29167160,0.00000000f
0.00000000,0.80497205,-0.36988404,0.00000000f
0.00000000,0.92324573,-0.53535908,0.00000000f
0.00000000,0.86979592,-0.36533794,0.00000000f
0.00000000,0.92264181,-0.38353842,0.00000000f
0.00000000,0.99581325,-0.39751747,0.00000000f
0.00000000,0.90542316,-0.54889089,0.00000000f
0.00000000,1.09638250,-0.23065692,0.00000000f
0.00000000,0.74292648,-0.38469657,0.00000000f
0.00000000,1.00351822,-0.24484189,0.00000000f
0.00000000,0.94413108,-0.29005879,0.00000000f
0.00000000,0.94124550,-0.37914374,0.00000000f
0.00000000,0.86555469,-0.38474938,0.00000000f
0.00000000,0.85582209,-0.41078332,0.00000000f
0.00000000,0.95812190,-0.29461408,0.00000000f
0.00000000,0.87637246,-0.30747756,0.00000000f
0.00000000,0.89335561,-0.29307413,0.00000000f
0.00000000,0.75912511,-0.49644107,0.00000000f
0.00000000,0.90346587,-0.30637476,0.00000000f
0.00000000,0.84329849,-0.33697093,0.00000000f
0.00000000,0.93070221,-0.39574280,0.00000000f
0.00000000,0.90502959,-0.33714458,0.00000000f
0.00000000,0.91205603,-0.15774049,0.00000000f
0.00000000,1.00470829,-0.33529261,0.00000000f
0.00000000,0.85975260,-0.44290829,0.00000000f
0.00000000,0.79781145,-0.27625918,0.00000000f
0.00000000,0.96153468,-0.35079211,0.00000000f
0.00000000,0.91483521,-0.45508945,0.00000000f
0.00000000,0.99533802,-0.38255343,0.00000000f
0.00000000,0.90961319,-0.38469791,0.00000000f
0.00000000,1.08067191,-0.33978322,0.00000000f
0.00000000,0.90822428,-0.23259006,0.00000000f
0.00000000,0.81385350,-0.35215130,0.00000000f
0.00000000,0.83017033,-0.35223466,0.00000000f
0.00000000,1.02734542,-0.29199317,0.00000000f
0.00000000,0.88786364,-0.26127231,0.00000000f
0.00000000,0.85525942,-0.27539063,0.00000000f
0.00000000,0.85360909,-0.43205869,0.00000000f
0.00000000,0.82760578,-0.35127485,0.00000000f
0.00000000,0.90712041,-0.26248112,0.00000000f
0.00000000,0.74103087,-0.38344449,0.00000000f
0.00000000,0.87483436,-0.48828006,0.00000000f
0.00000000,1.04564977,-0.25945935,0.00000000f
0.00000000,0.86346585,-0.45993361,0.00000000f
0.00000000,0.85862696,-0.38195670,0.00000000f
0.00000000,0.86604077,-0.38531151,0.00000000f
0.00000000,0.89191759,-0.47419372,0.00000000f
0.00000000,0.82755107,-0.24633050,0.00000000f
0.00000000,0.96894580,-0.48981091,0.00000000f
0.00000000,0.81612211,-0.30751404,0.00000000f
0.00000000,0.93136710,-0.30571038,0.00000000f
0.00000000,0.88996547,-0.32206884,0.00000000f
0.00000000,0.88847607,-0.26140884,0.00000000f
0.00000000,0.96117288,-0.29511219,0.00000000f
0.00000000,0.90453964,-0.39727315,0.00000000f
0.00000000,0.84498525,-0.42798173,0.00000000f
0.00000000,0.90782273,-0.26231393,0.00000000f
0.00000000,0.90581584,-0.24678794,0.00000000f
0.00000000,1.11249042,-0.38132545,0.00000000f
0.00000000,0.76799923,-0.26165166,0.00000000f
0.00000000,0.87791425,-0.32333019,0.00000000f
0.00000000,0.90363789,-0.30650142,0.00000000f
0.00000000,0.81506056,-0.08119094,0.00000000f
0.00000000,1.06172979,-0.15707253,0.00000000f
0.00000000,0.83021766,-0.21657741,0.00000000f
0.00000000,0.86333555,-0.35372493,0.00000000f
0.00000000,0.88168442,-0.19972122,0.00000000f
0.00000000,0.99850541,-0.44394654,0.00000000f
0.00000000,0.77637517,-0.37877443,0.00000000f
0.00000000,0.90662533,-0.21691741,0.00000000f
0.00000000,0.89011216,-0.48852909,0.00000000f
0.00000000,0.91861117,-0.50233293,0.00000000f
0.00000000,0.87668425,-0.32264334,0.00000000f
0.00000000,0.91575384,-0.20055439,0.00000000f
0.00000000,0.91677147,-0.42614040,0.00000000f
0.00000000,0.95418388,-0.39911401,0.00000000f
0.00000000,0.90599704,-0.38315052,0.00000000f
0.00000000,0.95588064,-0.17217450,0.00000000f
0.00000000,0.97105277,-0.39373949,0.00000000f
0.00000000,0.87459499,-0.21624233,0.00000000f
0.00000000,0.90285093,-0.27600250,0.00000000f
0.00000000,0.99966055,-0.26288441,0.00000000f
0.00000000,0.80791843,-0.16990674,0.00000000f
0.00000000,0.83138835,-0.32307485,0.00000000f
0.00000000,0.92059624,-0.26173148,0.00000000f
0.00000000,0.90358931,-0.15630607,0.00000000f
0.00000000,0.88340902,-0.20335034,0.00000000f
0.00000000,0.81516266,-0.47307116,0.00000000f
0.00000000,0.92519730,-0.35421491,0.00000000f
0.00000000,0.90841788,-0.41401339,0.00000000f
0.00000000,0.80903262,-0.24512091,0.00000000f
0.00000000,0.84803551,-0.32317880,0.00000000f
0.00000000,0.88568085,-0.36549529,0.00000000f
0.00000000,0.87681907,-0.33788234,0.00000000f
0.00000000,0.83782989,-0.10993031,0.00000000f
0.00000000,0.94632792,-0.38079894,0.00000000f
0.00000000,0.89528352,-0.15728264,0.00000000f
0.00000000,0.86819655,-0.27490383,0.00000000f
0.00000000,0.95130539,-0.12618122,0.00000000f
0.00000000,0.97886264,-0.24580990,0.00000000f
0.00000000,1.02355874,-0.18578950,0.00000000f
0.00000000,0.89085007,-0.03579437,0.00000000f
0.00000000,0.99717140,-0.56467164,0.00000000f
0.00000000,0.91225117,-0.39416930,0.00000000f
0.00000000,0.87435853,-0.30638880,0.00000000f
0.00000000,0.88340992,-0.44664240,0.00000000f
0.00000000,1.11955774,-0.21725774,0.00000000f
0.00000000,0.91733050,-0.34172946,0.00000000f
0.00000000,0.90086091,-0.27553043,0.00000000f
0.00000000,0.84558892,-0.33741149,0.00000000f
0.00000000,1.02831221,-0.30783334,0.00000000f
0.00000000,0.86014163,-0.14111285,0.00000000f
0.00000000,1.00658154,-0.29056057,0.00000000f
0.00000000,0.84297770,-0.27614701,0.00000000f
0.00000000,1.02024829,-0.45565021,0.00000000f
0.00000000,0.91838980,-0.30646485,0.00000000f
0.00000000,1.06098998,-0.33901870,0.00000000f
